taxonomy_recordid,taxonomy_name,taxonomy_parent_name,exclude_vocabulary,taxonomy,category_logo,category_logo_white,taxonomy_grandparent_name,taxonomy_vocabulary,taxonomy_x_description,taxonomy_x_notes,language,taxonomy_services,taxonomy_parent_recordid,taxonomy_facet,category_id,taxonomy_id,order,badge_color,flag,status
1054161113243743,"Young Adults (20-30)",1212005456553071,,1081834932991779,,,,,,,,"924549516555160,643521097828873,1247609265512489,829979157869352,1184021119607946,1200334283969211,1162872937044136,1099503418949118,656227428086310,1166513065360124,1176697876442539,951898939560579,762627227359602,894487344015737,1128952488713927,998881009851013,1173270438890110,1204195770141501,927357871286669,665741809852890,974973185011225,971894815669980,637788539576170,788377494442735,1117231582416420,992859209726369,1247087473794460,990789256930274",,,,recbD6AcmpTSWD35q,,65860D,,Published
1056592274671514,"Baby Clothes","1150739665501290,1175009392627115",,629864383953331,,,,,,,,,,,,recbDLXefdCAhzSoh,,CB5BE0,,Published
1077085927218062,"Ductal Carcinoma In Situ (DCIS)",1265252182873860,,1081834932991779,,,,,,,,,,,,recbWXyDGKCYwxDwH,,8501CC,,Published
1096677816677257,"One-on-One Support",1275047956986417,,629864383953331,,,,,,,,,,,,recbhrtlYOx7mOKF9,,97FE6B,,Published
1102140378766615,"Infectious Disease",1276982655382389,,1081834932991779,,,,,,,,,,,,recbmwv0oueELd6qU,,91AB8B,,Published
1109050320464215,"Supplies for Work","918504197761606,1180601869455614",,629864383953331,,,,,,,,,,,,recbyDrda3gD7ft6K,,DB9D2F,,Published
1054110730145742,"End-of-Life Care","893915418546777,879394671891223",,629864383953331,,,,,,,,,,,,recc4ncpKpePfvDSp,,AEF30A,,Published
1066385747698739,"Immediate Safety",1169956847122981,,629864383953331,,,,,,,,"608659423860858,912868472017219",,,,reccCSdNAtNXT2Lm1,,F255A6,,Published
1104421346923013,"Discounted Healthcare",928634817824512,,629864383953331,,,,,,,,,,,,reccfv6JAIkWnpbrI,,94ED38,,Published
1108462493888752,"Personal Hygiene",1165536100757865,,629864383953331,,,,,,,,,,,,reccizvFputBukjkR,,6C1E74,,Published
1118871438435285,"Translation & Interpretation",841905613386238,,629864383953331,,,,,,,,,,,,reccttrzTb45euJS7,,D02EE4,,Published
1063160308652400,"Burial & Funeral Help",1054110730145742,,629864383953331,,,,,,,,,,,,recd3t0EhU3CSqQzP,,D74C2C,,Published
1058404973355262,"Virtual Support",1275047956986417,,629864383953331,,,,,,,,,,,,recd47T9Cy6Qqpyo4,,3B8297,,Published
1074032646839342,"Understand Mental Health","1102011945010404,792078943886000",,629864383953331,,,,,,,,,,,,recdBJ6Rd7Tsywb14,,86BE66,,Published
1085119813885923,"Retirement Benefits",1320302684728105,,629864383953331,,,,,,,,,,,,recdO71wdFeunP0k5,,D5AFF7,,Published
1097463912052339,"Throat Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recdYIn99s2lw7BCE,,407620,,Published
1116300227520681,"Single Parent",982549491856586,,1081834932991779,,,,,,,,,,,,recdkSYbrJOMGgG0e,,028E5C,,Published
1129130692803244,"Sexual Assault Survivors",943793802429235,,1081834932991779,,,,,,,,,,,,recduqFvvLxszJSSr,,543D4D,,Published
1124325593515504,"Help Find Healthcare",1165536100757865,,629864383953331,,,,,,,,,,,,recdv94bAbk8TCInh,,7ACDB7,,Published
1133595924005374,"Northern Virginia Resident",1139839930624727,,1081834932991779,,,,,,,,614870969341256,,,,recdyqxSunsNmhl1T,,DA7935,,Published
1073823868791019,"Specialized Therapy",806935508227949,,629864383953331,,,,,,,,"1183803576061841,756433271745315,992653786137258,911214413937448,1296065204186379,872607427636909",,,,rece6Wj5cWYWdSCym,,2EBCA8,,Published
1075517820799112,"Mental Health Evaluation",792078943886000,,629864383953331,,,,,,,,"1255828431025209,1183803576061841,756433271745315,606430121530643,894487344015737",,,,rece6m6Cf80tmapSR,,5D7662,,Published
1078085049466319,"Elementary School Students",1210543691411181,,1081834932991779,,,,,,,,"1060415349793008,1267873191960879",,,,rece8oYSpO2VJx3pc,,3E196A,,Published
1088641745882951,"Formerly Incarcerated",1280079717530714,,1081834932991779,,,,,,,,"1117364513670581,656227428086310,749482802649696,1156734654820399,1338519459730817,1095497824033311,631018985097612,981268426186337,791536876977084,795879638840285,1202321397052978",,,,receBrtJG8IumW3P3,,C41122,,Published
1091485627676359,"Youth (6-12)",1212005456553071,,1081834932991779,,,,,,,,"1287524810502357,1118072829940673,1118941099925179,1257354181828621,914742928477842,1156322445305197,796791181677810,858888948104571,1265678209789686,594606264685919,1161898129373780,623995531339898,1083170236781208,1185047725805350,1229847373733252,801918885732334,637799341696955,624670942302096,1311425782447298,810322998076695,828873851944462,1247609265512489,829979157869352,1262274366963110,1184021119607946,1161698203083101,838439633965089,685001040442233,1219445943923328,665233370065008,1073041672347811,1343816429794125,890897735410541,767973914805055,1011096322447568,1109422900006648,631018985097612,605021814890791,778121485505827,770730332028956,828981302922460,1171041183154896,1073305429578122,856388971104613,636366666716828,712328327930380,1263413956595979,728933894927396,967551901351951,1191745074402257,1194227911974076,973083960423797,811251791719847,1065774935455892,635447872052057,876729070668740,762627227359602,643883051065479,1251282400091320,1300815691678453,634331653721930,739110335088609,1125189538542481,1262432728139962,859784781707721,919789306976808,1340874883349935,1117866913583560,1216919996503351,809925333569605,1281760748874328,768577653576222,783425160906226,850067707222254,978561179172265,876544332128595,1232646715498091,765859355729308,1261952699824933,631582174906714,1330489680518823,585745505232672,583905742719734,890516898015838,1112712465466061,876118989495452,1095621090051578,1135146593857359,1024335862745029,681568772199807,1096873514597287,892274678523551,1225681361275050,1133566646559856,642098651199985,958276513381633,979425998294597,669665309659481,1150603832651756,855260709365984,823287765002075,1272403811888637,1115773035158894,1158805154331276,596509168605852,978858266637697,618510425235763,882977120503000,956603811443415,756433271745315,914082352772982,985539150706956,949725297401271,894487344015737,1128952488713927,998881009851013,592279932552007,1153101336983128,859847606001066,1202173337787980",,,,receFiWid5ZCVmALc,,7F4302,,Published
1090773917009436,"Nutrition Education","1102011945010404,630013980013392",,629864383953331,,,,,,,,,,,,receJ9bSbdo0s0jN8,,16989E,,Published
1132205886737577,"More Education",976566727118378,,629864383953331,,,,,,,,,,,,recemyi0GI0Q4jgva,,6865CF,,Published
1136595274223757,"Public Housing",614856429001096,,629864383953331,,,,,,,,,,,,recewCPWIViTITYOC,,57F09D,,Published
1139839930624727,Geography,,,1081834932991779,,,,,,,,,,,,recezBu9vfi288Q99,,D2F341,,Published
1093285148289911,"Nursing Home","1110183826221887,1235791902856617,806935508227949,614856429001096",,629864383953331,,,,,,,,,,,,recfC5VtPl9hS0q83,,C1877E,,Published
1094588998993813,"Supported Employment","832122112723102,1132205886737577,811387316911588",,629864383953331,,,,,,,,,,,,recfD7eI3T3DktH2q,,F1DE9F,,Published
1102011945010404,"Health Education","1132205886737577,879394671891223,893915418546777",,629864383953331,,,,,,,,942680278683430,,,,recfIQU79uBRFazqJ,,8B143C,,Published
1117576465924543,"Perpetrator of Intimate Partner Violence",1280079717530714,,1081834932991779,,,,,,,,"937636854587265,824310285241952",,,,recfVkMd4x6nUBJm5,,CA0C8B,,Published
1126252598378300,"Help Find Missing Persons",1169956847122981,,629864383953331,,,,,,,,,,,,recfaTO6IvmVDVsEn,,BE08A3,,Published
1128437262265498,"Colorectal Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recff4otdrrJOBUYl,,340495,,Published
1137007817102397,Couples,1300476128041301,,1081834932991779,,,,,,,,"710118290554444,1189862050430597",,,,recfjfHNYRUqGV3zM,,7244FD,,Published
1089843134062996,"Free Meals",630013980013392,,629864383953331,,,,,,,,,,,,recg4FN5YrUU0IWzL,,1CE836,,Published
1105790653470604,Hospitalized,818150474957808,,1081834932991779,,,,,,,,,,,,recgDH55Bc97YIF4T,,FBF27C,,Published
1118011435663674,Parents,615363042499687,,1081834932991779,,,,,,,,"1012823920759090,1287524810502357,1161898129373780,623995531339898,1083170236781208,588450653794139,1204195770141501,621585086191000,753746449496571,786774420218226,1089573809572411,827054024656401,712328327930380,622808373738547,900585535518556,958276513381633,979425998294597,669665309659481,1150603832651756,855260709365984,1331055862752219,1095497824033311,631018985097612,981268426186337,791536876977084,1097124274962034,837150649376459,1006868535209989,800852356091403,954270986825825,1089414876670662,973083960423797,1208941632060908,1296065204186379,1337736663266538",,,,recgMbqEv4kKil1Br,,F5BD75,,Published
1124853964567758,"Day Camp",1186613002076967,,629864383953331,,,,,,,,,,,,recgWCjX56uCMXXTv,,06CB18,,Published
1128539471674801,Sarcoma,1265252182873860,,1081834932991779,,,,,,,,,,,,recgWhgdVLj1DSp0y,,94CD19,,Published
1139810782747688,"African American",896905506493054,,1081834932991779,,,,,,,,,,,,recgaugIAsxvTdG60,,1D8929,,Published
1136150527583896,"National Guard",764795942886475,,1081834932991779,,,,,,,,,,,,recgbFiZc3o9R5g1j,,EC1C09,,Published
1145222996317036,"Safe Housing","1066385747698739,1268047549889803",,629864383953331,,,,,,,,"795787284434998,834464881233325,831023871673011,788148809413936,1257889642507838,608659423860858",,,,recggrFu3RDFzXRIj,,B89367,,Published
1149991867826919,"High School Students",1210543691411181,,1081834932991779,,,,,,,,"810458383121333,872607427636909",,,,recgr2Xi9imR2vMom,,C54917,,Published
1155997108133074,"Natural Disaster Survivors",943793802429235,,1081834932991779,,,,,,,,,,,,recguRCwFdbYonwjr,,A1B8B9,,Published
1116563785046662,"Testicular Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,rechCXG02ERzHslQ4,,CEC047,,Published
1125729387706168,"Help Pay for Housing","1305774265925553,798567761994199",,629864383953331,,,,,,,,"847408872893699,884845307034551,667098473674913,1197059719861565,867803749314522,788645594475711,1279704727295628,1284579209460045,581474108798219,838177939625042",,,,rechIssDjClVdaSLl,,8AD376,,Published
1136321764546973,"Clothes for Work","1150739665501290,918504197761606",,629864383953331,,,,,,,,,,,,rechWQt6AvHuIlQR5,,BEF0BA,,Published
1155007105799673,Lymphoma,1265252182873860,,1081834932991779,,,,,,,,,,,,rechgmfNNzJlYfDOS,,3FCA6B,,Published
1110183826221887,"Residential Care",893915418546777,,629864383953331,,,,,,,,,,,,reci3V2JZJJqRYtzC,,255C00,,Published
1130137565137737,Furniture,1180601869455614,,629864383953331,,,,,,,,,,,,reciDney8Vc0zjjjM,,02172E,,Published
1134365017275504,"Emergency Shelter",1305774265925553,,629864383953331,,,,,,,,"590856913957665,1350703837531670,928437024657296,1251032317225019,1227144157948013",,,,reciJa6tRFisG6hcr,,E0F67A,,Published
1165502705771556,"In Crisis",833374944686291,,1081834932991779,,,,,,,,,,,,recigrbu31kQ7mrmB,,BF5724,,Published
1167164301148859,"Neuromuscular Disease",1276982655382389,,1081834932991779,,,,,,,,,,,,recihxhsSXndfyFMY,,430710,,Published
1172239494288193,"Endomentrial Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recirM04CGKRdLofI,,C5CA1C,,Published
1180656577057246,"Mentally Incapacitated",1141891580359737,,1081834932991779,,,,,,,,,,,,reciwhx30EODrhygt,,B87E53,,Published
1150739665501290,Clothing,1211420433536032,,629864383953331,,,,,,,,870510285799257,,,,recjNrzllP5reOnux,,DE18C0,,Published
1158147295077777,"Brain Stem Glioma",1265252182873860,,1081834932991779,,,,,,,,,,,,recjZHY1IXkK1KsxM,,4DDFE9,,Published
1178144711860898,Preschool,"1186613002076967,976566727118378",,629864383953331,,,,,,,,,,,,recjp1tLNRPnJoWs0,,18A4B6,,Published
1187711875770801,"Resume Development",625531295881156,,629864383953331,,,,,,,,,,,,recjue6B48gxG2bYo,,257261,,Published
1193736021448376,Counseling,"806935508227949,1275047956986417",,629864383953331,,,,,,,,"1183803576061841,756433271745315,1283223847414633,1065774935455892,1103064722638793,824310285241952,1161194466996208,876729070668740",,,,recjyy8AfFmozwUQB,,7CDA6C,,Published
1129144548042060,"Living with a Disability",1141891580359737,,1081834932991779,,,,,,,,"1184021119607946,969104577757425,598047692449891,874713157662589,977353834463418,565370307901606,659435743428113,1231068953747206,718763768520855,869411193408138,637788539576170,933051063868149,837604202154040,1203534029319840,880643153888927,941155067424059",,,,reck2SIkBVOT5cvsn,,13CD74,,Published
1131650922551092,"Abuse or Neglect Survivors",943793802429235,,1081834932991779,,,,,,,,1183803576061841,,,,reck4UfyZUB6m3Yr4,,0C3394,,Published
1152456768671865,"Disease Screening",1235658330362031,,629864383953331,,,,,,,,,,,,reckIRtZ8mFKjcxOK,,AD8862,,Published
1165536100757865,"Medical Care",879394671891223,,629864383953331,,,,,,,,,,,,reckWO8DJ9yZBUve7,,C674AC,,Published
1182573370009691,Uninsured,820647015810178,,1081834932991779,,,,,,,,"1107196998383990,896329421364349,1038206932789964,845610250708517,878843131559556,897612626354041",,,,reckdsbQu8h2Zce1e,,BB9EC5,,Published
1185056435919524,"Survivors of Human Trafficking",943793802429235,,1081834932991779,,,,,,,,927357871286669,,,,reckjNtZ4tDBxoMM6,,D1D355,,Published
1202929295897319,Representation,841905613386238,,629864383953331,,,,,,,,,,,,reckylhMpdXEXjiFw,,12F23B,,Published
1141891580359737,Disability,,,1081834932991779,/uploads/images/1613686875category_logo_1141891580359737.png,/uploads/images/1613686920category_logo_white_1141891580359737.png,,,,,,"966998420345688,926086262623139,941155067424059,748538600142879,905112130077089,718763768520855,940893098849307,837604202154040,1203534029319840,1231073685933274,1246366130479163,1171496076891511",,,,recl2lg1vBmflDmLM,,000000,modified,Published
1138294006521405,Pregnant,1276982655382389,,1081834932991779,,,,,,,,"1185359834982349,1086669106439677,1097124274962034,704832527436297,1006868535209989,837150649376459,1161194466996208,990059361209852,586144902080222",,,,recl3AI7QPe15OtK7,,6757000,,Published
1156659172953725,"Vulvar Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,reclF9Z53bQlgsNVA,,CD369B,,Published
1164058436905621,"Adoption & Foster Placement",839753638188280,,629864383953331,,,,,,,,,,,,reclHluMftBg0rhoo,,8FE395,,Published
1169956847122981,Emergency,,,629864383953331,/uploads/images/1613685753category_logo_1169956847122981.png,/uploads/images/1613685753category_logo_white_1169956847122981.png,,,"Services for psychiatric emergencies, emergency financial assistance, immediate safety needs, disaster preparedness and disaster response. \n",,,"681568772199807,1307844962163383,1099503418949118,1255828431025209,608162049269761,1013383131036507,1066123564126838,1236034161171034,850231451296174,930016985181850,1124936156339923,637799341696955,1265103663036314,905246821897219,927357871286669,1262506217054044,1214338575557271,778515041064471,869422229117923,773172814806209,894487344015737,884845307034551,667098473674913,1197059719861565,867803749314522,788645594475711,912868472017219,1268436437227362,1282627737254185",,,,reclPWtTyAXOt3pBy,,000000,modified,Published
1170076693192466,"Speech Therapy",806935508227949,,629864383953331,,,,,,,,,,,,reclT4Kso0k5LykFB,,58A731,,Published
1177111110322568,"Spiritual Support",1275047956986417,,629864383953331,,,,,,,,,,,,reclUs5FcpOfgSVYN,,4ED8F6,,Published
1180601869455614,"Home Goods",1211420433536032,,629864383953331,,,,,,,,,,,,reclYih3akXm0CJoh,,9E712F,,Published
1194411727565835,"Computer or Internet Access",935458216016910,,629864383953331,,,,,,,,,,,,reclgfqGaa38VaR5i,,3188F7,,Published
1190865361469986,"Alternative Medicine",1165536100757865,,629864383953331,,,,,,,,,,,,recli1Tw7JpVODq9t,,4EF064,,Published
1150913699729234,Citizenship,,,1081834932991779,,,,,,,,,,,,recm4RA5bPWxC55Rr,,C94562,,Published
1151454077163181,"Specialized Training",625531295881156,,629864383953331,,,,,,,,"933051063868149,880643153888927,1231073685933274,1246366130479163",,,,recm4Y17RPEJCQmty,,1AC1BC,,Published
1167028395080754,Guardianship,,,1081834932991779,,,,,,,,,,,,recmBeTLqfBROSBn6,,8D4B5E,,Published
1167670310712474,"Family Planning","1102011945010404,800876057594945",,629864383953331,,,,,,,,586144902080222,,,,recmFEBbsHQYDygp6,,7BA12B,,Published
1198680311005259,General,,,1081834932991779,,,,,,,,,,,,recmajf67EoYcm2wE,,BE2500,,Published
1203472306779632,"Civic Engagement",1132205886737577,,629864383953331,,,,,,,,,,,,recmhWG1ymo2AvkSf,,4EE968,,Published
1211047892279140,"Credit Counseling",666755781872045,,629864383953331,,,,,,,,,,,,recmmnaDZPSQjlj12,,217A1C,,Published
1212391318294489,"Substance Abuse Counseling",600702532354257,,629864383953331,,,,,,,,,,,,recmt8GIKFmPwb5lm,,B17621,,Published
1220856468927684,"Pest Control",605525374389695,,629864383953331,,,,,,,,,,,,recmyYY7jNNg7G7oJ,,385FC0,,Published
1159454952921042,"Colon Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recn608Y1c7EZs3WH,,846FDA,,Published
1162615473559789,"Skilled Nursing",1165536100757865,,629864383953331,,,,,,,,,,,,recn6JmqsTzhlGKuw,,7E1DDC,,Published
1198672807706897,"Mothers with Young Children",615363042499687,,1081834932991779,,,,,,,,1317004978451196,,,,recnWmDW1RKtckVvu,,F236C8,,Published
1210001318958777,"Help Escape Violence",1066385747698739,,629864383953331,,,,,,,,"1103064722638793,953571703501099,971959192041438",,,,recnh4EcsIPT0BxEW,,63E228,,Published
1218316969190320,Low-income,996413864069591,,1081834932991779,,,,,,,,"665291739064632,871369531788799,795565312115643,781718626017793,1038206932789964,853430057787908,785571229155728,906941638249299,1128952488713927,1337627384360672,1287381779305670,821975197328764,1128788656579219",,,,recniyqKnVaqS63u2,,0C713E,,Published
1216482483200020,Sexuality,,,1081834932991779,,,,,,,,,,,,recnkUVqY43rEbmgZ,,E96225,,Published
1221586946973071,"Basic Literacy",625531295881156,,629864383953331,,,,,,,,,,,,recns5xQ55lMtiIFG,,DE98F3,,Published
1175992028688784,"Personal Care Items",1180601869455614,,629864383953331,,,,,,,,,,,,reco6r1ZoQlcI3EQJ,,467132,,Published
1175009392627115,"Baby Supplies",1211420433536032,,629864383953331,,,,,,,,,,,,reco9CvxVHC1B8gKA,,FD5576,,Published
1195259342342323,"Facing End of Life",818150474957808,,1081834932991779,,,,,,,,,,,,recoLRd0fgedzmzfg,,BA7C29,,Published
1203348494376262,"Home Visiting",1275047956986417,,629864383953331,,,,,,,,,,,,recoRk9Dc2UW8n2wH,,428FD3,,Published
1205418622558442,"Government Food Benefits",842032101664236,,629864383953331,,,,,,,,,,,,recoWLIPMPqVTp5hf,,73BE87,,Published
1214335604458778,"Drug Testing",600702532354257,,629864383953331,,,,,,,,,,,,recoaAIbCQUSn2PDb,,8BB953,,Published
1220542269239390,"Substance Dependency",1276982655382389,,1081834932991779,,,,,,,,"936010727694695,891803649812249",,,,recobw7SV6unqbjJ2,,2A0AFE,,Published
1222064688064866,"Medicaid Recipient",820647015810178,,1081834932991779,,,,,,,,"1135119642997578,1229961680483259,1206755076792649,859847606001066,785169150627540,1092296589947000,1307844962163383,606736767772085,1176207549830608,945829836126554,823785251815168,1099899521922388,1176655697971687,1202321397052978,1179579948367764,819876815045177",,,,recocwkRtg2FaRxOL,,CBAE99,,Published
1221398862557362,"Resident of 20017 Zip Code",1139839930624727,,1081834932991779,,,,,,,,1202085877211897,,,,recofTXoGF2rlDVBf,,05D58C,,Published
1220495166628256,Immigrants,1150913699729234,,1081834932991779,,,,,,,,"1113729883287074,826575730085111,629441538824999,625010110827987,1245797842459737,835196230590039,766179643113383,1144935558772710,896834539658723,810657067829775,1098013630156546,1277600718493078,817516189087861,990789256930274,962682510401278,958235862658517,640700715075294,871369531788799,1350703837531670,1128952488713927,906941638249299",,,,recoh9FSmvP9TOTJt,,0BB3D8,,Published
1228385258535588,Childcare,1186613002076967,,629864383953331,,,,,,,,"788331982799867,1232646715498091,765859355729308,811588311148333",,,,recokeujQkPKa8VXl,,EC725E,,Published
1242234055511863,"Ward 6 Resident",1139839930624727,,1081834932991779,,,,,,,,1276490106012366,,,,recoxqULGY9MJA9iq,,B82A7F,,Published
1186613002076967,"Daytime Care",893915418546777,,629864383953331,,,,,,,,,,,,recp7iea0kygBlNo9,,FE0227,,Published
1199793395531430,"Physical Disability",1141891580359737,,1081834932991779,,,,,,,,,,,,recpEbYa7MtUa6D5d,,70E42B,,Published
1216646091883750,"Help Pay for Transit","798567761994199,897715506052490",,629864383953331,,,,,,,,,,,,recpXMRvHMnq43tlF,,EBE47A,,Published
1239874792988551,"Psychiatric Emergency Services",792078943886000,,629864383953331,,,,,,,,681568772199807,,,,recpnWo5mOZvmZMNG,,A63F4D,,Published
1242214655871530,Prosthesis,788769915367979,,629864383953331,,,,,,,,,,,,recpsB1tMVY9kZgpn,,675E90,,Published
1190094646494855,Guardianship,779743205099707,,629864383953331,,,,,,,,,,,,recq62biWX6uJ08vK,,B5E07C,,Published
1211420433536032,Goods,,,629864383953331,/uploads/images/1613685695category_logo_1211420433536032.png,/uploads/images/1613685695category_logo_white_1211420433536032.png,,,"Services for clothing, furniture, baby supplies, toys and gifts and other physical goods.\n",,,"598893344627449,870510285799257,1109422900006648,1293934201497994,1125987342546107,1275671248652557,1184758670431530,1156734654820399,1238104857551012,1135547983717044,1317811461953516,1172430599453041,897674219161316,1074220347849802,1275451737359298,929859824925404,822981725695134,1332199960888369,712328327930380,770158427613270,958276513381633,651056882216531,842898274944169,1105712633636720,604818206550536,1257314642932231,1204018684568425,1174738273256108,680562197957511,676934928364883,1178657807139643,855368086683971,647876938997632,1346017134806581,1275024510435821,1144419665946228,1280097613047736,1110339029289646,677821283847495,825698319066110,858728937671038,1215155337816976,1277590500374109,592279932552007,998881009851013,611731051197054,1279873742633279,596697894718349,1222229505999659,808149675507884,944525862208782,846935241007006,789154474077987,940090750283296,1270945763992488,962096753025959,1124494359127801",,,,recqIGwwjM7JevCyz,,000000,modified,Published
1216065968251829,"Identification Recovery",779743205099707,,629864383953331,,,,,,,,,,,,recqKciieOFM0B48E,,4AC77A,,Published
1227850736574062,"Personal Safety",1211420433536032,,629864383953331,,,,,,,,,,,,recqUxJgAovNDQvtf,,F0622C,,Published
1235658330362031,"Checkup & Test",1165536100757865,,629864383953331,,,,,,,,,,,,recqd29R3rSD281ey,,AF10A4,,Published
1249190270484337,Loans,899387596744807,,629864383953331,,,,,,,,,,,,recqli9pM1GY1Sepu,,BD060C,,Published
1256561487908560,"Cervical Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recquVZ5Hujli0aLd,,DA8D06,,Published
1258540708084959,"Medication Management",806935508227949,,629864383953331,,,,,,,,,,,,recqvbD3XPf1nJfDO,,75F1BB,,Published
1250306771464311,"In-Home Support","806935508227949,1275047956986417",,629864383953331,,,,,,,,1171496076891511,,,,recrh3r8dEIO0LHhG,,84B1CF,,Published
1210543691411181,"Education Status",,,1081834932991779,,,,,,,,,,,,recs2bBHlNgHncnle,,C89733,,Published
1212005456553071,"Age Group",,,1081834932991779,,,,,,,,,,,,recs862c4qshhk1ke,,97C793,,Published
1227942560636724,Individuals,1300476128041301,,1081834932991779,,,,,,,,,,,,recsH58JIvEn97lUJ,,DE1B54,,Published
1235791902856617,"Short-Term Housing",1268047549889803,,629864383953331,,,,,,,,,,,,recsMOMmyEgWgtd89,,C4F9E1,,Published
1238748896910244,"DC Resident",1139839930624727,,1081834932991779,,,,,,,,"1102203467116873,635645258311778,1193500689688597,1206755076792649,859847606001066,785169150627540,1092296589947000,1307844962163383,606736767772085,1176207549830608,945829836126554,823785251815168,1099899521922388,1176655697971687,775374911143656,937541358474144,966998420345688,757359275699925,1084455155861412,617717048691003,1245717986328193,1114942083297484,1125858260716274,886500049202807,1236006015638372,1011096322447568,958276513381633,833282615728356,1257701331454062,770158427613270,896329421364349,1202321397052978,1235224978747922,1109535799611317,1243657038645919,603580181050118,772373540242764,592279932552007,927444702701934,1214829481056623",,,,recsOVjOZPYI71dqr,,143AE5,,Published
1236262310782567,LGBTQ,1216482483200020,,1081834932991779,,,,,,,,"619865391321510,990789256930274,1102764489219960,1176697876442539,1184935193727472,803513081069526,1094239887822670,756512918126172,1261327178795055,941820443389996,978561179172265,876544332128595,992280999729878,850067707222254,640682707343284,628467166072226",,,,recsP4bL4eXxAzc9a,,6DDAE7,,Published
1265252182873860,Cancer,1276982655382389,,1081834932991779,,,,,,,,566547951213450,,,,recskISnt0Zuo3ve2,,B8E874,,Published
1269018426000715,"English as Second Language",950583367157610,,1081834932991779,,,,,,,,"958235862658517,1233124771884739",,,,recsnOeeD3gvoRLhK,,57C9E4,,Published
1219345248905961,"Disease Management","1102011945010404,806935508227949",,629864383953331,,,,,,,,,,,,rect2ULMFqoGIF0je,,D30545,,Published
1247837810727455,"Support Groups",1275047956986417,,629864383953331,,,,,,,,,,,,rectLjpjp5EjiH127,,17A939,,Published
1269871832519469,Hospice,1054110730145742,,629864383953331,,,,,,,,"1128788656579219,668308234545683,788737234026052,764175671702359,905306461107838,1211968393866435,649896826316937",,,,rectdZNSOW84ybkH1,,443805,,Published
1271813480007680,"Support & Service Animals","1165536100757865,792078943886000",,629864383953331,,,,,,,,,,,,rectj3A5b7uwgDUld,,C977C5,,Published
1235946450796980,"Stomach (Gastric) Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recu7dRuWCHOREGOZ,,1FE220,,Published
1236600629445698,"Resident of 20011 Zip Code",1139839930624727,,1081834932991779,,,,,,,,1202085877211897,,,,recu8aT70JRD5jYDv,,8B3978,,Published
1246679254354805,"Families With Children",982549491856586,,1081834932991779,,,,,,,,,,,,recuCYES6NAVE5khA,,02AD1D,,Published
1251956061226331,"Business Loans",1249190270484337,,629864383953331,,,,,,,,,,,,recuEuvF1gzSUCTSe,,BD3952,,Published
1258027825566899,"Exercise & Fitness","1165536100757865,935458216016910",,629864383953331,,,,,,,,,,,,recuMfHcPGm9P6veY,,A8E027,,Published
1264933912391853,"Vision Tests","1235658330362031,618691115838629",,629864383953331,,,,,,,,1038206932789964,,,,recuWCu3uqGl4A9n5,,2B205E,,Published
1290232408840072,"150% Federal Poverty Line",996413864069591,,1081834932991779,,,,,,,,1243311965925842,,,,recupJM7BIGBtCyZH,,7FC46F,,Published
1294707318379665,"Navigating the System",893915418546777,,629864383953331,,,,,,,,"940893098849307,1203534029319840,819876815045177,1179579948367764,1065774935455892,1096380639922060,1337627384360672,1310340922667081",,,,recutNSG91xHjnWZA,,FF0FFC,,Published
1236006820299718,Employed,772638817096683,,1081834932991779,,,,,,,,"971894815669980,795879638840285,684120515696887,1079413184215525",,,,recv0GSF9gMzg9tel,,B8C32A,,Published
1258157763922840,"Breast Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recvDYuLmP3vdsH6d,,62B0A5,,Published
1268047549889803,"Residential Housing",1305774265925553,,629864383953331,,,,,,,,,,,,recvOU08lCGPS1cPg,,3C73B4,,Published
1275047956986417,"Support Network",893915418546777,,629864383953331,,,,,,,,,,,,recvRySmNhlREYD5W,,B850E3,,Published
1293967973490870,"Help Pay for Gas","975831365187379,1216646091883750",,629864383953331,,,,,,,,,,,,recvevmH0iouBwjud,,2F28AF,,Published
1304951476177852,"Central Nervous System",1265252182873860,,1081834932991779,,,,,,,,,,,,recvqlfwqp25LkdIz,,5CD06B,,Published
1270273494511913,"Peer Support",1275047956986417,,629864383953331,,,,,,,,,,,,recwHFub14D4xj0eg,,FAB271,,Published
1301032500412497,"Early Childhood Intervention","806935508227949,1186613002076967",,629864383953331,,,,,,,,,,,,recwcpLABMvv3ZuJ9,,EE5578,,Published
1305160187087770,"Job Placement",811387316911588,,629864383953331,,,,,,,,619428544473590,,,,recwgt24L47qCp38n,,B08252,,Published
1320302684728105,"Government Benefits",899387596744807,,629864383953331,,,,,,,,,,,,recwwepIUmWApf1rA,,8FCFC5,,Published
1323975618617949,"125% Federal Poverty Line",996413864069591,,1081834932991779,,,,,,,,"1084455155861412,617717048691003,1245717986328193,1114942083297484,1125858260716274,886500049202807,1236006015638372,1197059719861565",,,,recwzkubAdoF6DXhm,,E84629,,Published
