id,name,parent_id,parent_name,vocabulary,taxonomy_facet
PD-7600.3100,Humane Animal Traps,,,Open211 Miami - AIRS,Service
PD-9000.7000,Rabies Vaccinations,,,Open211 Miami - AIRS,Service
PD-9000.0130,Animal Euthanasia Services,,,Open211 Miami - AIRS,Service
PD-9000.6650,Pet Tracking Microchips,,,Open211 Miami - AIRS,Service
PD-7600.0700,Animal Surrender Services,,,Open211 Miami - AIRS,Service
PD-9000.9700,Well Animal Checkups,,,Open211 Miami - AIRS,Service
BT-8400.8500,Transit Customer Service Centers,,,Open211 Miami - AIRS,Organization/Facility Type
TI-1800.1500-800,Shoe Donation Programs,,,Open211 Miami - AIRS,Service
RP-6400.8000-620,Psychiatric Day Treatment,,,Open211 Miami - AIRS,Service
PH-2400.3300,In Home Assistance Registries,,,Open211 Miami - AIRS,Service
LR-6200.2500,Geriatric Occupational Therapy,,,Open211 Miami - AIRS,Service
PL-7000.4350-180,Chess,,,Open211 Miami - AIRS,Service
RP-5000.6500,Psychological Testing,,,Open211 Miami - AIRS,Service
RP-5000.6400,Psychological Assessment,,,Open211 Miami - AIRS,Service
FT-3200,General Legal Aid,,,Open211 Miami - AIRS,Service
FT-3000.1700,Divorce Assistance,,,Open211 Miami - AIRS,Service
FT-1000.9500,Welfare Rights Assistance,,,Open211 Miami - AIRS,Service
LH-0500.6300,Organ and Tissue Banks,,,Open211 Miami - AIRS,Organization/Facility Type
LT-6200.1500,Corneal Transplants,,,Open211 Miami - AIRS,Service
TI-1800.5000-250,Glasses Donation Programs,,,Open211 Miami - AIRS,Service
PX-0700,Arts and Culture Volunteer Opportunities,,,Open211 Miami - AIRS,Service
TA-0480,Arts Centers,,,Open211 Miami - AIRS,Organization/Facility Type
TA-9000.0300,Art Galleries/Exhibits,,,Open211 Miami - AIRS,Organization/Facility Type
HD-1800.6500-700,Public Preschools,,,Open211 Miami - AIRS,Organization/Facility Type
HH-9000.8750,Vocational Centers,,,Open211 Miami - AIRS,Organization/Facility Type
HL-2500.0500,Academic Counseling,,,Open211 Miami - AIRS,Service
HL-2500.3000,Higher Education Bridge Programs,,,Open211 Miami - AIRS,Service
PH-8000,Street Outreach Programs,,,Open211 Miami - AIRS,Service
PH-2360.9500,Wraparound Facilitation/Community Support,,,Open211 Miami - AIRS,Service
LV-8500,Telemedicine,,,Open211 Miami - AIRS,Service
BH-8400.6000-800,Semi-Independent Living Residences for Adults With Disabilities,,,Open211 Miami - AIRS,Organization/Facility Type
RX-0400.1500-150,Central Intake/Assessment for Alcohol Use Disorder,,,Open211 Miami - AIRS,Service
RX-0400.1500-180,Central Intake/Assessment for Drug Use Disorders,,,Open211 Miami - AIRS,Service
RM-3300.6600-150,Children's Psychiatric Inpatient Units,,,Open211 Miami - AIRS,Organization/Facility Type
RM-3300.6600-250,Geriatric Psychiatric Inpatient Units,,,Open211 Miami - AIRS,Organization/Facility Type
RP-5000.2000,Forensic Mental Health Evaluation,,,Open211 Miami - AIRS,Service
RP-6400.2000,Forensic Psychiatry,,,Open211 Miami - AIRS,Service
BH-3900.7000,Relocation Assistance,,,Open211 Miami - AIRS,Service
HH-8000.6500,Public Special Schools,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7000.9600,Wrestling,,,Open211 Miami - AIRS,Service
PL-7000.5800-350,Judo,,,Open211 Miami - AIRS,Service
PL-7000.5800-460,Kickboxing,,,Open211 Miami - AIRS,Service
TJ-5500.6000-200,Foreign Language Newspapers,,,Open211 Miami - AIRS,Service
TJ-5500.6000-400,Local/Regional Newspapers,,,Open211 Miami - AIRS,Service
BT-8750.1400,Consulates/Foreign Government Representatives,,,Open211 Miami - AIRS,Organization/Facility Type
RP-6400.1500,Child and Adolescent Psychiatry,,,Open211 Miami - AIRS,Service
LF-8000.5200,Electroencephalography,,,Open211 Miami - AIRS,Service
LR-6200,Occupational Therapy,,,Open211 Miami - AIRS,Service
LT-1750.6350,Pediatric Feeding Disorders Programs,,,Open211 Miami - AIRS,Service
LR-8400.0400,Aquatic Therapy,,,Open211 Miami - AIRS,Service
LV-6800.6970,Pediatric Rehabilitation,,,Open211 Miami - AIRS,Service
LR-0450.0500,Applied Behavioral Analysis,,,Open211 Miami - AIRS,Service
LV-6800.6600,Pediatric Endocrinology,,,Open211 Miami - AIRS,Service
LV-6800.6500,Pediatric Allergy Specialty,,,Open211 Miami - AIRS,Service
LV-6800.6750,Pediatric Immunology,,,Open211 Miami - AIRS,Service
LV-6800.6880,Pediatric Orthopedics,,,Open211 Miami - AIRS,Service
LV-6800.7000,Pediatric Rheumatology,,,Open211 Miami - AIRS,Service
BT-8500.1000-200,Free Transit Passes,,,Open211 Miami - AIRS,Service
NS-1800.8000-820,Social Security Disability Insurance Applications,,,Open211 Miami - AIRS,Named Programs
NS-1800.8100-820,State Disability Insurance Applications,,,Open211 Miami - AIRS,Named Programs
DD-1500.4050,General Consumer Complaints,,,Open211 Miami - AIRS,Service
TD-1600.6000,Neighborhood Improvement Groups,,,Open211 Miami - AIRS,Organization/Facility Type
ND-6500.9200,Veteran Employment Programs,,,Open211 Miami - AIRS,Service
RP-6400.2500,General Psychiatry,,,Open211 Miami - AIRS,Service
PL-7000.2700,Cheerleading Programs,,,Open211 Miami - AIRS,Service
PL-7000.8900-100,Basketball,,,Open211 Miami - AIRS,Service
RX-8470,Supportive Substance Use Disorder Services,,,Open211 Miami - AIRS,Service
PL-7000.9200,Track and Field,,,Open211 Miami - AIRS,Service
PL-7000.8900-080,Baseball,,,Open211 Miami - AIRS,Service
PL-7000.8900-200,Football,,,Open211 Miami - AIRS,Service
PL-7000.8900-800,Soccer,,,Open211 Miami - AIRS,Service
RR-5150.5000-800,Suicide Prevention Programs,,,Open211 Miami - AIRS,Service
PH-6100.6700,Parenting Materials,,,Open211 Miami - AIRS,Service
RP-5000.5000-180,Depression Screening,,,Open211 Miami - AIRS,Service
PH-6100.6600,Parenting Helplines,,,Open211 Miami - AIRS,Service
LH-3000.6650,Private Health Insurance,,,Open211 Miami - AIRS,Service
LL-6000.8000,Skilled Nursing Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
LT-2800.3100-250,Geriatric Home Nursing,,,Open211 Miami - AIRS,Service
LH-2700.5000-450,Medication Consultation Programs,,,Open211 Miami - AIRS,Service
RP-8000.5000,Music Therapy,,,Open211 Miami - AIRS,Service
LF-7100.8000,Sports Participation Physical Examinations,,,Open211 Miami - AIRS,Service
HD-1800.8000,School Readiness Programs,,,Open211 Miami - AIRS,Service
TH-2600.6450,Post Disaster Food Services,,,Open211 Miami - AIRS,Service
LH-6300.5500,Medical Social Work,,,Open211 Miami - AIRS,Service
PH-6200.7800,Self Esteem Workshops,,,Open211 Miami - AIRS,Service
LJ-8000.8250,Sexual Abstinence Education Programs,,,Open211 Miami - AIRS,Service
PH-6200.7000,Relationship Workshops,,,Open211 Miami - AIRS,Service
LV-1600.1700,Dental Hygiene,,,Open211 Miami - AIRS,Service
PL-6400.1500-200,Family Camps,,,Open211 Miami - AIRS,Service
PH-0800,Caregiver Training,,,Open211 Miami - AIRS,Service
BH-3900.3050-750,Section 8/Rental Assistance Program Rental Listings,,,Open211 Miami - AIRS,Named Programs
BH-7000.4600-700,Section 8 Housing Choice Vouchers,,,Open211 Miami - AIRS,Named Programs
DT-8800.9300-930,VITA Program Sites,,,Open211 Miami - AIRS,Named Programs
DM-1500.1500,Credit Counseling,,,Open211 Miami - AIRS,Service
RP-6400.2700,Geriatric Psychiatry,,,Open211 Miami - AIRS,Service
TI-1800.5200-100,Cell Phone Donation Programs,,,Open211 Miami - AIRS,Service
RP-8000.0500,Art Therapy,,,Open211 Miami - AIRS,Service
PS-8200.5000-120,Barbershop Singing Groups,,,Open211 Miami - AIRS,Organization/Facility Type
LH-2700.2000-330,Infant/Child CPR Instruction,,,Open211 Miami - AIRS,Service
PH-0300.0350,Adoption Evaluation/Placement,,,Open211 Miami - AIRS,Service
PH-6000.6500,Parental Visitation Monitoring,,,Open211 Miami - AIRS,Service
PH-0300.0500,Adoptive Home Studies,,,Open211 Miami - AIRS,Service
RF-6500,Peer Counseling,,,Open211 Miami - AIRS,Modality/Delivery Format
PN-8100.5000,Mental Health Related Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
TH-2900.1750-100,Business Disaster Loans,,,Open211 Miami - AIRS,Service
PL-8000.5500-850,Special Olympics,,,Open211 Miami - AIRS,Named Programs
HD-6000.1300,Colleges/Universities,,,Open211 Miami - AIRS,Organization/Facility Type
BM-5050.1500,Cell Phones,,,Open211 Miami - AIRS,Service
HD-6000.9000,Technical/Trade Schools,,,Open211 Miami - AIRS,Organization/Facility Type
NT-8900,Undesignated Temporary Financial Assistance,,,Open211 Miami - AIRS,Service
TJ-4500.8300-050,Archives,,,Open211 Miami - AIRS,Service
PH-3300.3100,Housekeeping Assistance,,,Open211 Miami - AIRS,Service
TJ-0500,Accessibility Information,,,Open211 Miami - AIRS,Service
PH-3300.6500,Personal Care,,,Open211 Miami - AIRS,Service
LT-2800.3100-700,Registered Home Nursing,,,Open211 Miami - AIRS,Service
LT-0500.5200,Massage Therapy,,,Open211 Miami - AIRS,Service
LJ-2000.0100-050,Abortions,,,Open211 Miami - AIRS,Service
LJ-2000.6500,Pregnancy Counseling,,,Open211 Miami - AIRS,Service
LF-5280.1500,Blood Tests,,,Open211 Miami - AIRS,Service
HL-8000.8500,Tuition Assistance,,,Open211 Miami - AIRS,Service
LR-8000.8000-450,Language Therapy,,,Open211 Miami - AIRS,Service
TH-2900.1750-650,Personal Disaster Loans,,,Open211 Miami - AIRS,Service
PD-6250.6400,Pet Care Supplies,,,Open211 Miami - AIRS,Service
PD-6250.6600,Pet Food,,,Open211 Miami - AIRS,Service
PD-9000.8000,Sick Animal Care,,,Open211 Miami - AIRS,Service
PD-9000.9500,Veterinary Referral Services,,,Open211 Miami - AIRS,Service
PL-7000.9000,Tennis,,,Open211 Miami - AIRS,Service
HH-8000.1500,Early Identification Programs,,,Open211 Miami - AIRS,Service
LJ-2000.1000-200,Emergency Contraception,,,Open211 Miami - AIRS,Service
LF-4900.2400-150,Confidential HIV Testing,,,Open211 Miami - AIRS,Service
RM-7000,Residential Treatment Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
RX-1700.0500,Alcohol Detoxification,,,Open211 Miami - AIRS,Service
RX-1700.1700,Drug Detoxification,,,Open211 Miami - AIRS,Service
RX-8450.3300,Inpatient Substance Use Disorder Treatment Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8450.7000,Residential Substance Use Disorder Treatment Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8500,Transitional Residential Substance Use Disorder Services,,,Open211 Miami - AIRS,Service
TJ-6500.1000,Community Calendars,,,Open211 Miami - AIRS,Service
JD-6500.0500-150,Climate Change Prevention Programs,,,Open211 Miami - AIRS,Service
PD-0700.0600,Animal Licenses,,,Open211 Miami - AIRS,Service
DT-8800.0100-100,AARP Tax Aide Program Sites,,,Open211 Miami - AIRS,Named Programs
TD-1200,Charities/Grantmaking Organizations,,,Open211 Miami - AIRS,Organization/Facility Type
FP-0500.4500,Legislative Advocacy,,,Open211 Miami - AIRS,Modality/Delivery Format
LF-4900.1000,Blood Pressure Screening,,,Open211 Miami - AIRS,Service
PH-2950.8500-850,Thanksgiving Baskets,,,Open211 Miami - AIRS,Service
LV-7500,Radiology,,,Open211 Miami - AIRS,Service
DF-7000.1700-050,Autopsy Records,,,Open211 Miami - AIRS,Service
LV-1600.2300,Forensic Dentistry,,,Open211 Miami - AIRS,Service
PB-1600,Coroner Services,,,Open211 Miami - AIRS,Service
PB-5000.1550,Cremation Services,,,Open211 Miami - AIRS,Service
TH-2300.1670,Evacuation Centers,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8450.7000-700,Residential Alcohol Use Disorder Treatment Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8450.7000-750,Residential Drug Use Disorder Treatment Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
HH-0500.2500-250,GED/High School Equivalency Test Instruction,,,Open211 Miami - AIRS,Service
HL-8700.8000,Subject Tutoring,,,Open211 Miami - AIRS,Service
HD-0500.1500,Charter Schools,,,Open211 Miami - AIRS,Organization/Facility Type
LF-4900.6200,Nutrition Assessment Services,,,Open211 Miami - AIRS,Service
LH-2700.2000-150,CPR Instruction,,,Open211 Miami - AIRS,Service
ND-1600.1700,Employment Related Fingerprinting,,,Open211 Miami - AIRS,Service
ND-1600.6500,Pre-Employment Background Checks,,,Open211 Miami - AIRS,Service
RP-1400.8000-270,Geriatric Counseling,,,Open211 Miami - AIRS,Service
LJ-2000.6500-700,Pro-Life Pregnancy Counseling,,,Open211 Miami - AIRS,Service
TP-1850.1700,Credentialing Program Evaluation,,,Open211 Miami - AIRS,Service
BH-3800.5000,Mortgage Payment Assistance,,,Open211 Miami - AIRS,Service
RP-1400.8000-675,Psychiatric Disorder Counseling,,,Open211 Miami - AIRS,Service
RX-8450.8000,Substance Use Disorder Counseling,,,Open211 Miami - AIRS,Service
LH-3000.0200,Affordable Care Act Qualified Health Plans,,,Open211 Miami - AIRS,Service
LH-3000.3050,Health Insurance Marketplaces,,,Open211 Miami - AIRS,Organization/Facility Type
LH-3500.0200-140,Certified Application Counselor Programs,,,Open211 Miami - AIRS,Service
LH-3500.0200-330,In Person Assister Programs,,,Open211 Miami - AIRS,Service
LH-3500.0200-600,Navigator Programs,,,Open211 Miami - AIRS,Service
RP-6400.8000-660,Psychiatric Rehabilitation,,,Open211 Miami - AIRS,Service
PL-6400.1500-180,Day Camps,,,Open211 Miami - AIRS,Organization/Facility Type
LH-0600,Assistive Technology Equipment,,,Open211 Miami - AIRS,Service
LV-6300,Osteopathy,,,Open211 Miami - AIRS,Service
LV-2400.6300-900,Vitreo Retinal Services,,,Open211 Miami - AIRS,Service
LV-2400.6300-250,Glaucoma Treatment,,,Open211 Miami - AIRS,Service
HD-1800.1800-200,Early Head Start Sites,,,Open211 Miami - AIRS,Named Programs
RR-8500.5000,Marriage and Family Therapist Referrals,,,Open211 Miami - AIRS,Service
RD-8000,Solution Focused Therapy,,,Open211 Miami - AIRS,Service
RD-7000,Rational Emotive Therapy,,,Open211 Miami - AIRS,Service
PV-3300.5000,Meditation,,,Open211 Miami - AIRS,Service
PL-7000.8900-900,Volleyball,,,Open211 Miami - AIRS,Service
PL-7400.0500-260,General Arts and Crafts,,,Open211 Miami - AIRS,Service
BH-7000.4600,Low Income/Subsidized Rental Housing,,,Open211 Miami - AIRS,Organization/Facility Type
JP-1500.1700-750,Sexually Transmitted Disease Control,,,Open211 Miami - AIRS,Service
JP-1500.1700-200,Ebola Control,,,Open211 Miami - AIRS,Service
JP-1500.1700-330,Influenza Control,,,Open211 Miami - AIRS,Service
PN-8100.4500-230,Families of Inmates Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
HL-8500.1400,Citizenship Test Preparation,,,Open211 Miami - AIRS,Service
TQ-1800.0500,Absentee Ballots,,,Open211 Miami - AIRS,Service
TQ-1800.1600,Election Information,,,Open211 Miami - AIRS,Service
TQ-1800.9000,Voter Registration Offices,,,Open211 Miami - AIRS,Organization/Facility Type
HD-8000,Public Schools,,,Open211 Miami - AIRS,Organization/Facility Type
TJ-3000.8500,211 Systems,,,Open211 Miami - AIRS,Organization/Facility Type
TD-1200.6600-150,Community Foundations,,,Open211 Miami - AIRS,Organization/Facility Type
TP-1000.2500,Board Organization Assistance,,,Open211 Miami - AIRS,Service
TP-2100.0250-400,Grant Administration Assistance,,,Open211 Miami - AIRS,Service
TB-0700.2200-660,Program Development Funds,,,Open211 Miami - AIRS,Service
LF-5280.8900,Urine Tests,,,Open211 Miami - AIRS,Service
FN-1900.1500,Crime Victim Compensation,,,Open211 Miami - AIRS,Service
TJ-6500.6700,Printed Materials,,,Open211 Miami - AIRS,Service
LR-8000.0500-800.05,American Sign Language Instruction,,,Open211 Miami - AIRS,Service
ND-3400.8000,Special Needs Job Development,,,Open211 Miami - AIRS,Service
TD-1600.2570,Health Related Advocacy Groups,,,Open211 Miami - AIRS,Organization/Facility Type
TD-1600.3100-180,Disability Rights Groups,,,Open211 Miami - AIRS,Organization/Facility Type
BH-8500.8000,Senior Housing Information and Referral,,,Open211 Miami - AIRS,Service
LH-6700.6250,Prescription Drug Discount Cards,,,Open211 Miami - AIRS,Service
FT-3000.1500,Child Custody/Visitation Assistance,,,Open211 Miami - AIRS,Service
DM-1800.1000,Bankruptcy Assistance,,,Open211 Miami - AIRS,Service
LH-4000.7000,Reverse Mortgage Programs,,,Open211 Miami - AIRS,Service
TJ-3200.1600,Directory Assistance,,,Open211 Miami - AIRS,Service
ND-3400,Job Development,,,Open211 Miami - AIRS,Service
ND-6500.9500,Welfare to Work Programs,,,Open211 Miami - AIRS,Service
TR-1000.2000,Epidemiology Research,,,Open211 Miami - AIRS,Service
JP-6500.1800,Environmental Hazards Evaluation,,,Open211 Miami - AIRS,Service
JP-6500.2000,Environmental Hazards Reporting,,,Open211 Miami - AIRS,Service
LH-5000.5100-350,Home Glucose Monitoring Systems,,,Open211 Miami - AIRS,Service
LH-5000.3400,Insulin Injection Supplies,,,Open211 Miami - AIRS,Service
TD-1600.2800,Housing Advocacy Groups,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7000.3150,Disability Related Sports,,,Open211 Miami - AIRS,Service
RP-1400.8000-900,Veteran Reintegration Counseling,,,Open211 Miami - AIRS,Service
PL-7000.4360,General Recreational Activities/Sports,,,Open211 Miami - AIRS,Service
NL-5000.8000-150,Children's State/Local Health Insurance Programs,,,Open211 Miami - AIRS,Service
PL-6400.1500-850,Therapeutic Camps,,,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.4500-950,Youth/Student Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
RM-3300.6600-050,Adolescent Psychiatric Inpatient Units,,,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.0500-800,Sexual/Love Addiction Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.0500-230,Families/Friends of Individuals With an Alcohol Use Disorder Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
RP-8000.1925,Equestrian Therapy,,,Open211 Miami - AIRS,Service
PD-9000.6600,Pet Therapy,,,Open211 Miami - AIRS,Service
PN-8100.0500-235,Families/Friends of Individuals With a Drug Use Disorder Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
ND-9200.8000-200,Foster Grandparent Program,,,Open211 Miami - AIRS,Named Programs
BM-7000.0500-050,Automotive Body Repair/Painting,,,Open211 Miami - AIRS,Service
BM-7000.0500-100,Automotive Systems Repair,,,Open211 Miami - AIRS,Service
LH-2700.1540,Chronic Disease Self Management Programs,,,Open211 Miami - AIRS,Service
HH-0500.0500,Adult Basic Education,,,Open211 Miami - AIRS,Service
JR-8200.1500-150,Child Care Provider Training,,,Open211 Miami - AIRS,Service
LF-4900.1500-200,Colposcopy,,,Open211 Miami - AIRS,Service
PL-7000.8900-830,Softball,,,Open211 Miami - AIRS,Service
LJ-2000.1000-800,Sterilization,,,Open211 Miami - AIRS,Service
PH-2950.1500-120,Christmas Baskets,,,Open211 Miami - AIRS,Service
LV-8300,Surgery,,,Open211 Miami - AIRS,Service
LR-1570.8450,Spine Rehabilitation,,,Open211 Miami - AIRS,Service
NL-5000.5000-800,State Medicaid Waiver Programs,,,Open211 Miami - AIRS,Named Programs
TD-1600.3100-140,Children's Rights Groups,,,Open211 Miami - AIRS,Organization/Facility Type
LJ-5000.5000,Maternity Homes,,,Open211 Miami - AIRS,Organization/Facility Type
TI-1800.1500-500,Maternity Clothing Donation Programs,,,Open211 Miami - AIRS,Service
BM-3000.2000-140,Children's Furniture,,,Open211 Miami - AIRS,Service
BT-4500.6500-120,Child Transportation Programs,,,Open211 Miami - AIRS,Service
BM-6500.1500-800,School Clothing,,,Open211 Miami - AIRS,Service
ND-6500.8870,Ticket to Work/Self Sufficiency Program,,,Open211 Miami - AIRS,Named Programs
LF-0100,Activities of Daily Living Assessment,,,Open211 Miami - AIRS,Service
TD-1600,Community Action/Social Advocacy Groups,,,Open211 Miami - AIRS,Organization/Facility Type
RR-5150.2500,General Mental Health Information/Education,,,Open211 Miami - AIRS,Service
TB-0700.2200-190,Fundraising Campaigns,,,Open211 Miami - AIRS,Service
LF-4800,Diagnostic Imaging/Radiology,,,Open211 Miami - AIRS,Service
LL-3000.8300,Swing Bed Care Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.1000-250,General Bereavement Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.1400,Caregiver/Care Receiver Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
LV-8500.3000,Home Telemedicine,,,Open211 Miami - AIRS,Service
HH-0500.1600-650,Professional Continuing Education,,,Open211 Miami - AIRS,Service
TJ-1800.6500-330,Internet Service Providers,,,Open211 Miami - AIRS,Organization/Facility Type
PH-6200.8300,Social Skills Training,,,Open211 Miami - AIRS,Service
PH-7000.6000,Out of Home Respite Care,,,Open211 Miami - AIRS,Service
FT-1000.2500,General Benefits Assistance,,,Open211 Miami - AIRS,Service
PD-9000.9000,Veterinary Care Expense Assistance,,,Open211 Miami - AIRS,Service
LT-1750.1500,Cancer Clinics,,,Open211 Miami - AIRS,Service
BV-8900.9300-950,Water Service Payment Assistance,,,Open211 Miami - AIRS,Service
FP-0700,Alternative Dispute Resolution,,,Open211 Miami - AIRS,Modality/Delivery Format
FN-1700,Crime Reporting,,,Open211 Miami - AIRS,Service
LJ-8000.2500,General Sexuality/Reproductive Health Education,,,Open211 Miami - AIRS,Service
RP-1400.8000-815,Sexuality Counseling,,,Open211 Miami - AIRS,Service
TD-1400.0400,Arts/Humanities Councils,,,Open211 Miami - AIRS,Organization/Facility Type
TN-5000,Medical Associations,,,Open211 Miami - AIRS,Organization/Facility Type
JR-8200.8500-100,Bicycle Safety Education,,,Open211 Miami - AIRS,Service
PL-7200.8000-150,Cycling Equipment,,,Open211 Miami - AIRS,Service
TD-1600.8500,Transportation Advocacy Groups,,,Open211 Miami - AIRS,Service
BH-3500.3400-900,Veteran Home Loans,,,Open211 Miami - AIRS,Service
HL-8000.1800-900,Veteran Education Benefits,,,Open211 Miami - AIRS,Service
DF-8000.4500,Labor Standards and Practices,,,Open211 Miami - AIRS,Service
LJ-5000.6570,Preconception Care,,,Open211 Miami - AIRS,Service
PS-8000.1800,Disability Related Social Clubs,,,Open211 Miami - AIRS,Organization/Facility Type
PH-6100.1500,Child Development Classes,,,Open211 Miami - AIRS,Service
PS-8200.1425,Community Theater Groups,,,Open211 Miami - AIRS,Organization/Facility Type
TA-8500,Theater Performances,,,Open211 Miami - AIRS,Service
TA-8500.1200,Children's Theater Productions,,,Open211 Miami - AIRS,Service
PL-7400.0300,Acting Instruction,,,Open211 Miami - AIRS,Service
RX-8250.0550,Alcohol/Drug Impaired Driving Prevention,,,Open211 Miami - AIRS,Service
RX-8470.8400,Substance Use Disorder Intervention Programs,,,Open211 Miami - AIRS,Service
LH-2600,Health Care Referrals,,,Open211 Miami - AIRS,Service
LT-0500.1000,Biofeedback,,,Open211 Miami - AIRS,Service
LR-6200.5000,Mental Health Occupational Therapy,,,Open211 Miami - AIRS,Service
LF-4900.1980,Eye Examinations,,,Open211 Miami - AIRS,Service
ND-2000.3500-330,Internship Programs,,,Open211 Miami - AIRS,Modality/Delivery Format
LV-1600.2400,General Dentistry,,,Open211 Miami - AIRS,Service
LV-3300.2900,Geriatric Medicine,,,Open211 Miami - AIRS,Service
TJ-6500.1700,Directory/Resource List Publication,,,Open211 Miami - AIRS,Service
JD-1500.9600-900,Wild Animal Preservation/Protection,,,Open211 Miami - AIRS,Service
JD-1500.9600-950,Wildlife Refuges,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7600.9300,Wildlife Viewing Excursions,,,Open211 Miami - AIRS,Service
TI-1800.1500-150,Children's Clothing Donation Programs,,,Open211 Miami - AIRS,Service
TI-1800.1500-250,General Clothing Donation Programs,,,Open211 Miami - AIRS,Service
TB-7000.6000,Neighborhood Revitalization,,,Open211 Miami - AIRS,Service
JD-6500.1800,Hazardous Materials Control,,,Open211 Miami - AIRS,Service
PH-2360.2350,Family Preservation Programs,,,Open211 Miami - AIRS,Service
HL-8000.8000,Scholarships,,,Open211 Miami - AIRS,Service
PH-2950.1000,Birthday Programs,,,Open211 Miami - AIRS,Service
TD-1600.3100-200,Ethnic Advocacy Groups,,,Open211 Miami - AIRS,Organization/Facility Type
BH-1800.1500-308,Human Trafficking Shelters,,,Open211 Miami - AIRS,Service
LN-8500,Urgent Care Centers,,,Open211 Miami - AIRS,Organization/Facility Type
RP-1400.8000-370,Juvenile Delinquency Diversion Counseling,,,Open211 Miami - AIRS,Service
ND-2000.6500-700,Resume Preparation Assistance,,,Open211 Miami - AIRS,Service
BM-6500.1500-130,Clothing Vouchers,,,Open211 Miami - AIRS,Service
LT-1530.1550,Clinical Trials Research Projects,,,Open211 Miami - AIRS,Service
FT-6100,Notary Public Services,,,Open211 Miami - AIRS,Service
LH-2600.6050,Nursing Registries,,,Open211 Miami - AIRS,Service
PS-9800.9700,Youth Business Programs,,,Open211 Miami - AIRS,Service
FJ-1500,Complaint Issuance,,,Open211 Miami - AIRS,Service
FT-2800.1500,Criminal Record Expungement Assistance,,,Open211 Miami - AIRS,Service
TP-3000.8000-750,Staff Orientation and Training Development,,,Open211 Miami - AIRS,Service
LT-1750.0650,Asthma Clinics,,,Open211 Miami - AIRS,Service
LV-0500,Allergy Specialty,,,Open211 Miami - AIRS,Service
RD-3000.8500,Transpersonal Therapy,,,Open211 Miami - AIRS,Service
RD-3000.1800,Existential Therapy,,,Open211 Miami - AIRS,Service
LR-1570.7000-700,Respiratory Therapy,,,Open211 Miami - AIRS,Service
ND-2000.6500-360,Job Readiness,,,Open211 Miami - AIRS,Service
DT-8800,Tax Preparation Assistance,,,Open211 Miami - AIRS,Service
LR-3100.1800-130,Developmental Disabilities Activity Centers,,,Open211 Miami - AIRS,Organization/Facility Type
ND-2000.1500,Career Development,,,Open211 Miami - AIRS,Service
LJ-5000.6500,Postpartum Care,,,Open211 Miami - AIRS,Service
LE,General Medical Care,,,Open211 Miami - AIRS,Service
RX-0400.2500,General Assessment for Substance Use Disorders,,,Open211 Miami - AIRS,Service
RM-6500.5000,Mental Health Drop In Centers,,,Open211 Miami - AIRS,Organization/Facility Type
TB-0900.0650-200,Entrepreneurial Training,,,Open211 Miami - AIRS,Service
PH-1400.1900-230,Friendly Visiting,,,Open211 Miami - AIRS,Service
PH-6200.1500,Communication Training,,,Open211 Miami - AIRS,Service
FT-1000.3000,Holocaust Survivors Compensation/Restitution Assistance,,,Open211 Miami - AIRS,Service
BD-1800.8200-380,Kosher Food,,,Open211 Miami - AIRS,Service
LH-2700.6000-170,Dietary Services,,,Open211 Miami - AIRS,Service
LR-8000.0500-800,Sign Language Instruction,,,Open211 Miami - AIRS,Service
PW-9000,Volunteer Recruitment/Placement,,,Open211 Miami - AIRS,Service
HL-8120.7950,Student Counseling Services,,,Open211 Miami - AIRS,Service
TH-2900.1650,Disaster Claims Information,,,Open211 Miami - AIRS,Service
JP-6300,Occupational Health and Safety,,,Open211 Miami - AIRS,Service
FN-1900,Crime Victim Support,,,Open211 Miami - AIRS,Service
DD-1500.4650,Housing Complaints,,,Open211 Miami - AIRS,Service
ND-6500.3500,Job Corps,,,Open211 Miami - AIRS,Named Programs
BD-1800.2250,Food Vouchers,,,Open211 Miami - AIRS,Service
HL-2000.3300,Intelligence Testing,,,Open211 Miami - AIRS,Service
FN-1500.1550-600,Neighborhood Watch Programs,,,Open211 Miami - AIRS,Service
FT-4500,Landlord/Tenant Assistance,,,Open211 Miami - AIRS,Service
