id,name,parent_id,parent_name,vocabulary,taxonomy_facet
NL-5000.5000-800,State Medicaid Waiver Programs,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
TD-1600.3100-140,Children's Rights Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
LJ-5000.5000,Maternity Homes,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
TI-1800.1500-500,Maternity Clothing Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
BM-3000.2000-140,Children's Furniture,B,Basic Needs,Open211 Miami - AIRS,Service
BT-4500.6500-120,Child Transportation Programs,B,Basic Needs,Open211 Miami - AIRS,Service
BM-6500.1500-800,School Clothing,B,Basic Needs,Open211 Miami - AIRS,Service
ND-6500.8870,Ticket to Work/Self Sufficiency Program,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
LF-0100,Activities of Daily Living Assessment,L,Health Care,Open211 Miami - AIRS,Service
TD-1600,Community Action/Social Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
RR-5150.2500,General Mental Health Information/Education,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
TB-0700.2200-190,Fundraising Campaigns,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
LF-4800,Diagnostic Imaging/Radiology,L,Health Care,Open211 Miami - AIRS,Service
LL-3000.8300,Swing Bed Care Facilities,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.1000-250,General Bereavement Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.1400,Caregiver/Care Receiver Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
LV-8500.3000,Home Telemedicine,L,Health Care,Open211 Miami - AIRS,Service
HH-0500.1600-650,Professional Continuing Education,H,Education,Open211 Miami - AIRS,Service
TJ-1800.6500-330,Internet Service Providers,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PH-6200.8300,Social Skills Training,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-7000.6000,Out of Home Respite Care,P,Individual and Family Life,Open211 Miami - AIRS,Service
FT-1000.2500,General Benefits Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PD-9000.9000,Veterinary Care Expense Assistance,P,Individual and Family Life,Open211 Miami - AIRS,Service
LT-1750.1500,Cancer Clinics,L,Health Care,Open211 Miami - AIRS,Service
BV-8900.9300-950,Water Service Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
FP-0700,Alternative Dispute Resolution,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Modality/Delivery Format
FN-1700,Crime Reporting,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LJ-8000.2500,General Sexuality/Reproductive Health Education,L,Health Care,Open211 Miami - AIRS,Service
RP-1400.8000-815,Sexuality Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
TD-1400.0400,Arts/Humanities Councils,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
TN-5000,Medical Associations,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
JR-8200.8500-100,Bicycle Safety Education,J,Environmental Quality,Open211 Miami - AIRS,Service
PL-7200.8000-150,Cycling Equipment,P,Individual and Family Life,Open211 Miami - AIRS,Service
TD-1600.8500,Transportation Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
BH-3500.3400-900,Veteran Home Loans,B,Basic Needs,Open211 Miami - AIRS,Service
HL-8000.1800-900,Veteran Education Benefits,H,Education,Open211 Miami - AIRS,Service
DF-8000.4500,Labor Standards and Practices,D,Consumer Services,Open211 Miami - AIRS,Service
LJ-5000.6570,Preconception Care,L,Health Care,Open211 Miami - AIRS,Service
PS-8000.1800,Disability Related Social Clubs,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PH-6100.1500,Child Development Classes,P,Individual and Family Life,Open211 Miami - AIRS,Service
PS-8200.1425,Community Theater Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
TA-8500,Theater Performances,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TA-8500.1200,Children's Theater Productions,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PL-7400.0300,Acting Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
RX-8250.0550,Alcohol/Drug Impaired Driving Prevention,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-8470.8400,Substance Use Disorder Intervention Programs,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LH-2600,Health Care Referrals,L,Health Care,Open211 Miami - AIRS,Service
LT-0500.1000,Biofeedback,L,Health Care,Open211 Miami - AIRS,Service
LR-6200.5000,Mental Health Occupational Therapy,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.1980,Eye Examinations,L,Health Care,Open211 Miami - AIRS,Service
ND-2000.3500-330,Internship Programs,N,Income Support and Employment,Open211 Miami - AIRS,Modality/Delivery Format
LV-1600.2400,General Dentistry,L,Health Care,Open211 Miami - AIRS,Service
LV-3300.2900,Geriatric Medicine,L,Health Care,Open211 Miami - AIRS,Service
TJ-6500.1700,Directory/Resource List Publication,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
JD-1500.9600-900,Wild Animal Preservation/Protection,J,Environmental Quality,Open211 Miami - AIRS,Service
JD-1500.9600-950,Wildlife Refuges,J,Environmental Quality,Open211 Miami - AIRS,Organization/Facility Type
PL-7600.9300,Wildlife Viewing Excursions,P,Individual and Family Life,Open211 Miami - AIRS,Service
TI-1800.1500-150,Children's Clothing Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TI-1800.1500-250,General Clothing Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TB-7000.6000,Neighborhood Revitalization,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
JD-6500.1800,Hazardous Materials Control,J,Environmental Quality,Open211 Miami - AIRS,Service
PH-2360.2350,Family Preservation Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
HL-8000.8000,Scholarships,H,Education,Open211 Miami - AIRS,Service
PH-2950.1000,Birthday Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
TD-1600.3100-200,Ethnic Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
BH-1800.1500-308,Human Trafficking Shelters,B,Basic Needs,Open211 Miami - AIRS,Service
LN-8500,Urgent Care Centers,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
RP-1400.8000-370,Juvenile Delinquency Diversion Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
ND-2000.6500-700,Resume Preparation Assistance,N,Income Support and Employment,Open211 Miami - AIRS,Service
BM-6500.1500-130,Clothing Vouchers,B,Basic Needs,Open211 Miami - AIRS,Service
LT-1530.1550,Clinical Trials Research Projects,L,Health Care,Open211 Miami - AIRS,Service
FT-6100,Notary Public Services,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LH-2600.6050,Nursing Registries,L,Health Care,Open211 Miami - AIRS,Service
PS-9800.9700,Youth Business Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
FJ-1500,Complaint Issuance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-2800.1500,Criminal Record Expungement Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
TP-3000.8000-750,Staff Orientation and Training Development,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
LT-1750.0650,Asthma Clinics,L,Health Care,Open211 Miami - AIRS,Service
LV-0500,Allergy Specialty,L,Health Care,Open211 Miami - AIRS,Service
RD-3000.8500,Transpersonal Therapy,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RD-3000.1800,Existential Therapy,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LR-1570.7000-700,Respiratory Therapy,L,Health Care,Open211 Miami - AIRS,Service
ND-2000.6500-360,Job Readiness,N,Income Support and Employment,Open211 Miami - AIRS,Service
DT-8800,Tax Preparation Assistance,D,Consumer Services,Open211 Miami - AIRS,Service
LR-3100.1800-130,Developmental Disabilities Activity Centers,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
ND-2000.1500,Career Development,N,Income Support and Employment,Open211 Miami - AIRS,Service
LJ-5000.6500,Postpartum Care,L,Health Care,Open211 Miami - AIRS,Service
LE,General Medical Care,L,Health Care,Open211 Miami - AIRS,Service
RX-0400.2500,General Assessment for Substance Use Disorders,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RM-6500.5000,Mental Health Drop In Centers,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
TB-0900.0650-200,Entrepreneurial Training,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PH-1400.1900-230,Friendly Visiting,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-6200.1500,Communication Training,P,Individual and Family Life,Open211 Miami - AIRS,Service
FT-1000.3000,Holocaust Survivors Compensation/Restitution Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
BD-1800.8200-380,Kosher Food,B,Basic Needs,Open211 Miami - AIRS,Service
LH-2700.6000-170,Dietary Services,L,Health Care,Open211 Miami - AIRS,Service
LR-8000.0500-800,Sign Language Instruction,L,Health Care,Open211 Miami - AIRS,Service
PW-9000,Volunteer Recruitment/Placement,P,Individual and Family Life,Open211 Miami - AIRS,Service
HL-8120.7950,Student Counseling Services,H,Education,Open211 Miami - AIRS,Service
TH-2900.1650,Disaster Claims Information,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
JP-6300,Occupational Health and Safety,J,Environmental Quality,Open211 Miami - AIRS,Service
FN-1900,Crime Victim Support,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
DD-1500.4650,Housing Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
ND-6500.3500,Job Corps,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
BD-1800.2250,Food Vouchers,B,Basic Needs,Open211 Miami - AIRS,Service
HL-2000.3300,Intelligence Testing,H,Education,Open211 Miami - AIRS,Service
FN-1500.1550-600,Neighborhood Watch Programs,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-4500,Landlord/Tenant Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PL-7600.3000-350,Historic Districts/Sites,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FT-4500.4600,Landlord/Tenant Dispute Resolution,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
TA-5500.3000,History Museums,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
LH-0500.0900-150,Blood Donor Stations,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
NL-3000.1500,Child Care Expense Assistance,N,Income Support and Employment,Open211 Miami - AIRS,Service
BD-5000.8500,Summer Food Service Programs,B,Basic Needs,Open211 Miami - AIRS,Named Programs
FJ-1750,Divorce/Custody Investigation,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LD-3300,Intensive Care,L,Health Care,Open211 Miami - AIRS,Service
LV-6800.0300,Adolescent Medicine,L,Health Care,Open211 Miami - AIRS,Service
PH-0300,Adoption Services,P,Individual and Family Life,Open211 Miami - AIRS,Service
HD-0500,Alternative Education,H,Education,Open211 Miami - AIRS,Service
PH-6200.4500,Leadership Development,P,Individual and Family Life,Open211 Miami - AIRS,Service
TP-3000.8000,Staff Development Services,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PH-6000,Parental Visitation Facilitation,P,Individual and Family Life,Open211 Miami - AIRS,Service
TH-1700,Disaster Preparedness,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PH-1250,Child Care Providers,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-2400.2000,Foster Parent/Family Recruitment,P,Individual and Family Life,Open211 Miami - AIRS,Service
LR-8000,Speech and Hearing,L,Health Care,Open211 Miami - AIRS,Service
BM-6500.1500-120,Children's Clothing,B,Basic Needs,Open211 Miami - AIRS,Service
PH-3300.1800,Errand Running/Shopping Assistance,P,Individual and Family Life,Open211 Miami - AIRS,Service
JP-6500.6615,Pest Information,J,Environmental Quality,Open211 Miami - AIRS,Service
RR-5150,Mental Health Information/Education,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LJ-5000.1900,Doula Services,L,Health Care,Open211 Miami - AIRS,Service
NL-5000.5000-500,Medicaid Appeals/Complaints,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
DD-1500.4280-280,Health Maintenance Organization Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
TP-5900,Networking/Relationship Building Support,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
BV-8900.9300-850,Telephone Service Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
TP-6500,Organizational Assessment and Evaluation Support,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TP-6600,Organizational Planning and Development Support,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
BT-8750.8500,Tourist Information,B,Basic Needs,Open211 Miami - AIRS,Service
BH-1800,Emergency Shelter,B,Basic Needs,Open211 Miami - AIRS,Service
FP-4000,Legal Counseling,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Modality/Delivery Format
RX-8470.8350,Substance Use Disorder Hotlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LT-6200.4300,Kidney Transplants,L,Health Care,Open211 Miami - AIRS,Service
PH-2400.1300,Case/Care Management Referrals,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
TI-1800.6500-150,Computer Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
LT-1750.1550,Cleft Lip/Palate Clinics,L,Health Care,Open211 Miami - AIRS,Service
FL,Law Enforcement Agencies,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
RP-1500.1400-260,GLBTQ Helplines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
JR-8200.9500-800,Swimming Safety Education,J,Environmental Quality,Open211 Miami - AIRS,Service
JR-8200.9500-450,Lifeguard Training,J,Environmental Quality,Open211 Miami - AIRS,Service
RP-1400.8000-145,Caregiver Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LT-3400.2000,Flu Vaccines,L,Health Care,Open211 Miami - AIRS,Service
JP-6500,Public Health Information/Inspection/Remediation,J,Environmental Quality,Open211 Miami - AIRS,Service
BM-6000.1500,Computer Distribution Programs,B,Basic Needs,Open211 Miami - AIRS,Service
LH-0350,Aging and Disability Resource Centers,L,Health Care,Open211 Miami - AIRS,Named Programs
RF-8380,Talklines/Warmlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Modality/Delivery Format
LH-0650.0325,Assistive Technology Equipment Repair,L,Health Care,Open211 Miami - AIRS,Modality/Delivery Format
BH-1800.1500-330,Immigrant/Refugee Shelters,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
PN-8100.4500-850,Veteran Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FC-8200.8100-500,Mental Health Courts,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
RP-6400,Psychiatric Services,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
ND-6500.8000,Senior Community Service Employment Programs,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
ND-9200.8000-800,Senior Companion Program,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
ND-2000,Employment Preparation,N,Income Support and Employment,Open211 Miami - AIRS,Service
TN-1000.1500,Chambers of Commerce,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
FT-3000,Family Law,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-2450,Elder Law,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-1000,Benefits Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
BT-8300.0900,Automobile Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
BT-8300.0850,Automobile Insurance Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
BV-8900.9300-250,Gas Service Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
HH-0500.1600,Continuing Education,H,Education,Open211 Miami - AIRS,Service
LF-4900.4000,Kidney Screening,L,Health Care,Open211 Miami - AIRS,Service
PL-7600.9200-200,Day Cruises,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-6300.8500,Therapeutic Foster Homes,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
HD-6500.6600-550,Private All Grade Day Schools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
LH-5100.1700,Dental Care Expense Assistance,L,Health Care,Open211 Miami - AIRS,Service
PS-8200.0550-650,Painting/Drawing Clubs,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
LH-0500.0900-600,Plasma Donation Centers,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
FT-8100,Small Claims Advisory Programs,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PH-2360,Family Based Services,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-2200,Escort Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-7000.3300-140,Children's In Home Respite Care,P,Individual and Family Life,Open211 Miami - AIRS,Service
RP-6400.0200,Adult Psychiatry,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LV-3300.2800,Gastroenterology,L,Health Care,Open211 Miami - AIRS,Service
TH-2600.1850,Disaster Unemployment Assistance,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
HL-8500,Test Preparation,H,Education,Open211 Miami - AIRS,Service
PH-2360.8000,School Based Integrated Services,P,Individual and Family Life,Open211 Miami - AIRS,Service
PN-8100.0200-800,Sexual Assault/Incest Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FT-2700.4400,Life Care Planning,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LD-8450,Trauma Care,L,Health Care,Open211 Miami - AIRS,Service
RP-6400.8000-330,Integrated Dual Diagnosis Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-2400.1500,Child Care Provider Referrals,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-1400.5000-050,Adult Mentoring Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
FF-1500.8200,State Prisons,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
RP-1400.8000-260,Gender Identity Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-6100.3400,Infant Massage Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
LJ-5000.1500-650,Prepared Childbirth,L,Health Care,Open211 Miami - AIRS,Service
LJ-5000.1500-900,Vaginal Birth After Cesarean Classes,L,Health Care,Open211 Miami - AIRS,Service
RP-1500.1500,Crisis Residential Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-8450.5000-600,Naltrexone Based MAT Programs,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
HH-8000.8000,Special Education Classes/Centers,H,Education,Open211 Miami - AIRS,Organization/Facility Type
HH-8000.6000-650,Private Special Day Schools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
LF-4900.0450,Allergy Testing,L,Health Care,Open211 Miami - AIRS,Service
RM-7000.1500,Children's/Adolescent Residential Treatment Facilities,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
PH-6300.2500,Group Homes for Dependent Children,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FT-3000.1640,Comprehensive Family Law Services,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
HD-6500.6500-550,Parochial Elementary Schools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
JR-8200.6500-030,Active Shooter Incident Preparedness Information,J,Environmental Quality,Open211 Miami - AIRS,Service
NL-1000.8100-800,SSI Appeals/Complaints,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
NS-1800.8000-800,Social Security Disability Insurance Appeals/Complaints,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
FT-2700.1700,Durable Power of Attorney for Asset Management,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-2700.8600,Trust Preparation Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-2700.9500,Will Preparation Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PH-6200.4550,Life Coaching,P,Individual and Family Life,Open211 Miami - AIRS,Service
HL-2500.1500,College/University Entrance Support,H,Education,Open211 Miami - AIRS,Service
BH-1800.8500-185,Extreme Cold Weather Shelters,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
BM-6500.6500-150,Bathing Facilities,B,Basic Needs,Open211 Miami - AIRS,"Public or private organizations that provide showers, baths or o"
BM-6500.6500-450,Laundry Facilities,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
HL-8000.8100,Student Loans,H,Education,Open211 Miami - AIRS,Service
RX-1750.2000,First Offender DUI Programs,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
TH-2900.6800,Post Disaster Legal Counseling Services,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
LT-9500,Weight Management,L,Health Care,Open211 Miami - AIRS,Service
ND-3400.9500,Youth Job Development,N,Income Support and Employment,Open211 Miami - AIRS,Service
TJ-3200.2500-850,311 Services,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
NS-8000.9000-750,TRICARE Extra,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
RX-1700,Detoxification,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LT-3000,Hospice Care,L,Health Care,Open211 Miami - AIRS,Service
TH-2900.1750,Disaster Loans,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
RM-3300,Inpatient Mental Health Facilities,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
TJ-3200.2500,Government Information Lines,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
LJ-5000.1500-070,Birth Orientation Programs,L,Health Care,Open211 Miami - AIRS,Service
LJ-5000.1500-180,Early Pregnancy Classes,L,Health Care,Open211 Miami - AIRS,Service
TA-3000.0800,Book Fairs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
LT-1750.1680,Delousing/Body Parasite Treatment,L,Health Care,Open211 Miami - AIRS,Service
BH-3900,Housing Search and Information,B,Basic Needs,Open211 Miami - AIRS,Service
LT-2800.9000,Visiting Physician Services,L,Health Care,Open211 Miami - AIRS,Service
TH-1500.2000,Federal Emergency Management Agency Offices,T,Organizational/Community/International Services,Open211 Miami - AIRS,Named Programs
BH-0500,At Risk/Homeless Housing Related Assistance Programs,B,Basic Needs,Open211 Miami - AIRS,Service
RP-6400.1900,Eating Disorders Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LN-9000,Veteran Outpatient Clinics,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
BV-8950.1800-190,Electric Service Maintenance/Repair,B,Basic Needs,Open211 Miami - AIRS,Service
PH-6200.1800,Death and Dying,P,Individual and Family Life,Open211 Miami - AIRS,Service
BH-3800,Housing Expense Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
BH-8500,Supportive Housing Placement/Referral,B,Basic Needs,Open211 Miami - AIRS,Service
FT-3600.6000-150,Citizenship Assistance Centers,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
TJ-5500.8500-450,Local Broadcast Television Stations,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
NL-3000.1900,Family Caregiver Subsidies,N,Income Support and Employment,Open211 Miami - AIRS,Service
BT-8300.1000-450,Long Distance Bus Fare,B,Basic Needs,Open211 Miami - AIRS,Service
BT-8300.1000-400,Local Bus Fare,B,Basic Needs,Open211 Miami - AIRS,Service
BT-8300.2500,Gas Money,B,Basic Needs,Open211 Miami - AIRS,Service
HL-8120.7980,Student Disability Services,H,Education,Open211 Miami - AIRS,Service
BM-3000.2000-250,General Furniture Provision,B,Basic Needs,Open211 Miami - AIRS,Service
FT-9400,Wage Garnishment Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
TQ-1500,Community Involvement Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PN-8100.4500-200,Emotions Anonymous Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
RP-1400.8000,Specialized Counseling Services,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
BD-1875.2000,Food Banks/Food Distribution Warehouses,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
LR-0450,Autism Therapy,L,Health Care,Open211 Miami - AIRS,Service
LR-6400,Orientation and Mobility Training,L,Health Care,Open211 Miami - AIRS,Service
TH-2600.1550,Disaster Related Clothing/Emergency Supplies,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TH-2600.6450-195,Disaster Related Drinking Water,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PL-6400.7000-250,Gymnasiums,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
LR-1570.8500,Stroke Rehabilitation,L,Health Care,Open211 Miami - AIRS,Service
TD-1600.1770,Education Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
TD-1600.3100-950,Women's Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
LV-3300.5000,Medical Oncology,L,Health Care,Open211 Miami - AIRS,Service
LV-1800,Dermatology,L,Health Care,Open211 Miami - AIRS,Service
LV-6400,Otolaryngology,L,Health Care,Open211 Miami - AIRS,Service
LV-3300.1500,Cardiovascular Medicine,L,Health Care,Open211 Miami - AIRS,Service
LT-3500,Intravenous Medication,L,Health Care,Open211 Miami - AIRS,Service
LV-3300.6000,Nephrology,L,Health Care,Open211 Miami - AIRS,Service
LJ-5000.1700-320,Hospital Delivery,L,Health Care,Open211 Miami - AIRS,Service
LV-6700,Pathology and Laboratory Medicine,L,Health Care,Open211 Miami - AIRS,Service
LV-8300.9000,Urology,L,Health Care,Open211 Miami - AIRS,Service
LH-0600.6500-650,Orthopedic/Orthotic Devices,L,Health Care,Open211 Miami - AIRS,Service
LH-2700.2500,General Health Education Programs,L,Health Care,Open211 Miami - AIRS,Service
LV-2400.6350,Optometry,L,Health Care,Open211 Miami - AIRS,Service
LR-8000.0500-030,Audiological Evaluations,L,Health Care,Open211 Miami - AIRS,Service
LH-6700.6300,Prescription Drug Patient Assistance Programs,L,Health Care,Open211 Miami - AIRS,Service
LV-1600.1300-150,Dental Sealants,L,Health Care,Open211 Miami - AIRS,Service
LV-1600.1750-170,Dentures,L,Health Care,Open211 Miami - AIRS,Service
LV-1600.1500,Cosmetic Dentistry,L,Health Care,Open211 Miami - AIRS,Service
LV-1600.6400,Pediatric Dentistry,L,Health Care,Open211 Miami - AIRS,Service
TP-6500.1800-700,Program Evaluation,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
DD-1500.8700,Swimming Pool Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
JD-6500.9500,Water Quality Assurance,J,Environmental Quality,Open211 Miami - AIRS,Service
JR-8000.6400-100,Beach Closures/Water Contact Advisories,J,Environmental Quality,Open211 Miami - AIRS,Service
DD-1500.8850,Tanning Facility Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
DD-1500.5900,Mobile Home Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
LF-4900.2145,Hearing Aid Evaluations,L,Health Care,Open211 Miami - AIRS,Service
