"Action","Ledger ID","SDOH Code","SDOH Code Domain","SDOH Code Resource","SDOH Code Description","SDOH Code Type","Rating","Service","Organization","Timestamp"
"Added","353","IS-7","3","Procedure","Assessment of progress toward goals to achieve adequate housing","Gravity","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","354","N/A","3","Procedure","Assessment for housing inadequacy","Unknown","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","355","711069006","3","Procedure","Coordination of care plan","SNOMED CT US","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","356","","3","Procedure","Coordination of resources to address inadequate housing","Unknown","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","357","N/A","3","Procedure","Provision of Asthma home visiting and remediation","Unknown","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","358","None","5","Procedure","Provision","Gravity Grouping","3","Food Pantry Delivery","Bread for the City","2023-03-28 20:50:06"
"Added","359","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Food Pantry Delivery","Bread for the City","2023-03-28 20:50:06"
"Added","360","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","3","Food Pantry Delivery","Bread for the City","2023-03-28 20:50:06"
"Added","361","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Food Pantry Delivery","Bread for the City","2023-03-28 20:50:06"
"Added","362","Z59.819","7","Condition","Housing instability, housed unspecified","ICD-10-CM","2","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","363","G-6","7","Goal","Access temporary housing","Gravity","3","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","364","G-1","7","Goal","Access permanent housing","Gravity","3","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","365","IS-25","7","Procedure","Coordination of resources to address housing instability","Gravity","3","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","366","IS-13","7","Procedure","Counseling for barriers to achieving housing stability","Gravity","3","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","367","IS-15","7","Procedure","Counseling for readiness for goals to achieve housing security","Gravity","3","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","368","IS-70","7","Procedure","Provision of housing support","Gravity","3","Housing","Calvary Women's Services","2023-03-28 20:57:36"
"Added","369","None","5","Procedure","Provision","Gravity Grouping","3","Direct Food Distribution Services","Capital Area Food Bank","2023-03-28 21:04:00"
"Added","370","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Direct Food Distribution Services","Capital Area Food Bank","2023-03-28 21:04:00"
"Added","371","706875005","5","Condition","Insufficient food supply (finding)","SNOMED CT US","3","Direct Food Distribution Services","Capital Area Food Bank","2023-03-28 21:04:01"
"Added","372","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","3","Direct Food Distribution Services","Capital Area Food Bank","2023-03-28 21:04:01"
"Added","373","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Direct Food Distribution Services","Capital Area Food Bank","2023-03-28 21:04:01"
"Added","374","None","5","Procedure","Assessment","Gravity Grouping","3","Commodity Supplemental Food Program","Capital Area Food Bank","2023-03-28 21:06:34"
"Added","375","1002224003","5","Procedure","Assessment for food insecurity (procedure)","SNOMED CT US","3","Commodity Supplemental Food Program","Capital Area Food Bank","2023-03-28 21:06:34"
"Added","376","N/A","5","Procedure","Assessment of income","CRISPeR","3","Commodity Supplemental Food Program","Capital Area Food Bank","2023-03-28 21:06:34"
"Added","377","464401000124102","5","Procedure","Provision of fresh fruit and vegetable voucher (procedure)","SNOMED CT US","3","Commodity Supplemental Food Program","Capital Area Food Bank","2023-03-28 21:06:34"
"Added","378","None","5","Procedure","Assistance with application","Gravity Grouping","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","379","None","5","Procedure","Provision","Gravity Grouping","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","380","706875005","5","Condition","Insufficient food supply (finding)","SNOMED CT US","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","381","Z59.421","5","Condition","Mild food insecurity (""The stage in the food insecurity spectrum best characterized by uncertainty and worry about adequate food resources and effects on cultural acceptability"")","ICD-10-CM","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","382","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","383","IS-85","5","Procedure","Assistance with application for Supplemental Nutrition Assistance Program (SNAP)","Gravity","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","384","1004110005","5","Procedure","Coordination of resources to address food insecurity (procedure)","SNOMED CT US","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","385","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","SHARE Food Network","Catholic Charities of the Archdiocese of Washington","2023-03-28 21:10:05"
"Added","386","D-5","7","Condition","Housing instability, housed at risk of eviction","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","387","D-1","7","Condition","Housing Instability related to economic circumstances","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","388","Z59.91","7","Condition","Worried about losing housing","ICD-10-CM","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","389","D-12","7","Condition","Housing instability, housed","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","390","G-8","7","Goal","Stabilize housing","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","391","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","392","IS-95","7","Procedure","Coordination of services to assist with maintaining housing security","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","393","IS-13","7","Procedure","Counseling for barriers to achieving housing stability","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","394","IS-85","7","Procedure","Education about Tenants right organization","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","395","IS-63","7","Procedure","Referral to tenants rights organization","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","396","IS-61","7","Procedure","Referral to additional service to maintain housing stability","Gravity","3","Tenant Advocacy","Central American Resource Center","2023-03-28 21:18:00"
"Added","397","None","7","Procedure","Provision","Gravity Grouping","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","398","None","7","Procedure","Referral","Gravity Grouping","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","399","Z59.0","7","Condition","Homelessness","ICD-10-CM","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","400","Z59.02","7","Condition","Unsheltered homelessness","ICD-10-CM","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","401","Z59.021","7","Condition","Residing in place not meant for human habitation such as: cars, parks, sidewalk, abandoned buildings","ICD-10-CM","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","402","G-7","7","Goal","Safe sleeping","Gravity","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","403","G-4","7","Goal","Access shelter","Gravity","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","404","IS-08","7","Procedure","Assessment of goals to achieve housing security","Gravity","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","405","710824005","7","Procedure","Assessment of health and social care needs (procedure)","SNOMED CT US","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","406","IS-101","7","Procedure","Referral to healthcare program for homeless","Gravity","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","407","308440001","7","Procedure","Referral to social worker (procedure)","SNOMED CT US","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","408","IS-73","7","Procedure","Referral to medical respite for homeless","Gravity","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","409","464021000124104","7","Procedure","Referral to care navigator (procedure)","SNOMED CT US","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","410","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Overnight Guests","Central Union Mission","2023-03-28 21:36:27"
"Added","411","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Food Assistance","Central Union Mission","2023-03-28 21:39:58"
"Added","412","733423003","5","Condition","Food insecurity (finding)","SNOMED CT US","3","Food Assistance","Central Union Mission","2023-03-28 21:39:58"
"Added","413","D-1","6","Condition","Material hardship","Gravity","3","Food Assistance","Central Union Mission","2023-03-28 21:39:58"
"Added","414","454061000124102","6","Condition","Unable to afford medication (finding)","SNOMED CT US","3","Food Assistance","Central Union Mission","2023-03-28 21:39:58"
"Added","415","IS-9","6","Procedure","Assessment of barriers in financial security care plan","Gravity","3","Food Assistance","Central Union Mission","2023-03-28 21:39:58"
"Added","416","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","417","Z59.0","7","Condition","Homelessness","ICD-10-CM","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","418","Z59.022","7","Condition","Residing on the street","ICD-10-CM","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","419","Z59.02","7","Condition","Unsheltered homelessness","ICD-10-CM","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","420","Z59.021","7","Condition","Residing in place not meant for human habitation such as: cars, parks, sidewalk, abandoned buildings","ICD-10-CM","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","421","G-7","7","Goal","Safe sleeping","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","422","G-6","7","Goal","Access temporary housing","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","423","G-3","7","Goal","Access housing resources","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","424","G-4","7","Goal","Access shelter","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","425","IS-17","7","Procedure","Health Risk Assessment","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","426","IS-93","7","Procedure","Assistance with application for Transitional Housing program","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","427","IS-89","7","Procedure","Assistance with application for Housing with Services program (no disability required for entry)","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","428","IS-90","7","Procedure","Assistance with application for Permanent Supportive Housing program (disability required for entry)","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","429","IS-81","7","Procedure","Assistance with application to Emergency Shelter program","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","430","IS-71","7","Procedure","Coordination of housing care plan","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","431","464611000124102","7","Procedure","Coordination of care team (procedure)","SNOMED CT US","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","432","IS-14","7","Procedure","Counseling for readiness for engagement in housing insecurity care plan","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","433","IS-70","7","Procedure","Provision of housing support","Gravity","3","Homelessness and Housing","Community Connections, Inc.","2023-03-29 12:27:14"
"Added","434","Z56.83","1","Condition","Unemployed and seeking work","ICD-10-CM","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","435","Z59.81101","7","Condition","Imminent risk of homelessness","ICD-10-CM","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","436","Z59.012","7","Condition","Living in a shelter such as: motel, temporary or transitional living situation, scattered site housing","ICD-10-CM","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","437","D-7","7","Condition","Housing instability, housed, history of multiple moves","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","438","Z59.812","7","Condition","Housing instability, housed, homelessness in past 12 months","ICD-10-CM","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","439","Z59.011","7","Condition","Doubled up","ICD-10-CM","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","440","G-1","1","Goal","Employed","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","441","G-2","7","Goal","Housing security","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","442","G-1","7","Goal","Access permanent housing","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","443","IS-08","7","Procedure","Assessment of goals to achieve housing security","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","444","IS-07","7","Procedure","Assessment of progress toward goals to achieve employment","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","445","710824005","7","Procedure","Assessment of health and social care needs (procedure)","SNOMED CT US","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","446","IS-71","7","Procedure","Coordination of housing care plan","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","447","IS-25","7","Procedure","Coordination of resources to address housing instability","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","448","Z71.85","7","Procedure","Counseling for socioeconomic factors","ICD-10-CM","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","449","IS-70","7","Procedure","Provision of housing support","Gravity","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","450","464021000124104","7","Procedure","Referral to care navigator (procedure)","SNOMED CT US","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","451","464161000124109","7","Procedure","Referral to community resource network program (procedure)","SNOMED CT US","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","452","462491000124104","7","Procedure","Referral to benefits enrollment assistance program (procedure)","SNOMED CT US","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","453","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Permanent Supportive Housing","Community of Hope","2023-03-29 12:34:37"
"Added","454","None","7","Procedure","Assessment","Gravity Grouping","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","455","D-5","7","Condition","Housing instability, housed at risk of eviction","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","456","Z59.811","7","Condition","Housing instability, housed, with risk of homelessness","ICD-10-CM","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","457","Z59.8101","7","Condition","Past due on rent or mortgage","ICD-10-CM","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","458","G-8","7","Goal","Stabilize housing","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","459","G-9","7","Goal","Stay as I am","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","460","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","461","IS-09","7","Procedure","Assessment of barriers in housing insecurity care plan","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","462","IS-25","7","Procedure","Coordination of resources to address housing instability","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","463","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","464","IS-61","7","Procedure","Referral to additional service to maintain housing stability","Gravity","3","Homelessness Prevention","Community of Hope","2023-03-29 12:40:08"
"Added","465","None","7","Procedure","Assessment","Gravity Grouping","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","466","None","7","Procedure","Assistance with application","Gravity Grouping","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","467","None","7","Procedure","Coordination","Gravity Grouping","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","468","Z59.81101","7","Condition","Imminent risk of homelessness","ICD-10-CM","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","469","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","470","Z59.8101","7","Condition","Past due on rent or mortgage","ICD-10-CM","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","471","G-6","7","Goal","Access temporary housing","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","472","G-3","7","Goal","Access housing resources","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","473","G-8","7","Goal","Stabilize housing","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","474","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","475","G-1","7","Goal","Access permanent housing","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","476","G-4","7","Goal","Access shelter","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","477","IS-08","7","Procedure","Assessment of goals to achieve housing security","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","478","IS-09","7","Procedure","Assessment of barriers in housing insecurity care plan","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","479","IS-88","7","Procedure","Assistance with application for Housing Only program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","480","IS-82","7","Procedure","Assistance with application to Homelessness Prevention program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","481","IS-93","7","Procedure","Assistance with application for Transitional Housing program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","482","IS-83","7","Procedure","Assistance with application to rental assistance","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","483","IS-89","7","Procedure","Assistance with application for Housing with Services program (no disability required for entry)","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","484","IS-90","7","Procedure","Assistance with application for Permanent Supportive Housing program (disability required for entry)","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","485","IS-80","7","Procedure","Assistance with application to Day Shelter program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","486","IS-81","7","Procedure","Assistance with application to Emergency Shelter program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","487","IS-91","7","Procedure","Assistance with application for Rapid Re-housing program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","488","IS-42","7","Procedure","Evaluation of eligibility for Permanent Supportive Housing program (disability required for entry)","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","489","IS-34","7","Procedure","Evaluation of eligibility for Transitional Housing program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","490","IS-32","7","Procedure","Evaluation of eligibility for Emergency Shelter program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","491","IS-44","7","Procedure","Evaluation of eligibility for Housing with Services program (no disability required for entry)","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","492","IS-64","7","Procedure","Evaluation of eligibility for rental assistance","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","493","IS-24","7","Procedure","Evaluation of eligibility for housing support programs","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","494","IS-28","7","Procedure","Evaluation of eligibility for Homelessness Prevention program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","495","IS-40","7","Procedure","Evaluation of eligibility for Rapid Re-Housing program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","496","IS-47","7","Procedure","Evaluation of eligibility for Housing Only program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","497","IS-76","7","Procedure","Referral to Emergency Shelter program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","498","IS-56","7","Procedure","Referral to emergency housing funds","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","499","IS-46","7","Procedure","Referral for Coordinated Entry program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","500","IS-75","7","Procedure","Referral to Day Shelter program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","501","308440001","7","Procedure","Referral to social worker (procedure)","SNOMED CT US","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","502","462481000124102","7","Procedure","Referral to Community Action Agency program (procedure)","SNOMED CT US","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","503","IS-77","7","Procedure","Referral to Homelessness Prevention program","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","504","IS-27","7","Procedure","Referral to housing support programs","Gravity","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","505","464021000124104","7","Procedure","Referral to care navigator (procedure)","SNOMED CT US","3","Homeless Services","Virginia Williams Family Resource Center (VWFRC)","2023-03-29 12:44:53"
"Added","506","None","5","Procedure","Provision","Gravity Grouping","3","Food Bank - Damien Ministries","Damien Ministries","2023-03-29 13:42:46"
"Added","507","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Food Bank - Damien Ministries","Damien Ministries","2023-03-29 13:42:46"
"Added","508","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","3","Food Bank - Damien Ministries","Damien Ministries","2023-03-29 13:42:46"
"Added","509","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Food Bank - Damien Ministries","Damien Ministries","2023-03-29 13:42:46"
"Added","510","D-5","7","Condition","Housing instability, housed at risk of eviction","Gravity","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","511","Z59.819","7","Condition","Housing instability, housed unspecified","ICD-10-CM","2","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","512","Z59.8101","7","Condition","Past due on rent or mortgage","ICD-10-CM","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","513","D-12","7","Condition","Housing instability, housed","Gravity","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","514","G-8","7","Goal","Stabilize housing","Gravity","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","515","G-9","7","Goal","Stay as I am","Gravity","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","516","G-2","7","Goal","Housing security","Gravity","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","517","IS-56","7","Procedure","Referral to emergency housing funds","Gravity","3","Emergency Rental Assistance","DASH (District Alliance for Safe Housing)","2023-03-29 13:44:43"
"Added","518","Z59.422","5","Condition","Moderate food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quality and variety and safety"")","ICD-10-CM","3","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","519","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","520","445271000124104","5","Condition","Nutrition impaired due to limited access to nutrition related supplies (finding)","SNOMED CT US","2","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","521","Z91.110","5","Condition","Patient’s noncompliance with dietary regimen due to financial hardship","ICD-10-CM","3","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","522","G-8","5","Goal","Has adequate quality meals and snacks","Gravity","3","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","523","445291000124103","5","Procedure","Nutrition-related skills education (procedure)","SNOMED CT US","3","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","524","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Joyful Food Markets","Martha's Table","2023-03-29 13:55:29"
"Added","525","Z59.81101","7","Condition","Imminent risk of homelessness","ICD-10-CM","2","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","526","G-8","7","Goal","Stabilize housing","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","527","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","528","IS-08","7","Procedure","Assessment of goals to achieve housing security","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","529","710824005","7","Procedure","Assessment of health and social care needs (procedure)","SNOMED CT US","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","530","IS-93","7","Procedure","Assistance with application for Transitional Housing program","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","531","IS-25","7","Procedure","Coordination of resources to address housing instability","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","532","IS-15","7","Procedure","Counseling for readiness for goals to achieve housing security","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","533","IS-70","7","Procedure","Provision of housing support","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
