"SDOH Category","Resource","Resource Element","Code System","Code","Description","Grouping","Definition","Is Panel Code","Is Multiselect"
"Food Insecurity","Procedure","Procedure.code","ICD-10-CM","Z71.85","Counseling for socioeconomic factors","Counseling","Psychosocial procedure that involves listening, reflecting, etc to facilitate recognition of course of action/solution","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about a Community Action Agency","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Education about abatement","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about an Area Agency on Aging","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Apprenticeships","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-105","Education about Area Agency on Aging","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-27","Education about Area Agency on Aging","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-25","Education about Area Agency on Aging","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-25","Education about Area Agency on Aging","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Benefit Enrollment Assistance Programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-69","Education about Bike-Share Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-93","Education about Car Repair Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-73","Education about Car-Share Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Case Management","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-47","Education about Cash Assistance Program for Immigrants (CAPI)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-43","Education about Cash Assistance Program for Immigrants (CAPI)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-42","Education about Child Care Assistance Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-39","Education about child care assistance program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-49","Education about Children's Health Insurance Program (CHIP)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-55","Education about clothing assistance program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Community Development Corporations","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-109","Education about Community Development Corporations (CDCs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-101","Education about Community Development Corporations (CDCs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-29","Education about Community Development Corporations (CDCs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-29","Education about Community Development Corporations (CDCs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Community Development Financial Institutions","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-99","Education about Community Development Financial Institutions (CDFIs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-27","Education about Community Development Financial Institutions (CDFIs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-27","Education about Community Development Financial Institutions (CDFIs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Education about community resource assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about community resource assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-23","Education about community resource network program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-84","Education about Coordinated Entry","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-37","Education about Day Shelter program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-89","Education about Donated Vehicle Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-39","Education about Earned Income Tax Credit & Tax Preparation Assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-39","Education about Elderly and Disabled Transportation Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-35","Education about emergency financial assistance program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-33","Education about Emergency Shelter program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-33","Education about Employment Legal Aid Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Employment Legal Aid Programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-36","Education about Environmental Hazard Testing program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-66","Education about Fair Housing Organization","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-37","Education about Financial Counseling/Literacy","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-38","Education about Financial Loan Counseling Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-34","Education about Gas Voucher programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-48","Education about General Relief Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-47","Education about General Relief Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-63","Education about Head Start","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-51","Education about Health Insurance Navigator","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-28","Education about Home improvement/repair loan and grant programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Education about home repair and maintenance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-40","Education about home repair programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-29","Education about Homelessness Prevention program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-48","Education about Housing Only program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-26","Education about housing support programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-45","Education about Housing with Services program (no disability required for entry)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-75","Education about Internet Assistance Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Job development (training and employment programs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-31","Education about Job development (training and employment programs)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-30","Education about Job Finding Assistance Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Job Finding Assistance Programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Job Placement","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Job Readiness Workshops","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Education about legal aid","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-51","Education about Legal Aid","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-30","Education about Legal Aid","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Life Skills Coaching","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-71","Education about Lifeline Wireless Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-51","Education about Low Income Home Energy Assistance Program (LIHEAP)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-47","Education about Medicaid Transportation Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-49","Education about medical legal partnership","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-32","Education about medical legal partnership","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-72","Education about medical respite for homeless","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Education about medical-legal partnerships","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-65","Education about Micro-Transit Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-34","Education about Microenterprise development/support","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-85","Education about Mobility Manager","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-96","Education about mortgage assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-43","Education about Para-transit Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-43","Education about Permanent Supportive Housing program (disability required for entry)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-35","Education about Prescription Assistance Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-30","Education about prescription assistance program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-51","Education about Public Transportation Voucher Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-41","Education about Rapid Re-Housing program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-65","Education about rental assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-65","Education about rental assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-50","Education about Representative Payee Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-61","Education about RideSharing Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-39","Education about Safe Haven program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Food Insecurity","Procedure","Procedure.code","Gravity","I-28","Education about school meal and snack program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-46","Education about Special supplemental nutrition program for women, infants, and children (WIC) program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-31","Education about Street Outreach program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-53","Education about subsidized housing","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Summer Youth Unemployment Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-41","Education about Supplemental Nutrition Assistance Program (SNAP)","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-43","Education about Supplemental Security Income (SSI) Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-56","Education about Taxi/Ride Hailing Voucher Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-79","Education about Telephone Assistance Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-36","Education about Temporary Financial Assistance","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-40","Education about Temporary Financial Assistance for Needy Families (TANF) Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-85","Education about Tenants right organization","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about the DC American Job Center","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about the DC Infrastructure Academy","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-35","Education about Transitional Housing program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-77","Education about Transportation Network Companies (Ride Hailing) Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-23","Education about transportation support programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-44","Education about Unemployment Benefit Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about unemployment benefits","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-59","Education about utility assistance program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Veteran Assistance Benefits Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-45","Education about Veteran Assistance Benefits Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Education about Vocational Rehab Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
