service_recordid,service_name,service_alternate_name,service_organization,service_description,service_locations,service_url,service_email,service_status,access_requirement,service_taxonomy,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,service_phones,service_schedule,service_contacts,service_details,service_address,service_metadata,service_program,service_code,SDOH_code,code_category_ids,procedure_grouping,service_tag,service_airs_taxonomy_x,flag,bookmark
993277267161005,Insurance,,1287549685614240,"At Mary’s Center, your health is our priority. Understanding your health insurance options can be tough and we are here to help. We accept most insurance plans, but are deeply committed to providing you with health care regardless of your ability to pay.  

Are you covered?
It’s important to look into your insurance coverage before making an appointment with Mary’s Center to avoid paying unnecessary fees.  Check the insurance plans we accept. If you have any questions, please call us at (202) 420-7028. 

If you DO NOT have insurance, here’s what to do: 
Meet with us before you make your first doctor’s appointment at Mary’s Center. During the meeting, we will help you find out if you are eligible to sign up for a health plan or public benefit. 
Once we determine you are eligible for a health plan or public benefit, we will help you with the sign-up process so you can see one of our medical providers as soon as possible. 
Applying for Health Insurance Under the Affordable Care Act (ACA)   
Mary’s Center’s certified staff will help you determine if you are eligible for insurance coverage under the ACA. If so, we are happy to help you sign up for the most appropriate health plan during the open enrollment period from November to January.

Apply for ACA plans: 

Washington, DC 
Prince Georges County, Maryland 
Montgomery County, Maryland 
Sliding Fee Scale
Mary’s Center also offers a Sliding Fee Scale. Visit costs will be based on your income and the number of people in your household. If you cannot pay for your visit at the time of your appointment, we will work out a payment plan with you.","1202618027693441,953875575104132",https://www.maryscenter.org/patients/insurance-and-fees/,,1,none,893915418546777,"If you need further assistance, you can always visit us in person or give us a call at (202) 483-8196. ",,,,,"975713005890497,579535239831775",,,,"1108677909528551,904876794525199",,,,,,,,,,
1054654881182092,"Food and Nutrition Support",,1287549685614240,"A balanced diet plays a big part in building a healthy body, but we know it can be hard to get the right kind of foods for you and your family. In addition to nutrition counseling, Mary’s Center is an official site for the federally-funded Women, Infants, and Children  (WIC) program and Supplemental Nutrition Assistance Program Education (SNAP-Ed), Mary’s Center connects you to the nutrition resources and services available in our community and puts healthy food at your family’s fingertips.  
","1202618027693441,953875575104132",https://www.maryscenter.org/social-services/referrals-and-resources/food-and-nutrition-assistance/,,1,none,893915418546777,"Mary’s Center is ready to partner with you on your health journey. Don’t hesitate to reach out to us using the information below: 

To learn more about WIC or make a WIC application appointment, call (202) 232-6679  

*A fourth DC WIC site can be found at Adventure Dental located at 1060 Brentwood Road NE",,,,,874710112690169,"1003280669828155,593029528256419,1106799266409790",,,"1108677909528551,904876794525199",,,,,,,,,,
1063814078946036,"Center for the Blind & Visually Impaired",,1275858156254689,"Losing your vision can be not only challenging but also isolating and depressing. The Center for the Blind supports older adults in Washington, D.C. with making the physical and emotional adjustments to living with blindness.

Services at the Center are free to all D.C. residents and include independent living skills training, music therapy, nutritional meals, braille, and other communication skills. ",623911698639626,https://www.seaburyresources.org/centerforblind,info@seaburyresources.org,1,none,"893915418546777,819562758416858,652121067639768","Call to apply for services.",,,,,636390444955781,593652380535594,,,764741814024308,,,,,,,,,,
1073305429578122,"LGBT+ Mental Health",,1287549685614240,"Access to supportive mental health care is important. Mary’s Center has behavioral health providers who can assist children, adolescents, and adults who identify as part of the LGBT+ community. Several members of our behavioral health team are trained to provide culturally competent care for the LGBT+ community and are committed to creating a supportive, healing space.  

Specific behavioral health providers are also available to assist persons identifiying as transgender or gender non-conforming with gender affirming mental health care. If you identify as transgender or gender non-conforming and are seeking care, Mary’s Center can serve as your “home base” during the process. Our behavioral health team can: 

Talk with you about your gender treatment goals to come up with plan that is right for you  
Provide mental health related referral letters when needed 
Connect you to our medical providers for help with hormone therapy and surgical letters 
Our greatest hope is you feel welcome, safe, and truly cared at Mary’s Center. Please reach out to us if you’re in need of support. 
","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/behavioral-health/other-specialties-and-services/lgbtqia-mental-health/,,1,none,"1276982655382389,874406320909098,819562758416858,1091485627676359","Mary’s Center is ready to partner with you on your health journey. Don’t hesitate to reach out to us using the information below:  

If you are a new behavioral health participant, please call our regular appointment line at (844) 796-2797 and ask for help with a behavioral health appointment 
If you are a current behavioral health participant and need to contact Mary’s Center’s Behavioral Health department directly, please call: DC  Behavioral Health Direct Line: (202) 851-3671 | Maryland Behavioral Health Direct Line: (240) 839-3401 

We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"587171591094373,1109152836345796","1003280669828155,593029528256419,1106799266409790",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
1107751503709452,"Community Strong",,592376182631330,"Our Community Strong program provides improvements to a variety of common spaces used by thousands of Alexandria residents. From community parks and gardens to senior centers, homeless shelters and low-income daycare facilities, we partner with other organizations to upgrade or renovate these areas. Activities include building greenhouses and vegetable gardens, installing benches and tables, creating walkways, planting greenery, installing play areas, and much more. 

Because of the work we’ve completed, children now have safe areas to play, neighbors have gardens to grow their own food, seniors have social connection spaces, and safe facilities to attend, and whole neighborhoods have been revitalized.",645897759928377,http://www.rebuildingtogetheralex.org/index.php/about-us/programs2019,info@rebuildingtogetherdca.org,1,none,1305774265925553,"Call or apply online. Concerning eligibility, folks who are eligible are low income homeowners who cannot maintain their homes (typically elderly, persons with disabilities, veterans, and families with children), as are nonprofit facilities, schools, and public spaces that serve low-income residents. To be considered for home assistance, candidates must complete and submit an application form and provide documentation of total household income, such as tax forms or pay stubs. Some of our clients are referred through congregations, schools, community agencies and service groups, or by self-referral.",,,,,979091642460386,894173153490187,,"608334571472582,616318277327647",601829608206464,,,,,,,,,,
1049979809257514,"Early Childhood Behavioral Health",,1287549685614240,"Mary’s Center is here to help you find solutions for the behavioral health challenges your child may be facing. We actively involve you in their treatment and teach you to tune into your child’s needs, interpret their language, and help strengthen their inner resilience. We offer a variety of proven therapeutic approaches to help your child on their journey towards mental wellbeing and will work alongside you to find the best solution. Our approaches include:  

Parent-Child Interaction Therapy (PCIT)
Child-Parent Psychotherapy (CPP)
Theraplay
When individual therapy is recommended for your child, we use the following approaches:  
Expression Therapy
Child-Centered Play Therapy (CCPT)
Sand Tray Therapy
Playful Cognitive Behavioral Therapy (Playful CBT)","953875575104132,1146850101014457",https://www.maryscenter.org/behavioral-health/children-and-teens/early-childhood-behavioral-health/,,1,none,"1276982655382389,874406320909098,819562758416858","Mary’s Center is ready to partner with you on your health journey. If you are interested in the above services, please complete a referral form. Once you submit your referral form, we will contact you about making an appointment.  

For additional questions about where services are provided, please use the following numbers:  

DC Behavioral Health Direct Line (202) 851-3671  
Maryland Behavioral Health Direct Line (240) 839-3401",,,,,587171591094373,"1003280669828155,593029528256419",,,"904876794525199,948876011596931",,,,,,,,,,
1076835020018645,"Safe at Home",,592376182631330,"The Safe at Home program helps older adults and people with disabilities living in DC reduce the risk of falls in partnership with the DC Department of Aging and Community Living (DACL). Currently the DC Department of Aging and Community Living offers grab bars, chair lifts and other safety modifications for DC resident below 80% Area Median Income (AMI). Rebuilding Together DC • Alexandria will provide the same services for qualifying households who make 80-100% AMI, working with occupational therapists.",645897759928377,http://www.rebuildingtogetheralex.org/index.php/about-us/programs2019,info@rebuildingtogetherdca.org,1,none,1305774265925553,"Call or apply online. Concerning eligibility, folks who are eligible are low income homeowners who cannot maintain their homes (typically elderly, persons with disabilities, veterans, and families with children), as are nonprofit facilities, schools, and public spaces that serve low-income residents. To be considered for home assistance, candidates must complete and submit an application form and provide documentation of total household income, such as tax forms or pay stubs. Some of our clients are referred through congregations, schools, community agencies and service groups, or by self-referral.",,,,,979091642460386,894173153490187,,"608334571472582,616318277327647",601829608206464,,,,,,,2,,,
1098453015435360,"Health Insurance Counseling",,1078800059400169,"Medicare beneficiaries, their families, and caregivers living in the District of Columbia can access free health insurance information, counseling, education, and assistance through our DC State Health Insurance Assistance Program (SHIP). SHIP counselors are trained to get you the information you need and can work with you directly to understand the ins and outs of Medicare so you can make informed decisions about your healthcare and insurance coverage.

We can also assist you with resolving unpaid medical bills, making appeals for denials of medical services, and obtaining prescription medications. Connect with a counselor today at (202) 727-8370 to get your questions answered and better understand your coverage and options.",818197734902999,https://dacl.dc.gov/service/health-insurance-counseling,dacl@dc.gov,1,none,819562758416858,"Call to connect with a counselor.",,,,,"1083066764267659,791466840370210",,,,1193727390444096,,,,,,,,,,
1118257508626334,"Sibley Senior Association",,1115745782915962,"If you are 50 years or older, Sibley Memorial Hospital invites you to become a member of The Sibley Senior Association to help you maintain your good health and grant you access to many benefits within Sibley Hospital. Membership includes quarterly newsletters, retail discounts, classes, free blood pressure checks, health screenings, classes and support groups.",1021458214239224,https://www.hopkinsmedicine.org/about/community_health/sibley-memorial-hospital/senior-wellness/index.html,,,none,"1212005456553071,533832483389123","As a result of an overabundance of caution due to COVID-19, our office will be closed until further notice. We are working remotely. We will be mailing new membership cards on a regular basis. Please call our office number 202-364-7602. We will explain the logistics. If you need resources for coping with COVID-19, please let us know. We will be happy to provide additional information. Take Care. Be Safe.",,,,,"1126332865904606,","1338861885603311,1338861885603312,1338861885603313,1338861885603314,1338861885603315,1338861885603316,1338861885603317,1338861885603318",,,606691178479516,,,,,,,,,,
1138527811978367,"Care Management",,1275858156254689,"Families face new challenges as family members age. Life doesn’t come with an event planner, so Seabury care managers are there for when you and your family need help.

Seabury care managers guide older adults and their families through the process of planning for long-term needs. Seabury’s Care Management team is dedicated to improving the quality of life as well as maintaining independence for their clients.

Care Management provides counsel to families on key issues that could include elder law attorneys, home care providers, senior living communities, physicians, rehabilitation centers, mental health providers, financial planners, and others to promote a positive aging experience.",1281917418518969,https://www.seaburyresources.org/caremanagement,info@seaburyresources.org,1,none,"893915418546777,819562758416858","Call to apply for services.",,,,,881877869946356,593652380535594,,,1215798438097456,,,,,,,,,,
1120925823267751,"Safe and Healthy Home",,592376182631330,"Our Safe and Healthy Home program focuses on stabilizing 25 items that the National Center for Healthy Housing (NCHH) found to drastically improve living conditions for a home’s residents, with a particular focus on low-income persons living in older and/or substandard housing who are disproportionately affected by home hazards. Volunteers work throughout the year on home safety, accessibility modifications, and fire and carbon monoxide safety prevention improvements.

Last year, our clients met only 68% of the recommended items, but after Rebuilding Together made repairs and upgrades, 86% of the items that contribute to a safe and health home were completed.",645897759928377,http://www.rebuildingtogetheralex.org/index.php/about-us/programs2019,info@rebuildingtogetherdca.org,1,none,1305774265925553,"Call or apply online. Concerning eligibility, folks who are eligible are low income homeowners who cannot maintain their homes (typically elderly, persons with disabilities, veterans, and families with children), as are nonprofit facilities, schools, and public spaces that serve low-income residents. To be considered for home assistance, candidates must complete and submit an application form and provide documentation of total household income, such as tax forms or pay stubs. Some of our clients are referred through congregations, schools, community agencies and service groups, or by self-referral.",,,,,"979091642460386979091642460386,","1338861885610423,1338861885610424,1338861885610425,1338861885610426,1338861885610427,1338861885610428,1338861885610429",,"608334571472582,616318277327647,608334571472582,616318277327647",601829608206464,,,,923,3,,,,,
1146427923405605,"Consumer Fraud and Financial Abuse Unit",,828308705468984,"With the twin goals of protecting clients’ homes and their sources of income, the Consumer Fraud and Financial Abuse Unit provides direct representation to LCE clients on a range of issues, including:
- Foreclosure Defense;
- Real Property Fraud;
- Debt Collection Defense;
- General Consumer Issues.
- The unit also houses the Real Property Tax Project, which represents clients who are facing real property tax foreclosures.

In addition to providing direct services, the unit attorneys make an impact through systemic and policy advocacy. Our attorneys have been involved at the ground level in:
- The creation of an early mediation program in mortgage foreclosure suits filed in court and a similar mediation program for non-judicial foreclosures;
- The creation of a court-based legal services program to protect seniors from abusive debt collection suits;
- Legislative and administrative advocacy on mortgage and condominium foreclosures, real property tax issues, and financial exploitation.

LCE is a member of the DC TROV core multidisciplinary team, created to help D.C. first responders and advocates better respond to elder abuse victims. In 2015, DC TROV delivered an 8-hour training to more than 350 MPD Detectives as cross-training sessions with victim advocates, the aging network, Adult Protective Services staff, and others who may interact with at-risk seniors . The trainings included information about identifying forms of elder abuse and investigation techniques to promote the prosecution of elder abuse crimes and to enhance victim safety.",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/consumer-fraud-financial-abuse.html?intcmp=AE-LCE-WWD-R1C1LL3,,1,none,"841905613386238,899387596744807","Call for information",,,,,931173517724084,1153058029513279,,,814164678263538,,,,,,,,,,
1108394531508208,"Public Benefits & General Services Unit",,828308705468984,"The Public Benefits and General Services Unit (PBGS) ensures that seniors receive the income, benefits, and services to which they are entitled that enable them to live independently in the community.  The PBGS staff represents clients in cases involving public benefits and income maintenance issues.

PBGS staff assist clients whose benefits or services have been threatened with termination, terminated, decreased or overpaid through representation at all stages of the appeal process including personal conferences, requests for reconsideration, and fair hearings before the Office of Administrative Hearings. 

Our Services
The PBGS staff represents clients in cases involving public benefits and income maintenance issues. Such cases include, but are not limited to:

- Social Security Administration (SSA)
Initial applications and appeals: Social Security Retirement, Supplemental Security Income (SSI), Social Security Disability, Overpayments
- Department of Human Services (DHS), Economic Security Administration (ESA), Department of Health Care Finance (DHCF): Medicaid, Medicare, Qualified Medicare Beneficiary (QMB)
Home Health Care Services such as Personal Care Aide (PCA) services, Elderly and Persons with Physical Disabilities  (EPD) Waiver, Supplemental Nutrition Assistance Program (SNAP) benefits (formerly food stamps), Other Retirement Benefits (Federal, Private, and other.
- Department of Veteran Affairs (VA) Benefits (specific areas only): Non Service Connected VA Pension Claims, Aid & Attendance, Rating Claims for VA Pension Eligible Veterans, Service Connected, Disability Compensation Claims for Presumed Conditions, Enrollment in E-Benefits Portal, Overpayments

Public Benefits Checkup
PBGS staff also assists clients in determining what public benefits and services they are entitled to receive by conducting Public Benefits Checkups and assisting clients in applying for those identified benefits and services.

Other Services
Small consumer cases (such as public utilities, hearing aids, credit card debt, banking problems, student loans)
Collection cases
Other general cases that do not fall squarely within other specific LCE programs",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/public-benefits-general-services-unit.html?intcmp=AE-LCE-WWD-R1C1LL7,,1,none,"841905613386238,893915418546777,819562758416858","Call for information",,,,,931173517724084,1153058029513279,,,814164678263538,,,,,,,,,,
1102203467116873,"Legal Hotline",,828308705468984,"Legal Counsel for the Elderly’s Legal Hotline provides free legal advice, assistance, and referrals to:

All D.C. residents 60 years of age or older
D.C. residents 55 years of age or older with Social Security and Supplemental Security Income disability issues
D.C. residents 18+ regarding D.C’s home adaptation program, Safe at Home

Callers first speak to our intake specialists, who gather information including name, address, date of birth, marital status, household members, income and asset information, and a general description of the legal problem or question.

Our intake team includes staff who are bilingual in Spanish and English. Intake specialists provide this information to the hotline attorneys who are authorized to practice law in the District of Columbia. Hotline attorneys return calls as promptly as workload permits.

The Legal Hotline attorney gathers further information about the question or problem, and provides advice or assistance. If the problem requires further legal representation, the hotline attorney can refer the client to an LCE staff attorney or other programs depending upon the nature of the issue and program limitations on client income and assets.",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/getting-help/?intcmp=AE-LCE-WWD-R1C1LL5,,1,none,"893915418546777,899387596744807,841905613386238,1238748896910244,1005131331152756,838767211746160,742573749443370","Call for information",,,,,931173517724084,1153058029513279,,,814164678263538,,,,,,,,,,
1102764489219960,"LGBT+ Health",,1287549685614240,"All clients are welcome here. Mary’s Center is fully committed to providing accessible, convenient, and culturally competent care.  Our role is to support you on your health journey regardless of race, color, religion, national origin, disability, age, sex, sexual orientation, or gender identity or expression. Our priority is to ensure you feel safe and comfortable talking about your health, your thoughts, and about any unique challenges you may face.   

A number of our providers specialize in the physical, emotional, and sexual health of the LBGT+ population.  We know visiting the doctor can be uncomfortable, so it’s our goal to create an environment where you feel respected and heard.  We want you to feel you can talk about your health concerns, no matter what they are.    

When you visit Mary’s Center, you can be confident you’ll receive comprehensive primary care from a team that is familiar and experienced with diverse needs.  This includes culturally competent services such as: 

Annual physicals
Dental Care
Behavioral Health Care
Preventive Care
Sick Visits
In addition, we can help you protect your sexual health through free HIV testing  and prevention methods available at our health centers. Testing for sexually transmitted infections (STI) is available through any medical visit, and by request for walk-in services with our sexual health team. 

Transgender Health Needs
If you identify as transgender or gender non-conforming and are seeking care, Mary’s Center can serve as your “home base” during the process. Our medical team can:

Talk with you about your gender treatment goals, to come up with a treatment plan that is right for you. 
Prescribe and manage hormone therapy;  
Provide surgical referral letters when needed;
Help with insurance coverage eligibility
Connect you with mental health providers here at Mary’s Center;  
Access to supportive mental health care is important. Mary’s Center has behavioral health providers who can assist children, adolescents, and adults who identify as transgender or gender non-conforming with any emotional, social, or trauma concerns they may have experienced.  ","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/other-specialties-and-services/lgbtqia-healthcare/,,1,none,"1276982655382389,969114221652955,1236262310782567","To reach the Sexual Health Resource Hotline, call (202) 851-3971  
To reach our HIV Care Navigation team, email BeSafeBeSure@maryscenter.org 
To make an appointment, call (844) 796-2797 anytime 

Please reach out if you need assistance with applying for Ryan White coverage or to learn more about AIDS Drug Assistance Program (ADAP) and various other discount programs for HIV medications.   

We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1129615071986566,1109152836345796",,,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
1122765390786822,"Senior Medicare Patrol (SMP)",SMP,828308705468984,"The SMP DC office empowers and assists Medicare beneficiaries, their families, and caregivers to prevent, detect, and report health care fraud, errors, and abuse through outreach, counseling, and education. DC SMP is a grant-funded project of the federal U.S. Department of Health and Human Services (HHS), U.S. Administration for Community Living (ACL). Our work is in three main areas:

Conduct Outreach and Education:  SMP DC gives presentations to groups, exhibits at events, and works one-on-one with Medicare beneficiaries. In 2013 more than 1 million people were served by the national SMP program outreach and education efforts across the country;
Engage Volunteers: Protecting older persons’ health, finances, and medical identity while saving precious Medicare dollars is a cause that attracts civic-minded Americans;
Receive Beneficiary Complaints: When Medicare beneficiaries, caregivers, and family members bring their complaints to - our office, we make- a determination about whether or not fraud, errors, or abuse is suspected. When fraud or abuse is suspected, –we make referrals to the appropriate state and federal agencies for further investigation.",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/senior-medicare-patrol.html?intcmp=AE-LCE-WWD-R1C2LL3,LCESMP@aarp.org,1,none,"893915418546777,899387596744807,841905613386238,819562758416858","Call for information",,,,,639723068072357,1153058029513279,,,814164678263538,,,,,,,,,,
1135984147096642,"School-based Mental Health Program",,1287549685614240,"The Mary’s Center School Based Mental Health (SBMH) Program supports children, families, and communities by promoting behavioral wellness. Our goal is to increase student, family, and school communities’ attainment of positive mental health and well-being. To do this, we  partner with DC public charter schools in Wards 1, 4, and 5 to enhance each school’s wellness team. 

The SBMH team is dedicated to helping children and young adults of all ages with the emotional health challenges they may be facing. Our kind and highly skilled bilingual therapists work full-time in each school, reducing barriers to behavioral health assessments and culturally appropriate, trauma-informed care.   

Additionally, our SBMH program partners with high school seniors and their families through the “Got Transition” Young Adult Mental Health Initiative. The initiative aims to help prepare them for the unique stressors they may face as they enter adulthood and ensure they can continue caring for their emotional health.  
",,https://www.maryscenter.org/behavioral-health/children-and-teens/school-based-mental-health-program/,mparrella@maryscenter.org,1,none,1276982655382389,"If your school is interested in partnering with Mary’s Center, contact Marisa  Parrella, LICSW, LCSW-C, Director of School Based Mental Health Program at  mparrella@maryscenter.org  or (202) 674-3754. ",,,,,"1100261595528489,1109152836345796",,,,,,,,,,,,,,
1157089206097365,"Senior  MedExpress Transportation",SME,1078800059400169,"Provides eligible DC residents, 60 and older without Medicaid, free medical transportation services and/or transportation to public benefits appointments.  Individuals must complete an application and Health Care Provider form.  Call for more information and/or to register for the transportation program.",,https://dacl.dc.gov/service/transportation,dacl@dc.gov,,none,"897715506052490,697638961326982,1212005456553071,742573749443370","Visit website for more information.",,,,,"767434507934353,791466840370210,",,,"816557746628288,616318277327647,756892272238697,828931086235381",,,,,,,,,,,
1167108992028451,"Case Management",,918523571271755,"SOME can assist clients in obtaining benefits, with legal issues, and in connecting to other government agencies.

SOME offers walk-in hours every weekday.

Services
Obtaining DC identification
Applying for Medicaid and other insurance
Assistance with housing applications
Assistance with working with government agencies
Referrals
Legal assistance",867480542956619,https://www.some.org/services/social-services/case-management,,1,none,"893915418546777,1276982655382389","Call for more information.",,,,,828720521624019,,,,1105631318690559,,,,,,,,,,
1142869830287216,Aquatics,,901970914472025,"At the Y, we teach youth, teens, and adults to swim, so they can stay safe around water and learn the skills they need to make swimming a lifelong pursuit for staying healthy. Y swim instructors are nationally certified. Their training includes CPR, AED, First Aid, and Oxygen Administration. Swim lessons provide important life skills that could save a life and will benefit students for a lifetime.","991654914903385,1198692764026642,940212538195830,716573413368445,882293888224112,577218861870418",https://www.ymcadc.org/programs/sports-recreation/aquatics/,,1,none,"1276982655382389,976566727118378","Visit the website and select your YMCA for more information and to sign up for classes.",,,,,1200804357675895,,,,"736104421703506,602013012418112,1171342361002389,1310277015717903,1111486004109298,623483554226574",,,,,,,,,,
1149133594765984,"Family Support - Home Visiting",,1287549685614240,"Since 1988, Family Support has been visiting with growing families like yours right where they are — in the comfort of their home — to provide the information, resources, skills, and hands-on support to build a solid family foundation. 

The first few years of a child’s life can be one of the most challenging and important times for a family. Let’s meet those challenges together. Reach out to us for free, experienced support for you and your family. This is what it means to be part of a community. 

We build relationships with families who are about to have a new child or have recently had one in order to support a healthy home environment that is loving, nurturing, safe, and self-sustaining. 

Our Family Support team is dedicated to working alongside you in fun ways to encourage:  

Parenting skills 
Child growth 
Financial stability 
School readiness 
Stress relief 
Physical health needs 
Nutrition 
Parent-child bonding 
Goal planning 
Our long-term, hands-on approach gives you valuable skills, supplies, and knowledge, when you need them, and periodically follows up with inspiration for keeping your goals on track. ","1202618027693441,953875575104132",https://www.maryscenter.org/social-services/family-support-programs/home-visiting/,,1,none,"893915418546777,982549491856586","Our support is provided based on your individual interests and personal schedule — there is no “one size fits all” here. Call or text us at (202) 302-6669 to begin the conversation. Together, we can find the program that best fits your unique life situation.

Mary’s Center is ready to partner with you on your health journey. Don’t hesitate to reach out to us using the information below:

To reach our Healthy Families America Program Manager, Abayea Pelt, call (202) 847-4279 or (202) 302-6669 
",,,,,"1168652950228732,1109152836345796","1003280669828155,593029528256419,1106799266409790",,,"1108677909528551,904876794525199",,,,,,,,,,
1160836319132411,"Veterans Advocacy Project",,828308705468984,"To ensure we are best serving older veterans living in our Nation’s capital, LCE launched its Veterans Advocacy Project in 2014. LCE’s Veterans Advocacy Project ensures DC low-income older or disabled veterans with specific claims before the Department of Veteran Affairs (VA)

LCE assists eligible honorably discharged war-time D.C. veterans aged 60 and older and certain eligible surviving spouses with: Claims for (Non-Service Connected) VA Pension benefits, Claims for increased ratings for Aid and Attendance for Pension eligible veterans with specific disabling conditions

LCE assists eligible D.C. veterans aged 60 and older with: Claims for Service Connected Disability Compensation if they are diagnosed with conditions the VA has found to be Presumed, Conditions related to military service

LCE also assists veterans and surviving spouses aged 60 and older with: Creating  electronic VA benefit portals to access information regarding their VA benefits, Disputing allegations of VA debts and overpayments by requesting: Waivers of alleged VA debt or, More favorable repayment options

LCE does not have the resources to help older veterans and surviving spouses apply for every resource and benefit the VA offers. We encourage veterans seeking help with benefits other than those LCE’s Veterans Advocacy Project accepts to find a local Veteran Service Organization (VSO) for help with benefit questions and claims. VA approved and accredited VSOs can be found at the Department of Veterans Affairs website and they do not charge for help accessing VA benefits and resources. ",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/veterans-advocacy.html?intcmp=AE-LCE-WWD-R1C2LL6,,1,none,"893915418546777,899387596744807,841905613386238,594357854377389,819562758416858","Call for information",,,,,931173517724084,,,,814164678263538,,,,,,,,,,
1188616906512182,"Nutrition & Food",,879684021850075,"At Vida Senior Centers we take care of the nutrition and diet of our participants. To do this, VIDA has a licensed nutritionist / dietitian who supervises the food services of our participants. Our nutritionist also offers nutritional and diet counseling individually and in groups. The nutritionist works in coordination with the Health Promotion Counselor to put emphasis on people with high risk of diabetes and high blood pressure. Individual and group counseling are done with the objective of helping participants establish a healthy diet, by promoting informed decisions regarding their food. It is always emphasized that a healthy diet helps prevent and manage chronic diseases such as diabetes, hypertension and obesity. In addition to the classes, the nutritionist also offers demonstrates of healthy cooking. Depending on the season and seasonal vegetables or fruits, healthy meals are prepared. The nutritionist regularly uses food from the Food Bank box so that we teach participants how to use those ingredients in the healthiest way possible. Participants are also educated on important issues related to nutrition such as: learning to keep food in good condition; modify recipes to make them healthier; improve decisions when buying food; use healthy portions of meals; and pay attention to their weight. They are often reminded of the importance of having breakfast and not skipping meals to avoid spikes and drops in sugar levels. In addition to that, VIDA gives breakfast to 50 participants in our two centers. We do not have a subsidy to provide breakfast, but for the past year VIDA has obtained private donations of bread and cereals that allow us to deliver breakfast in the morning to 50 people. In addition, we offer free lunch to about 120 people daily. Thanks to the support of the Washington DC Department of Aging, we deliver around 120 hot lunches daily between our two centers, Monday through Friday. Additionally, Vida Senior Center is an official distributor of the city's Food Bank, with which we distribute to each participant one meal box per month. In summary, nutrition and food activities are as follows:

• Free light breakfast: coffee / tea and bread or oatmeal
• Free lunches
• Individual nutrition assessments
• Individual diet tracking
• Group classes on nutrition
• Healthy food demonstrations
• Monthly distribution of a Food Bank box
• Individual counseling to handle stress situations
• Group counseling on frustration management techniques
• Tai-Chi exercises to learn to breathe and relax the body
• Classes on Positive Thinking
• Classes on Mental and Emotional Health
• Referral to doctors if the need is identified","932502301190120,869647738071923",http://box2142.temp.domains/~vidasen1/nutrition-food/,,1,none,"630013980013392,879394671891223,1276982655382389,896905506493054,885604845315230,1212005456553071,819562758416858","Call to join the center.",,,,,"751061458384755751061458384755,751061458384755,","1338861885610468,1338861885610469,1338861885610470,1338861885610471,1338861885610472,1338861885610473,1338861885610474",,,"965942365087326,948986432487608",,,,534,5,,,,,
1171041183154896,"Addiction and Substance Abuse Treatment",,1287549685614240,"You can  get your life back. There is help and hope if you’re struggling with addiction and substance abuse. When you come to Mary’s Center, you can expect safe, confidential care from our trusted team of clinicians. We work hard to reduce the stigma and discrimination associated with addiction and substance abuse and are here to help you on your path to recovery by providing:  

Access to Suboxone* and other medications through our Medication Assisted Treatment (MAT) program 
Care coordination services 
Risk reduction interventions 
Resources and education 
Referrals to mental health, medical, and social services at Mary’s Center and external partners 
*Suboxone has been clinically proven to be a safe and effective treatment option for people who are struggling with  heroin-opioid  addiction. 

Medication Assisted Treatment (MAT) at Mary’s Center
Mary’s Center offers Medication Assisted Treatment (MAT) if you are struggling with heroin-opioid  abuse. We use buprenorphine (Suboxone)—a safe and clinically proven treatment—as a key part of our MAT program to help you reduce and then stop substance abuse. Patients who have used  buprenorphine have reported experiencing a decrease in cravings for continued  opioid use and diminished withdrawal symptoms. Here’s what you can expect if you decide to try the MAT program: 

You will meet with a Mary’s Center medical staff member for an assessment.  
Your medical provider will gather your medical history and review clinic protocols and requirements. 
You will be scheduled for 2 to 3 visits per week as your dose is adjusted. After that, you will have weekly to biweekly visits, eventually reducing to monthly visits. 
You will not be prescribed buprenorphine during your first visit or if you are taking  illicit benzodiazepines  or stimulants. 
You will need to have a plan in place to pay for  medication. (We accept Medicaid, Medicare, cash, or private insurance is accepted). ","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/behavioral-health/other-specialties-and-services/addiction-and-substance-abuse-treatment/,,1,none,"1276982655382389,874406320909098,819562758416858,1091485627676359","Mary’s Center is ready to partner with you on your health journey. To speak with an Addiction Specialist/MAT Care Coordinator, call (202) 545-8047. 

We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"757572527073038,1109152836345796","1003280669828155,593029528256419,1106799266409790",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
