"id","name","alternate_name","description","email","url","tax_status","tax_id","year_incorporated","legal_status","organization_tag","parent_organization","organization_services","organization_phones","organization_locations","organization_contact","organization_details","organization_code","organization_website_rating","facebook_url","twitter_url","instagram_url","logo"
"1198399473786797","KUEHNER PLACE, SHELTER FOR ABUSE ELDERLY AND NEGLECTED","","Provides coalition for the Homeless, Headquarters services","","http://some.org/services/senior-services/","","","","","4","","1258206762105884","1150870558073575",",870176486464739","0","","","","","","",""
"1213929827285708","VETERANS AFFAIRS (VA) OUTPATIENT CLINIC: SOUTHEAST WASHINGTON D.C.","","The Community Based Outpatient Clinic (CBOC) Southeast provides basic medical and preventative care, health education, mental health services, addiction counseling, comprehensive women's health care and nutritional counseling to eligible veterans. Referral services are provided for those who require specialized care.","","http://www.washingtondc.va.gov/locations/","","","","","","","855604925117348","566592544841330","1235077423167985","0","","","","","","",""
"1222701888984669","Sasha Bruce","","Provides GED preparation, vocational classroom training in carpentry, and on-site carpentry experience for young people not currently enrolled in school.","info@sashabruce.org","http://sashabruce.org","","","","","3,4","","1252811207069395,637799341696955,1200334283969211,624670942302096,901644988734342,810322998076695,828873851944462,1247609265512489,829979157869352,1262274366963110,1184021119607946,978396734879857,1071954080796084,1247087473794460,665741809852890,1099406667463105,572309695509941,1161698203083101,685001040442233,838439633965089","1311734614958207","924644263313960,693867662447380,835433332785416,785890152776040,1289696854137570,538977790426516,967529880147269,839539921735392,1103297850067355,1101683690019372,754367682140572,1251263915124950,1261098666898898","0","","","5","","","",""
"1234827091202817","DASH (District Alliance for Safe Housing)","","DASH is an innovator in providing access to safe housing and services for survivors of domestic and sexual violence and their families as they rebuild their lives on their own terms. We seek to strengthen and expand the local safety net for survivors by providing high quality, voluntary services that are responsive to their individual needs and by engaging lawmakers, community members, service providers, and survivors in the movement to make safe housing more accessible in the short-term and less necessary in the long-term.","","https://www.dashdc.org/","","","","","","","857853579878864,754147676615710,929072757628683,1316670958147366,839695327342121,1096695050630138,1186669715768214,943806798890403,1122934207742346,1286870063123571","1290607971551229","1048770784971224","0","","","4","","","",""
"1213518469346648","Barbara Chambers Children's Center","","","info@barbarachambers.org","https://barbarachambers.org/","","","","","4","","834804986562892,627561586053944,1297938251275210,1153101336983128","995041589685555,1256965892026432,1092073669696951","1266181157379469,1146962447647430,616726566011959","0","","","5","","","",""
"1251281769259929","FAMILY PLACE: EMERGENCY ASSISTANCE PROGRAM","","Provides hospitality, resources, and support services to expectant parents and families with young children (through the age of five). Helps meet emergency needs, provides information and education and enhances long-term family stability","","http://thefamilyplacedc.org","","","","","4","","1109568426980373","920168916111664","1283768891049166","0","","","","","","",""
"1187309405282204","Mazique Parent Child Resource Center","Edward C Mazique Parent Child Resource Center","Mazique is a child development center that assists parents in developing skills, obtaining knowledge and becoming responsible advocates in ways that empower them to successfully promote their children&rsquo;s growth and development, while simultaneously receiving valuable tools that promote and lead families to complete self-sufficiency.","","https://www.mazique.org/","","","","","4","","882832254990502,1198461656471923","1126681676431855","1295065323399805,1241825498211259,633948475356537,883870204820767","0","","","5","","","",""
"1247526031790659","Asbury United Methodist Church","Formerly: Asbury Chapel","A local church offering services to the community.","asburymail@asburyumcdc.org","https://www.asburyumcdc.org/","","","","","","","1106022191121920,972396791405136,619838171879237","1072819491635928,984348128312206","1221541137308778","0","","","3","","","",""
"1259502496256180","UNIDOSUS: ADVOCACY AND EMPOWERMENT","","UnidosUS, formerly known as, National Council of La Raza, seeks to ensure Hispanic American representation at all levels of government, to promote equitable participation of Latinos in public policy debates and programs, and to protect Hispanic civil rights.","","http://www.unidosus.org/","","","","","","","827075234932235","1338737483160744","1303501603402692","0","","","","","","",""
"1206510419155059","Bread for the City","","Provides services around food, clothing, healthcare (and dental care), social services, legal services, and serves as a representative payee for Department of Behavioral Health consumers.","info@breadforthecity.org","http://breadforthecity.org/","","","","","1,4","","1193500689688597,598893344627449,870510285799257,1038206932789964,851500386737857,1234728398301372,619060926571379,619428544473590,830825158082806,659284177800711,808149675507884","922760868577520,858170932168553,763321039369095,1193175617045499",",841012551878129,1333682431246525","639238471633901","","","","","","",""
"1235669446637932","United Planning Organization","UPO","Since 1962, the United Planning Organization (UPO) has focused on changing lives &mdash; supporting and inspiring Washington, DC&rsquo;s low-income residents on their journey to self-sufficiency and success. We currently offer more than 30 programs and services in such areas as early childhood education, youth development, job training and placement, health and wellness, housing, and volunteering. UPO is a family, and we understand the importance of supporting both individuals and the loved ones who surround them. Working in and with the community, we will continue helping people get where they want and need to be.","info@upo.org","https://www.upo.org","","","","","1,3,4","","823287765002075,1272403811888637,1115773035158894,1097124274962034,1244177955657488,824403148838289,1222343403264201,782329565925103,828103015767690,869422229117923,1280097613047736,773172814806209,957811011700764,790527027022440,896329421364349,925701018774057,1234923855165980,1274090737385222,1131822692438420,855485572088952,944606179638640","815987000661681,904658554718764,1203507422974261,1143005928373128,1299338469288302,723916233410324,1298811338000200,795986882596360,946896560194036,575551018765010,1056572115086377,1165262433767746","877840974751997,1288442867873978,683981038233399,669512480103420","8.0630177055322E+86","","","5","","","",""
"1253396496217869","Covenant Baptist Church","","A local church providing a variety of services to the community.","info@covenantdc.org","http://www.covenantdc.org/","","","","","4","","768420867308238,1117943724533651,567586810350969,1301180940473100,762286614552841","568081390715166","978435202763698","0","","","5","","","",""
"1263332778268621","VETERANS AFFAIRS MEDICAL CENTER: WASHINGTON D. C.","","The Washington D.C. Veterans Affairs Medical Center (D.C.VAMC) is among the most visible and dynamic facilities in the VA system. As a tertiary care facility, D.C.VAMC provides acute general and specialized services in medicine, surgery, neurology, psychiatry, dentistry and numerous other subspecialties. The Medical Center, part of the VA Capitol Health Care Network (VISN 5), offers long-term care treatment in the 120-bed Comprehensive Nursing and Rehabilitation Center (CNRC). It operates four Community Based Outpatient Clinics (CBOCs) and is a Veterans Health Administration test site for enhancements in the electronic medical record. The Medical Center is affiliated with three outstanding medical schools and is a medical readiness partner with three Department of Defense medical facilities. The D.C.VAMC supports hundreds of active research projects and is home to one of two VA War Related Illness and Injury Study Centers (WRIISC).","","http://va.gov/directory/guide/facility.asp?id=143","","","","","","","836888666804197","1164110952382008","982525680938497","0","","","","","","",""
"1275858156254689","Seabury Resource for Aging","","Seabury offers programs and services which wrap around our area’s most fragile older adults. We meet not only the fundamental needs of vulnerable older adults but also provide the reassurance and support that families need to make the most important decisions about their future","info@seaburyresources.org","http://www.seaburyresources.org","","","","","7","","938270944825871,1138527811978367,1063814078946036,736771575912112,806942363715001,928339115255252,1214490568958133,1278460102567092,988610275937141,1210054763234429,963084111494175","636390444955781,1142710446777555,867663934577117,881877869946356,1008518183058605,1086466564339000,675750465096310,785558330051645,1200503896234036,929172322087135,793192253123968,863373375723229,1178796032559187",",637684733149897,623911698639626,967601719856630,1185094328556228,1320932553563772,1281917418518969","0","","","","","","",""
"1290880981505786","We Are Family","","Grounded in grassroots senior leadership, We Are Family mobilizes a committed corps of volunteers to reach out to isolated inner-city seniors with free services, advocacy, and companionship, building a network of caring eyes and ears that enables at-risk seniors to age in place. More than simply a social service provider, We Are Family is a bold experiment in building caring, just and inclusive community.","info@wearefamilydc.org","https://www.wearefamilydc.org/","","","","","7","","855469857598617","909713164007592","1249696647199145","0","","","5","","","",""
"1227863720998927","St Anthony of Padua Church (VA)","","A local church offering services to community members.","","https://stanthonyofpaduacommunity.com/parish/","","","","","","","1223973175827182","1174506743482431,822315774778933","680369109388099","0","","","5","","","",""
"1235614981567924","La Casa","","A transitional housing rehab program for homeless men.","","","","","","","","","1121716306827418","846053195085750","1094898373646373","0","","","1","","","",""
"1255404222445259","Metro Teen Aids","","","","","","","","","4","","","","","0","","","","","","",""
"1265909136483839","East River Family Strengthening Collaborative, Inc. (ERFSC)","ERFSC","The mission of East River Family Strengthening Collaborative, Inc. (ERFSC) is to empower families, youth, seniors and communities to become more self-sufficient through integrated and collaborative community based services utilizing evidence based practices that are family focused and person-centered.","info@erfsc.org","http://erfsc.org/","","","","","7,3","","1236034161171034","1130262805064509","996758537763515","0","","","4","","","",""
"1277014247696961","FLOC","For Love of Children","For Love of Children (FLOC) provides educational services beyond the classroom to help students succeed from first grade through college and career. FLOC brings together students, volunteers, families, and community partners in proven programs that teach, empower, and transform. FLOC&rsquo;s services are provided for free to students from low-income families in the District of Columbia and West Virginia. Our experience shows that when students are encouraged and prepared, they can overcome any challenges and complete their educations.","","https://floc.org/","","","","","4","","1185563905796881,1217517912625492","817448213696064,1179556796046409","1166859805809640","0","","","5","","","",""
"1277625881451110","Allen Chapel AME","","A local church offering a food pantry and clothing closet to the community.","greed@acamec.org","http://acamec.org/","","","","","","","1162124852182078,958276513381633","989493479963998","773036230997063,771442194435641","0","","","5","","","",""
"1289207775329081","Collaborative Solutions for Communities (CSC)","Columbia Heights/Shaw Collaborative","A community organization in DC providing numerous services to help families ranging from parenting skills, to housing services, to youth sports.","​​info@wearecsc.org","https://www.wearecsc.org/","","","","","","","628701475151017,1263413956595979,900585535518556,892242290030635,728933894927396,965489949004254,967551901351951,1158592707921959,1162149686222818,1338519459730817,818888507169972","1341388008462342","1245500028616073","0","","","5","","","",""
"1281888937730435","Andromeda Transcultural Health","","Program to enhance awareness of available mental health services in Washington, DC by engaging the Latino community in outreach events where pamphlets, brochures, and other educational materials will be disseminated.","info@andromedadc.org","http://www.andromedadc.org/","","","","","1,4","","1135119642997578,1273614384596478,580060602461538,853599380702227,1107477274966494,1229961680483259,1166038612489262","956487895866825","783704808784700","0","","","5","","","",""
"1309623395147627","DC OFFICE OF THE CHIEF OF POLICE","","Provides Crisis Intervention services, including Immediate need mental health, protection, victim, or legal assistance","","http://www.mpdc.dc.gov","","","","","","","691601468768441","850149252069185","1013220022014176","0","","","","","","",""
"1315578558618439","DC Department of Behavioral Health (DBH)","","The District of Columbia offers four locations where young people can go to seek help for a drug or alcohol issue. If a young person, under the age of 21, lives in DC and needs help or just wants to talk to someone about his/her drug or alcohol use, he/she can contact one of the treatment providers which are available through a network of providers.","dbh@dc.gov","http://dbh.dc.gov","","","","","1,4","","936010727694695,891803649812249,606430121530643,876179328673488,1255828431025209,1183803576061841,756433271745315,1283223847414633,894487344015737,811251791719847","1229125012382256,737180542817005,1116950121770810,882109019068289,1140118945888036,964783476851565,791466840370210","1233404465582125,1103047411510967,665537720302910,778922579379097,832529372572869,1268130794771257,1140130619656796","1124654739408602","","","","","","",""
"1265547770857863","Father McKenna Center","","The Father McKenna Center is an independent 501(c)3 in the Ignatian Catholic tradition, steps from the US Capitol in Washington, DC. We serve men struggling with homelessness and families in Ward 6 dealing with food insecurity. We provide a structured program supporting our mission of Meetings Needs&hellip; Reclaiming Lives. We depend on community support. If you are able to help you can pray for us, volunteer with us, or donate to support our work.","","","","","","","4","","850231451296174,1081615978709955,1053054069738308,983357706289803,1185047725805350","1121679495003948","827272218664674","0","","","5","","","",""
"1288114944946075","DC Public Library (DCPL) System","","The District of Columbia Public Library (DCPL) is the public library system for residents of Washington, D.C. The system includes 26 individual libraries including Martin Luther King Jr. Memorial Library (the central library). The DC Public Libraries have varying hours of operation and all offer a wide range of services. Beyond checking out books, the Library offers adult education/literacy courses, computer courses, tax preparation assistance, college planning services, and services for job seekers. For more information on each specific library branch refer to the DCPL website. Residents of the DC Metropolitan Area can apply for a library card online or in person by providing identification that includes name and address.","","https://www.dclibrary.org","","","","","1,4","","1173270438890110,975549781096583,1106228409807836,596697894718349,1192051503017633,1279873742633279,944525862208782,1222229505999659,1327196979497339,1143825745813859","","1118017178735628,1220403887966540,1274752047885511,748318220525650,623386708908164,969410719625582,854230368107837,1094057138771894,1129396857159702,1192687808287205,890225932378329,810077928064262,909412769598597,1285941015621805,987580985223381,685641446710222,1123778264785628,1096322006760905,1200713312530612,1256876059595748,1098092408059985,1035196061179073,789492083968992,935244522535810,1168801998093900,967598687864523,1012693305656130","0","","","5","","","",""
"1293547606068658","Breathe DC","","Breathe DC makes every breath count by promoting healthy lifestyles and preventing lung disease throughout the District of Columbia, especially in communities affected by health disparities. We advocate for stronger laws and policies to safeguard healthy air and protect lungs from smoke, air pollution and allergens. Our public health programs empower youth and adults with lung diseases like asthma and COPD to lead fuller, more active lives.","info@breathedc.org","https://breathedc.org","","","","","1","","848660009135175,942680278683430","812603817609541,1112567550907101","933666460806255","0","","","","","","",""
"1303478330484169","DC Central Kitchen","","Community kitchen cafe offering a variety of social ventures to the community including: - Culinary job training - Cafe and catering - Healthy school food - Healthy corner stores - Community meals","","http://www.dccentralkitchen.org/","","","","","1,4","","643521097828873,720253176536744","1110274733413246","1044411535350668","9.3161036372445E+32","","","4","","","",""
"1316999943437051","OIC/DC","Opportunities Industrialization Center","Offers services to unemployed individuals seeking professional development.","","http://oicdc.org/","","","","","","","1118129820102814,1202085877211897,1214829481056623,927444702701934","1278657417622868,1088107308667966,706325857726632,1232556632719554,1099793573985181","1275795457873123,1197859127148279","769070738624257","","","5","","","",""
"1275681929536705","Helping Hands Food Distribution Ministry (First Rising Zion Baptist)","","An emergency food pantry once every other Tuesday from 10:00AM to 12:00PM.","","http://www.firstrising.org/community-outreach/helping-hands.html","","","","","4","","786696636711619","936575749678024","891549215171790","0","","","2","","","",""
"1297467042568288","The United Church","","A local church offering services to the community.","info@theunitedchurch.org","http://www.theunitedchurch.org/","","","","","4","","1243657038645919","627977115724206","1091350492556485","0","","","5","","","",""
"1321593994370513","Community Outreach and Development","Community Development Corporation Community Outreach","Community Outreach and Development (Community Development Corporation Community Outreach) is a nonprofit organization established in the year 2000 whose mission is developing and implementing programs to better the quality of life for families and individuals. Our vision is to provide quality services that enable persons to become self-sufficient and productive members of the community. Our main service areas are outlined in this brochure: Community Services and Economic Development. The programs implemented are focused on nurturing self-empowerment, which we believe creates a better quality of life for those persons who contact us. Each year, we serve more than 6,500 individuals, with everything from food and clothing to financial assistance and workforce development resources. We recognize that alone we are unable to address the many needs of our community; because of this, we have initiated many partnerships with law enforcement, educators, the business community, the faith community, and the agencies and organizations that share our mission.. It is through these partnerships that we have been able to accomplish many of our successes.","","https://www.communityoutreachcdc.org/","","","","","","","1298470590884073,976249584318959,1238104857551012,826183970673949,1138627636801968,1169733605000890,873315756007935","1284225932067215","1195204292292590","0","","","4","","","",""
"1329764475795847","DC Department of Health (DC Health)","DC Department of Health","DC Health promotes health, wellness and equity, across the District, and protects the safety of residents, visitors and those doing business in our nation&rsquo;s Capital. Our responsibilities include identifying health risks; educating the public; preventing and controlling diseases, injuries and exposure to environmental hazards; promoting effective community collaborations; and optimizing equitable access to community resources.","doh@dc.gov","https://dchealth.dc.gov/page/about-dc-health","","","","","1,3,4","","990059361209852,985539150706956,878843131559556,566547951213450,770578690423338,1154573023147130,845610250708517,1336040674276309,586144902080222,1070313721456673,785571229155728","1216806933209657,1136859825297998,1255263840665286,1101511359629297,791466840370210","1182708981110979","0","","","5","","","",""
"1278194418924146","NATIONAL MULTIPLE SCLEROSIS SOCIETY: TRANSPORTATION","","Provides cab vouchers, a maximum of two times a month, for multiple sclerosis related visits to doctors, support groups and counselors.","","http://nationalmssociety.org","","","","","","","827405714878337","929204956121811","825454741717939","0","","","","","","",""
"1280943812182660","Central Union Mission","Central Union Mission, DC","Central Union Mission is a faith-based 501(c)(3) nonprofit organization and the oldest private social service agency in Washington, DC. In addition to its emergency shelter, which provides over 62,000 bed-nights each year, the Mission operates a holistic, Christ-centered transformation and workforce development program for men, provides benefits for veterans, helps people overcome addictions, operates a food and clothing distribution center, which provides food for over 4000 people each month, runs a camp for underprivileged children, and offers a ministry to families and senior citizens. The Mission is continually developing its programs to meet the changing needs of the community. Its programs serve homeless men, underprivileged women, children, seniors, families and veterans. One life at a time, the Mission works to help transform the area’s toughest rehabilitation cases—including drug addicts, gang members, criminal offenders and the chronically homeless—into productive members of society. The Mission’s programs have an extremely high success rate at helping individuals overcome addiction and homelessness and achieving independent living. Central Union Mission serves hurting people throughout the Washington Metropolitan Area. We serve homeless men, families living in poverty, children from at-risk neighborhoods and the growing Hispanic population in the city. Gospel Rescue Ministries (GRM) at 810 5th St., Washington, DC, 2600 12th Street NE, Washington, DC, and 512 I Street NW, Washington, DC, is no longer in operation; it closed and its programs ended in 2014.Central Union Mission is carrying on some of GRM’s work including: Men’s homeless shelter https://www.missiondc.org/need-help/ Ready To Work employment program https://missiondc.org/what-we-do/mens-ministry/workforce/ Drug rehab and mental health services https://www.missiondc.org/what-we-do/mens-ministry/ Food, clothing and housewares https://www.missiondc.org/what-we-do/family-programs/ Lambert House – five apartment units for occupancy by low-income families. GRM’s funeral flowers program, women’s shelter, bi-polar clinic and senior assisted living home are no longer operational.","info@missiondc.org","https://www.missiondc.org","501(c)(3)","","","non-profit","4","","1135547983717044,659175264242163,1136496312754304,638870700632782,929579985962021,1156988661828912,1333335607705891,911241036881136,1317811461953516,1266964744981497,967262538035937,1172430599453041,795565312115643,1188657221119765,897674219161316,1074220347849802,1275451737359298,914571037644850,1202173337787980","1115681868338239,586495561196370,1293409383366678",",599293678245907,893134611210108,1139106965939659,1173183937901099,1193878881902253,1263054632249689","665075480640472","","","","https://www.facebook.com/missiondc.org","https://twitter.com/centralunion","https://www.instagram.com/CentralUnionMission/",""
"1287549685614240","Mary's Center","","Mary's Center is a comprehensive health and wellness network with several locations across the greater DC area. Services include - Medical - Behavioral Health - Dental - Social Services - Education","","http://www.maryscenter.org/","","","","","1,7,3","","935391639326831,927583086660595,877408991389663,771415038083007,916595636524322,912682382040353,1222212212143407,1171041183154896,1330210073954058,1102764489219960,570279198497703,834474801815094,600311424612877,1049979809257514,1135984147096642,828981302922460,615102245607234,1073305429578122,1281873572081806,819105625973846,561831919465625,567687090092713,1149133594765984,1054654881182092,993277267161005,786774420218226,775374911143656,937541358474144","778009372167424,975713005890497,1189639205230727,1249506930671270,1129615071986566,878727208421151,1078907666894476,735602797720246,1286678020555394,1265664741921509,1168652950228732,874710112690169,920921778156664,1257181434931228,765691996005770",",953875575104132,991046422392107,1146850101014457,1175190163226960,1202618027693441,1333682431246536,1333682431246538,1333682431246539,1333682431246540","0","","","","","","",""
"1284952943863665","Unity Health Care","","As the largest network of community health centers in Washington, D.C., Unity Health Care provides a full range of health and human services to meet the needs of our communities through a network of over 28 traditional and non-traditional health sites and a mobile medical outreach vehicle. Our team of compassionate and multicultural health professionals place Unity values into action every day to bring whole-person care and wellness to nearly 100,000 patients through 475,000 visits annually. Deeply rooted in the District’s neighborhoods for over 35 years, Unity strives to promote healthier communities through compassion and comprehensive primary and specialty health care and wrap-around services, regardless of ability to pay. Financial Statement: Unity Health Care provides quality healthcare regardless of patients' immigration status, residence, and/or ability to pay. We accept all patients including those with Medicare, Medicaid, AmeriHealth, AmeriGroup DC, Trusted Health Plan, and private insurance. Based on your income you may qualify for free or discounted fees. Please see the sliding fee scale.","","http://unityhealthcare.org","","","","","1,3,4","","568848745429108,1085691019894863,637056281967653,654079377709904,641492455035039,798441899320042,797730088708586,1188051468871668,650113925000399,868432737886085,1140724818955853","661172727532291",",610544508126672,580857017779168,671699874900293,624574598656861,633623168263940,780622753430249,777544006426049,800464838128526,848643167597481,898537800432105,929361885175005,935485129696113,945974432326654,970045820687110,941990903583859,957520333540238,1167767752140850,1159744769911269,1225318904357849,1229706459709655,1255140834443689,1296924653275525","0","","","","https://www.facebook.com/UnityHealthCareInc/","","https://www.instagram.com/unityhealthcareinc/?hl=en",""
"1296086003080295","Nourish Now","","Nourish Now is a 501c3 nonprofit food bank, specializing in food recovery and providing donations from grocers, caterers, restaurants, bakeries, and other food donors for the benefit of children, families, and the elderly, as well as shelters, food pantries, and other organizations working to end hunger. Through our programs, viable food partners are identified, and donations of food are recovered and redistributed through our network.","info@nourishnow.org","https://nourishnow.org/","","","","","","","699332863961289","1006591780834143","789780848857990","0","","","5","","","",""
"1311337308136967","Latin American Youth Center","LAYC","LAYC’s mission – to empower a diverse population of youth to achieve a successful transition to adulthood through multicultural, comprehensive, and innovative programs that address social, academic, and career needs – now incorporates lessons learned from almost two years of operating during a pandemic. Community support has enabled us to create a path forward, boosted our morale, and encouraged us to push on.","info@layc-dc.org","http://www.layc-dc.org/","","","","","3,4","","665233370065008,1219445943923328,1242062893800378,1073041672347811,990789256930274,1136409058298095,1343816429794125,1204854175620898,930620453165185,954262853935362,838936758542114,1204195770141501,1215666375374993,573886519226225","1010841661449489,914187484659324,1218674683375495,832941483405417,800792775269483,608468980089073,954572594740820,686053042718087,1115181462521049,797956009759567,1304888869194799,768537491434587,1081102693125638,1185887567683597",",895829905770410,1273232122875210","1.2614425594547E+195","","","5","","","",""
"1345471385548761","DC Department of Housing and Community Development (DHCD)","","The mission of the Department of Housing and Community Development (DHCD) is to create and preserve opportunities for affordable housing and economic development and to revitalize underserved communities in the District of Columbia. DHCD focuses on three strategic objectives: preserving and increasing the supply of quality affordable housing; increasing homeownership opportunities; and revitalizing neighborhoods, promoting community development, and providing economic opportunities.","dhcd@dc.gov","https://dhcd.dc.gov/","","","","","","","884845307034551,667098473674913","1187982557400502","759315113269853","0","","","","","","",""
"1347505314266969","DC Department of Health Care Finance (DHCF)","","The Department of Health Care Finance (DHCF), formerly the Medical Assistance Administration under the Department of Health, is the District of Columbia&rsquo;s state Medicaid agency. The mission of the Department of Health Care Finance is to improve health outcomes by providing access to comprehensive, cost-effective and quality healthcare services for residents of the District of Columbia. In addition to the Medicaid program, DHCF also administers insurance programs for immigrant children, the State Child Health Insurance Program (S-CHIP or CHIP) and Medical Charities (a locally funded program).","dhcf@dc.gov","https://dhcf.dc.gov/","","","","","1","","988299332485221,819876815045177,1179579948367764,906941638249299,1128952488713927","852459537309170,791466840370210","673635399946198","0","","","","","","",""
"1351080129222819","Third Street","","","","http://www.thirdstreet.org","","","","","","","857845196225447","","924308059712002","0","","","","","","",""
"1351080129222822","Maryland 2-1-1","2-1-1 Maryland","2-1-1 Maryland connects Marylanders to the health and human services they need to achieve a more stable life for themselves and their families. 2-1-1 is an easy to remember telephone number that gives Marylanders access to information about resources and services they need to thrive.","info@211MD.org","https://211md.org/","","","","","1","","","",",1333682431246527","","","","","https://www.facebook.com/211Maryland/","https://twitter.com/211maryland?lang=en","https://www.instagram.com/call211maryland/?hl=en",""
"1351080129222827","DC Court Services and Offender Supervision Agency (CSOSA)","","CSOSA’s Community Supervision program constitutes the probation and parole system for adults in the District of Columbia. CSOSA’s approach to community supervision emphasizes assessment, intervention, and accountability. In addition to the conditions of release imposed by the Superior Court for the District of Columbia (for individuals on probation) or the United States Parole Commission (for individuals on parole or supervised release), CSOSA develops an individualized supervision plan for each person entering supervision. Based on a comprehensive assessment, this plan identifies the person’s specific risk level and needs, as well as the specific program strategies that can be employed to meet those factors. This program strategy, coupled with stringent standards of contact and surveillance helps CSOSA protect the public and provide the men and women we supervise with the services they need to improve their lives.","contact@csosa.gov","https://www.csosa.gov/","","","","","1,4","","","","","","","","","","","",""
"1351080129222828","Criminal Justice Coordinating Council (CJCC)","","As an independent agency, the Criminal Justice Coordinating Council (CJCC) for the District of Columbia is dedicated to continually improving the administration of criminal justice in the District. The mission of the CJCC is to serve as the District of Columbia’s forum for District and federal members to identify cross-cutting local criminal and juvenile justice system issues and achieve coordinated solutions for the criminal and juvenile justice systems. CJCC also facilitates and supports member-identified priorities, strategies and initiatives that will improve public safety, and the related criminal and juvenile justice services for District of Columbia residents, visitors, victims, and justice-involved individuals. The CJCC draws upon local and federal agencies and individuals to develop recommendations and strategies for accomplishing this mission. The guiding principles are: creative collaboration, community involvement and effective resource utilization. The CJCC is committed to developing targeted funding strategies and comprehensive management of information through the use of integrated information technology systems and social science research.","dccjcc@dc.gov","https://cjcc.dc.gov/","","","","","4","","","","","","","","","","","",""
"1351080129222829","Child and Family Services Agency","CFSA","The DC Child and Family Services Agency (CFSA) is the public child welfare agency in the District of Columbia responsible for protecting child victims and those at risk of abuse and neglect and assisting their families.","cfsa@dc.gov","https://cfsa.dc.gov/","","","","","1,3,4","","","","","","","","","","","",""
"1351080129222830","Institute for Public Health Innovation","IPHI","IPHI creates partnerships across sectors and cultivates innovative solutions that improve health and well-being for populations and communities across the District of Columbia, Maryland, and Virginia, with a particular focus on those most affected by health inequities.","info@institutephi.org","https://www.institutephi.org/","","","","","1","","","",",1333682431246535","","","","","","https://twitter.com/institutephi","",""
"1351080129222831","GW Medical Faculty Associates","The GW Medical Faculty Associates, GW MFA","The GW Medical Faculty Associates is the largest independent physician group in the Washington metropolitan area – with 51 specialties and more than 750 providers committed to coordinated, patient-centered care built on a rich history of academic medicine.","","https://www.gwdocs.com/","","","","","1,3","","","","","","","","","","","",""
"1351080129222832","GW Hospital","George Washington University Hospital, GWU Hospital","GW Hospital provides primary, specialty, and emergency care right in your neighborhood. Schedule an appointment by calling 888-4GW-DOCS or search for a doctor online.","","https://www.gwhospital.com/","","","","","1,3,4","","","","","","","","","","","",""
"1351080129222833","Green and Healthy Homes Initiative","Green & Healthy Homes Initiative","GHHI is dedicated to addressing the social determinants of health and the advancement of racial and health equity through the creation of healthy, safe and energy efficient homes. By delivering a standard of excellence in its work, GHHI aims to eradicate the negative health impacts of unhealthy housing and unjust policies for children, seniors and families to ensure better health, economic and social outcomes for low-income communities of color.","info@ghhi.org","https://www.greenandhealthyhomes.org","","","","","","","","","","","","","3","https://www.facebook.com/GHHInational","https://twitter.com/HealthyHousing","",""
"1351080129222834","Mary Elizabeth House","","Supporting the positive development of young, single mothers and their children through life-skills training, education and workforce guidance, counseling and housing. We provide life-skills training and support for young mothers who are in or have aged-out of the child welfare system. All of our young mothers have experienced family disruption and a host of other challenges that substantially impact their lives. The Mary Elizabeth House offers skills in home management, employment, educational attainment and supportive parenting. Our structured residential program, educational supports, mental health counseling, and spiritual guidance help to stabilize young women and their children impacted by weak family and community connections, trauma, neglect and abuse. Our organization supports young mothers, between the ages of 17 and 24, in a supportive five-year housing program. The children benefit from our AsA Early Learning Academy (preschool program) which is also open to community children. The Mary Elizabeth House assumes the full cost of maintaining our independent living facility and of all the programming provided to participants during their stay.","info@maryelizabeth.org﻿","https://www.maryelizabeth.org/","","","","","3","","","",",1333682431246581","","","","3","","","",""
"1351080129222835","New Heights Program for Expectant and Parenting Students","","The New Heights Program is a school-based service delivery program providing expectant and parenting DCPS students (male or female) with the assistance, support and guidance they need to handle the responsibilities of raising a child and graduating from high school. The program seeks to keep students engaged in school, improve the graduation rates of these students, prepare them for college or career, and prevent subsequent pregnancies. Provides assistance with services and programs around the city including: - Securing Childcare Referral - Applying for Home and Hospital Instruction Program (HHIP) while out of school on bed rest or as a result of childbirth - Receiving FREE items for your child through an incentive program. Provides Information about: - WIC - Housing - TANF, Medicaid and Food Stamps - Employment and Job Training Opportunities - College/University Admissions - Language Access/Interpretations Students participating in New Heights work as partners with program staff members to develop strengths-based solutions to the challenges confronting them and their children. Primary program components include supportive case management, educational workshops, advocacy, academic support and program incentives.","","https://dcps.dc.gov/page/expectant-and-parenting-students","","","","","3","","","","","","","","","","","",""
