"id","name","service_id","location_id","service_at_location_id","weekday","valid_from","valid_to","opens","closes","dtstart","until","wkst","freq","interval","byday","byweekno","bymonthday","byyearday","description","opens_at","closes_at","schedule_holiday","schedule_closed","open_24_hours"
"1186395037657157","UPO Comprehensive Treatment Center - Saturday","896329421364349","669512480103420","","Saturday","","","7:00AM","11:00AM","","","","","","","","","","","","","","",""
"1209041233730116","Mc Kendree UMC - Food and Clothing","1011096322447568,958276513381633","","","Friday","","","10:00AM","2:00PM","","","","","","","","","","","","","","",""
"1223117954404887","Courtney's House - Main Hours","927357871286669","","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1233832603772109","Ayuda MD Office Schedule","","573970502850349","","Monday-Friday","","","8:30AM","4:30PM","","","","","","","","","","","","","","",""
"1243611708948123","Yachad","787172371237208,569553997851039","","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1242781564693247","City of Praise Food Pantry","1011096322447568","","","Tuesday & Thursday","","","4:30PM","6:00PM","","","","","","","","","","","","","","",""
"1244077749546922","Martha's Table - Rita Bright - Community Market","867810178957304","1280629114863869","","Last Thursday of each month","","","10:00AM","12:00PM","","","","","","","","","","","","","","",""
"1248064033669659","LAYC DC Center - M,W,F","665233370065008,1073041672347811,930620453165185,1204854175620898,838936758542114,1204195770141501,1215666375374993,573886519226225,1343816429794125","1273232122875210","","Monday, Wednesday, Friday","","","8:00AM","7:00PM","","","","","","","","","","","","","","",""
"1245006706894337","Church of Our Saviour/Silver Spring Next Steps Schedule","1279930862215019","1300388977460036","","Tuesday, Thursday","","","9:00AM","1:00PM","","","","","","","","","","","","","","",""
"1248867590822310","Children's Law Center - Main Hours","","1116308991917029","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1194392879452676","Far Southeast Family Strengthening Collaborative - Tue, Thur","949725297401271,763106931954514,936906190018086,678336489867060,1102032278098336,1277554928342075,954270986825825,618510425235763","","","Tuesday, Thursday","","","9:00AM","8:00PM","","","","","","","","","","","","","","",""
"1211474833190336","Food Distribution - Salvation Army Center","1291646983149791","612821914479266","","Thursdays","","","2:00PM","5:00PM","","","","","","","","","","","","","","",""
"1211630756644865","A Wider Circle - Sunday","825698319066110,858728937671038","1134996153077734,1293661242956981","","12:00PM","","","6:00PM","","","","","","","","","","","","","","","",""
"1212650235906379","FLOC - Sat","1185563905796881,1217517912625492","","","Saturday","","","9:00AM","4:00PM","","","","","","","","","","","","","","",""
"1239905610045057","Mary's Center - Fort Totten - Medical Hours","1135119642997578,927583086660595,778121485505827,1215666375374993,1222212212143407,771415038083007,1330210073954058,935391639326831","953875575104132","","Monday - Friday","","","8:00AM","6:00PM","","","","","","","","","","","","","","",""
"1256040996018645","Conway Health and Resource Center - Emotional Wellness Hours - Thursday","915604912347301,1086669106439677","1279229683648851","","Thursday","","","8:30AM","8:00PM","","","","","","","","","","","","","","",""
"1263556797936291","Arlington/Northern Virginia Next Steps Schedule","1279930862215019","1125282502738313","","Tuesday-Thursday","","","9:00AM","1:00PM","","","","","","","","","","","","","","",""
"1227089097218053","LAYC - DC Center - T,TH","665233370065008,1073041672347811,930620453165185,1204854175620898,838936758542114,1204195770141501,1215666375374993,573886519226225,1343816429794125","1273232122875210","","Tuesday, Thursday","","","8:00AM","8:00PM","","","","","","","","","","","","","","",""
"1238944967134645","24 Hours - PIW","","908423552645976","","7 days a week","","","24 Hours","","","","","","","","","","","","","","","",""
"1262321195479605","Catholic Charities Legal Network Wed, Thur","612333310679780","","","Wed-Thur (Closed 12-2pm)","","","9:30AM","7:00PM","","","","","","","","","","","","","","",""
"1263611981988163","Early Stages","852293839945847","","","Monday - Friday","","","8:30AM","4:30PM","","","","","","","","","","","","","","",""
"1261407337450702","Miriam's Kitchen Dinner","1214461475383160","","","Monday - Friday","","","4:45PM","5:45PM","","","","","","","","","","","","","","",""
"1264033974254119","UPO Comprehensive Treatment Center - Mon-Fri","896329421364349","669512480103420","","Monday - Friday (closed 1-2pm)","","","9:45AM","6:00PM","","","","","","","","","","","","","","",""
"1266577223833021","Nativity Shelter","1221652904126057","","","Sunday - Monday","","","7:00PM","7:00AM","","","","","","","","","","","","","","",""
"1224910271497053","Elaine Ellis - DC - Friday","1225681361275050,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524","1114551742239605","","Friday","","","9:30AM","2:00PM","","","","","","","","","","","","","","",""
"1276563086145092","Lutheran - AA -","","","","","","","","","","","","","","","","","","","","","","",""
"1274589060108858","Welcome Center Health Clinic - Wednesday","603666914258436,660274006512095","1260258325512587","","Wednesday","","","1:00PM","3:00PM","","","","","","","","","","","","","","",""
"1288075226708754","ERFSC Mon-Thur","1236034161171034","","","Monday - Thursday","","","8:30AM","7:00PM","","","","","","","","","","","","","","",""
"1287674050055454","Covenant House Washington","1162872937044136,1099503418949118,656227428086310,890897735410541,767973914805055,1011096322447568,1109422900006648,631018985097612,605021814890791,951898939560579","1205691016832902","","Monday - Friday","","","8:00AM","6:00PM","","","","","","","","","","","","","","",""
"1291691688879158","Mayor's Office of LGBTQA Affairs","576738057093594","1132814241177816","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1250681071933483","CSC","628701475151017,1263413956595979,900585535518556,892242290030635,728933894927396,965489949004254,967551901351951,1158592707921959,1162149686222818,1338519459730817,818888507169972,1121716306827418","1245500028616073","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1250568651405156","Lorton Community Action Center - Mon, We-Fri","614660449605719,827054024656401,1228983284901807","625247779378848","","Monday, Wed-Fri","","","8:00AM","4:00PM","","","","","","","","","","","","","","",""
"1255351772045234","Miriam's Studio - Morning","944086458634778","","","Monday - Friday","","","8:15AM","9:45AM","","","","","","","","","","","","","","",""
"1259777909777291","Salud es Vida Bilingual Health Hotline","","","","","","","","","","","","","","","","","","","","","","",""
"1270826539944522","Main Headquarters and Family Support Program","957679721511506,825698319066110,1205734509587882","744169816237550","","Monday - Friday","","","8:30AM","5:30PM","","","","","","","","","","","","","","",""
"1285390265766504","Hughes Memorial UMC - Clothing & Food Pantry","1105712633636720,1011096322447568","","","Second Saturday","","","11:00AM","1:00PM","","","","","","","","","","","","","","",""
"1290678395479250","Manna Market - Tue/Thur AM","1291646983149791","957027288949288","","Tuesday, Thursday","","","9:00AM","12:00PM","","","","","","","","","","","","","","",""
"1294106385917788","Rockville Welcome Center","640700715075294","1190288283777701","","Monday - Saturday","","","6:00AM","2:00PM","","","","","","","","","","","","","","",""
"1293485875322731","JSSA Meals on Wheels","1248465838378546","","","Monday-Friday","","","9:00AM","12:30PM","","","","","","","","","","","","","","",""
"1294752347514979","HIPS - Drop In - Friday","822981725695134,808409696885770,604071251546446,1308810783033235","1179563747654780","","Friday","","","1:00PM","4:00PM","","","","","","","","","","","","","","",""
"1243886507260834","Central Union Emergency Shelter","659175264242163,1136496312754304,638870700632782,929579985962021,1156988661828912,1333335607705891,911241036881136,1317811461953516,1266964744981497,573712074661708,967262538035937","1139106965939659","","Monday - Friday","","","7:30AM","10:00PM","","","","","","","","","","","","","","",""
"1278111949794095","UPO Petey Greene - Mon-Fri","823287765002075,1272403811888637,1115773035158894,1097124274962034,1244177955657488,824403148838289,1222343403264201,782329565925103,828103015767690,1280097613047736,925701018774057,957811011700764,790527027022440,1234923855165980,1274090737385222,1131822692438420,944606179638640","1288442867873978","","Monday - Friday","","","9:45AM","6:00PM","","","","","","","","","","","","","","",""
"1288729815290129","United Community - Main Office - Food Pantry - Mon & Fri","795565312115643","1245305987898697","","Monday & Friday","","","9:00AM","12:00PM","","","","","","","","","","","","","","",""
"1292549721181529","Dupont Park SDA - Food Pantry + Clothing Closet - Tuesdays","1011096322447568,958276513381633","","","First, second, and fourth Tuesday of the month","","","9:30AM","12:00PM","","","","","","","","","","","","","","",""
"1300436814201650","OIC/DC Mon, Fri","1118129820102814","1275795457873123","","Monday, Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1306923898154738","Martha's Table Headquarters at the Commons - Extended Market Hours","925876618282340","636848661261240","","Tuesday","","","11:00AM","6:00PM","","","","","","","","","","","","","","",""
"1303155790465875","Food Distribution - Gaithersburg Middle School","1291646983149791","850095150902601","","Tuesday, Thursday","","","4:00PM","7:00PM","","","","","","","","","","","","","","",""
"1303254102562307","Northwest Center - Monday","1299749997616354,806763348310571","802247163324047","","Monday","","","9:30AM","8:00PM","","","","","","","","","","","","","","",""
"1247715322871940","N Street Village - Unity Health Clinic","1146482188745759","","","Tuesday & Thursday","","","9:00AM","12:00PM","","","","","","","","","","","","","","",""
"1279083224781037","McClendon Center - Day Program","","783199676002765","","Monday - Friday","","","8:00AM","5:00PM","","","","","","","","","","","","","","",""
"1284034006557656","Marie Reed Health Center - Dental Hours - Mon, Tue, Thur, Fri","1225681361275050","810081831183407","","Mon, Tue, Thur, Fri","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1288229674069325","Lorton Registration Hours - Monday","614660449605719,827054024656401,1228983284901807","","","Monday","","","1:00PM","3:00PM","","","","","","","","","","","","","","",""
"1284813420872854","Elaine Ellis - DC - Mon & Wed","1225681361275050,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524","1114551742239605","","Monday & Wednesday","","","9:00AM","6:00PM","","","","","","","","","","","","","","",""
"1287394610865897","Miriam's Studio - Afternoon","944086458634778","","","Monday - Friday","","","2:30PM","4:00PM","","","","","","","","","","","","","","",""
"1290370078532025","HIPS - Mobile Outreach - Monday - Wednesday","1242580580751174","","","Monday - Wednesday","","","12:00PM","5:00PM","","","","","","","","","","","","","","",""
"1301250832040896","Hughes Memorial UMC - NA/AA","745288994645838","","","Friday","","","7:00PM","8:00PM","","","","","","","","","","","","","","",""
"1261898329520826","Family Health and Birth Center - Emotional Wellness - Tuesday","915604912347301,621585086191000,1185359834982349","898004780647297","","Tuesday","","","8:30AM","8:00PM","","","","","","","","","","","","","","",""
"1289363777325532","Neighbors' Consejo","1019809336799909,854557082490435","834393407905740","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1300752151799822","Martha's Table Headquarters at the Commons - Market Hours","925876618282340","636848661261240","","Monday, Wednesday-Friday","","","11:00AM","4:00PM","","","","","","","","","","","","","","",""
"1315911736056966","My Sister's Place","930016985181850,888508309645148,740783063728260,937636854587265","","","Monday - Friday","","","10:00AM","6:00PM","","","","","","","","","","","","","","",""
"1315959235237163","Manna Market - Wed/Fri AM","1291646983149791","957027288949288","","Wednesday, Friday","","","10:00AM","12:00PM","","","","","","","","","","","","","","",""
"1321496808052770","Mamatoto Village - Mon-Fri","1006868535209989,704832527436297,800852356091403,837150649376459","1153279049261324","","Monday-Friday","","","9:30AM","4:00PM","","","","","","","","","","","","","","",""
"1324986067958938","Marie Reed Health Center - Medical Hours - Sat","573712074661708,1107196998383990","810081831183407","","Saturday","","","9:00AM","3:30PM","","","","","","","","","","","","","","",""
"1323454328809962","La Casa Community Health Action Center","1171107809657948,1182835937166583,1108270050321045,1163788260715796,619865391321510","1247065547409159","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1331086012374481","LCDP - 15th St Wednesday","1095497824033311,948838805132982,952194300736035,1281848063989826,1095945124402776,841673521697595,1099208107604478,1252999982476801,770730332028956,1171107809657948,1182835937166583,1108270050321045","1116757915659329","","Wednesday","","","8:30AM","8:00PM","","","","","","","","","","","","","","",""
"1327468543320453","St Anthony of Padua Church (VA) Office Hours - Weekdays","","680369109388099","","Monday-Friday","","","9:00AM","7:00PM","","","","","","","","","","","","","","",""
"1267435606144111","Manna Market - Tue/Thur PM","1291646983149791","957027288949288","","Tuesday, Thursday","","","4:00PM","7:00PM","","","","","","","","","","","","","","",""
"1270016002630952","Hughes Memorial UMC - CAP","","","","","","","","","","","","","","","","","","","","","","",""
"1270082994611497","Manna Market - Wed/Fri PM","1291646983149791","957027288949288","","Wednesday, Friday","","","1:00PM","3:00PM","","","","","","","","","","","","","","",""
"1276009493634341","National Baptist Memorial Church - Food Pantry & Clothing Closet","1257701331454062,770158427613270","","","2nd & 4th Saturday","","","9:00AM","11:00AM","","","","","","","","","","","","","","",""
"1284665114387253","Saturday ESL","1233124771884739","1006643802398414,750119883782411","","Saturday","","","9:00AM","1:00PM","","","","","","","","","","","","","","",""
"1301758325765281","United Community - Main Office","795565312115643,1214338575557271,778515041064471,804348455722045,605278265206856,862710749221593,827054024656401","1245305987898697","","Monday - Friday","","","9:00AM","5:30PM","","","","","","","","","","","","","","",""
"1334350080962031","Marie Reed Health Center - Dental Hours - Wednesday","1225681361275050","810081831183407","","Wednesday","","","9:00AM","6:00PM","","","","","","","","","","","","","","",""
"1338504372190060","Marie Reed Health Center - Emotional Wellness Hours - Mon, Tue, Thur, Fri","915604912347301","810081831183407","","Mon, Tue, Thur, Fri","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"1329824126485066","Central American Resource Center","826575730085111,629441538824999,625010110827987,1183837054694105,1309075999603061,576233469616692,1290826855930269,1098034582826680","","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1338861885600893","HIPS - Drop In - Tue-Thur","822981725695134,808409696885770,604071251546446,1308810783033235","1179563747654780","","Tuesday - Thursday","","","10:00AM","4:00PM","","","","","","","","","","","","","","",""
"1338861885600931","","677821283847495","","","monday,tuesday,wednesday,thursday,friday,saturday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885600937","","677821283847495","","","sunday","","","12:00pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885600996","","","1333682431246527","","monday","","","14:26","17:27","","","","","","","","","","","","","","",""
"1338861885601007","","1157089206097365","","","thursday,friday","","","Closed","16:30","","","","","","","","","","","","","","4,5",""
"1338861885601011","","1342355454259613","","","monday","","","Closed","16:30","","","","","","","","","","","","","","1",""
"1338861885601012","","1342355454259613","","","tuesday,wednesday,thursday,friday","","","Closed","","","","","","","","","","","","","","","2,3,4,5",""
"1338861885601032","","1350703837531675","","","monday,tuesday,wednesday,friday","","","4:30pm","4:30pm","","","","","","","","","","","","","","",""
"1338861885601035","","1350703837531675","","","thursday","","","4:00pm","4:00pm","","","","","","","","","","","","","","",""
"1338861885601037","","1350703837531675","","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601046","","","1333682431246530","","monday","","","4:00pm","4:00pm","","","","","","","","","","","","","","",""
"1338861885601047","","","1333682431246530","","tuesday","","","4:30pm","4:30pm","","","","","","","","","","","","","","",""
"1338861885601054","","","1333682431246531","","monday","","","4:30pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601055","","","1333682431246531","","tuesday,thursday","","","5:00pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601056","","","1333682431246531","","wednesday","","","5:00pm","4:30pm","","","","","","","","","","","","","","",""
"1338861885601058","","","1333682431246531","","friday","","","6:30pm","6:30pm","","","","","","","","","","","","","","",""
"1338861885601059","","","1333682431246531","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601062","","","1148893965275945","","monday","","","4:30pm","4:30pm","","","","","","","","","","","","","","",""
"1338861885601063","","","1148893965275945","","tuesday,friday","","","5:00pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601064","","","1148893965275945","","wednesday","","","5:30pm","5:30pm","","","","","","","","","","","","","","",""
"1338861885601065","","","1148893965275945","","thursday","","","5:30pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601067","","","1148893965275945","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601073","","1350703837531677","","","monday","","","4:30pm","4:30pm","","","","","","","","","","","","","","",""
"1338861885601074","","1350703837531677","","","tuesday","","","5:00pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601080","","1350703837531678","","","monday","","","5:00pm","5:30pm","","","","","","","","","","","","","","",""
"1338861885601081","","1350703837531678","","","tuesday","","","6:00pm","6:00pm","","","","","","","","","","","","","","",""
"1338861885601088","","","1333682431246532","","monday","","","5:00pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601089","","","1333682431246532","","tuesday","","","7:00pm","7:00pm","","","","","","","","","","","","","","",""
"1338861885601090","","","1333682431246532","","wednesday","","","6:30pm","6:30pm","","","","","","","","","","","","","","",""
"1338861885601091","","","1333682431246532","","thursday","","","6:00pm","6:30pm","","","","","","","","","","","","","","",""
"1338861885601092","","","1333682431246532","","friday","","","6:00pm","5:30pm","","","","","","","","","","","","","","",""
"1338861885601093","","","1333682431246532","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601096","","1350703837531679","","","monday","","","6:30pm","6:30pm","","","","","","","","","","","","","","",""
"1338861885601097","","1350703837531679","","","tuesday","","","7:30pm","8:00pm","","","","","","","","","","","","","","",""
"1338861885601098","","1350703837531679","","","wednesday","","","8:30pm","8:00pm","","","","","","","","","","","","","","",""
"1338861885601099","","1350703837531679","","","thursday","","","8:30pm","8:30pm","","","","","","","","","","","","","","",""
"1338861885601100","","1350703837531679","","","friday","","","8:00pm","9:00pm","","","","","","","","","","","","","","",""
"1338861885601101","","1350703837531679","","","saturday","","","6:30pm","7:00pm","","","","","","","","","","","","","","",""
"1338861885601102","","1350703837531679","","","sunday","","","7:30pm","7:00pm","","","","","","","","","","","","","","",""
"1338861885601103","","","547101019208237","","monday","","","5:00pm","5:00pm","","","","","","","","","","","","","","",""
"1338861885601104","","","547101019208237","","tuesday","","","7:00pm","7:00pm","","","","","","","","","","","","","","",""
"1338861885601105","","","547101019208237","","wednesday","","","6:30pm","6:30pm","","","","","","","","","","","","","","",""
"1338861885601106","","","547101019208237","","thursday","","","6:00pm","6:30pm","","","","","","","","","","","","","","",""
"1338861885601107","","","547101019208237","","friday","","","6:00pm","5:30pm","","","","","","","","","","","","","","",""
"1338861885601108","","","547101019208237","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601134","","1049005398980524","","","sunday","","","Closed","","","","","","","","","","","","","","","7",""
"1338861885601234","","756512918126172","","","monday,tuesday,wednesday,thursday,friday","","","8:00am","6:00pm","","","","","","","","","","","","","","",""
"1338861885601239","","756512918126172","","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601348","","","1333682431246535","","monday,tuesday,wednesday,thursday,friday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601356","","1350703837531685","","","monday,tuesday,wednesday,thursday,friday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601361","","1350703837531685","","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601430","","","1333682431246541","","monday,tuesday,wednesday,thursday,friday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601435","","","1333682431246541","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601477","","","1333682431246543","","monday","","","9:00am","5:30pm","","","","","","","","","","","","","","",""
"1338861885601478","","","1333682431246543","","tuesday,wednesday,thursday,friday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601605","","","1333682431246544","","monday,tuesday,wednesday,thursday,friday","","","8:15am","4:45pm","","","","","","","","","","","","","","",""
"1338861885601610","","","1333682431246544","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601850","","","1333682431246546","","monday,tuesday,wednesday,thursday,friday","","","8:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601855","","","1333682431246546","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601858","","","1333682431246547","","monday,tuesday,wednesday,thursday,friday","","","8:30am","4:00pm","","","","","","","","","","","","","","",""
"1338861885601863","","","1333682431246547","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601884","","","1333682431246548","","monday,tuesday,wednesday,thursday,friday","","","8:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601889","","","1333682431246548","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601892","","","1333682431246549","","monday,tuesday,wednesday,thursday,friday","","","8:15am","4:45pm","","","","","","","","","","","","","","",""
"1338861885601897","","","1333682431246549","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601900","","","1333682431246550","","monday,tuesday,wednesday,thursday,friday","","","9:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885601905","","","1333682431246550","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601919","","","1333682431246551","","monday,tuesday,wednesday,thursday,friday","","","Closed","5:00pm","","","","","","","","","","","","","","5",""
"1338861885601924","","","1333682431246551","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601927","","","1333682431246552","","monday,tuesday,wednesday,thursday,friday","","","8:15am","4:45pm","","","","","","","","","","","","","","",""
"1338861885601932","","","1333682431246552","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601936","","","1333682431246553","","monday,tuesday,wednesday,thursday,friday","","","8:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885601941","","","1333682431246553","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885601953","","","1333682431246554","","monday,tuesday,wednesday,thursday,friday","","","8:15am","4:45pm","","","","","","","","","","","","","","",""
"1338861885601958","","","1333682431246554","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885602059","","","1333682431246555","","monday,wednesday,friday","","","9:00am","3:30pm","","","","","","","","","","","","","","",""
"1338861885602060","","","1333682431246555","","tuesday,thursday,saturday,sunday","","","Closed","","","","","","","","","","","","","","","2,4,6,7",""
"1338861885602573","","","1333682431246558","","monday,tuesday,wednesday,thursday,friday","","","8:30am","4:30pm","","","","","","","","","","","","","","",""
"1338861885602578","","","1333682431246558","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885602584","","","1333682431246559","","monday,wednesday","","","8:30am","7:30pm","","","","","","","","","","","","","","",""
"1338861885602585","","","1333682431246559","","tuesday,thursday,friday","","","8:30am","4:30pm","","","","","","","","","","","","","","",""
"1338861885602903","","","760606739511356","","monday,wednesday","","","8:30am","7:30pm","","","","","","","","","","","","","","",""
"1338861885602904","","","760606739511356","","tuesday,thursday,friday","","","8:30am","4:30pm","","","","","","","","","","","","","","",""
"1338861885602911","","","1005588549680598","","monday,tuesday,wednesday,thursday,friday","","","8:30am","4:30pm","","","","","","","","","","","","","","",""
"1338861885602916","","","1005588549680598","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885602932","","","1333682431246562","","monday,tuesday,wednesday,thursday,friday","","","8:30am","5:00pm","","","","","","","","","","","","","","",""
"1338861885602943","","","1333682431246563","","monday,wednesday","","","8:30am","7:30pm","","","","","","","","","","","","","","",""
"1338861885602944","","","1333682431246563","","tuesday,thursday,friday","","","8:30am","4:30pm","","","","","","","","","","","","","","",""
"1338861885603080","","1350703837531717","","","monday,tuesday,wednesday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603083","","1350703837531717","","","thursday","","","8:00pm","4:00pm","","","","","","","","","","","","","","",""
"1338861885603088","","","1333682431246567","","monday,tuesday,wednesday,thursday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603107","","","1333682431246568","","monday,tuesday,wednesday,thursday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603123","","","1333682431246569","","monday,tuesday,wednesday,thursday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603143","","","1333682431246570","","monday,tuesday,wednesday,thursday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603161","","","1333682431246571","","monday,tuesday,wednesday,thursday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603177","","","1333682431246572","","monday,tuesday,wednesday,thursday,friday","","","8:00am","4:00pm","","","","","","","","","","","","","","",""
"1338861885603193","","","1333682431246573","","monday,tuesday,wednesday,thursday,friday","","","8:00am","3:30pm","","","","","","","","","","","","","","",""
"1338861885603209","","","1333682431246574","","monday,tuesday,wednesday,thursday,friday","","","8:00am","10:00pm","","","","","","","","","","","","","","",""
"1338861885603214","","","1333682431246574","","saturday,sunday","","","8:00am","3:00pm","","","","","","","","","","","","","","",""
"1338861885603643","","1077886511267517","","","monday,tuesday,thursday,friday,saturday,sunday","","","Closed","","","","","","","","","","","","","","","1,2,4,5,6,7",""
"1338861885603645","","1077886511267517","","","wednesday","","","11:00am","1:00pm","","","","","","","","","","","","","","",""
"1338861885603652","","878241423610257","","","monday,tuesday,thursday,saturday,sunday","","","Closed","","","","","","","","","","","","","","","1,2,4,6,7",""
"1338861885603654","","878241423610257","","","wednesday,friday","","","9:30am","12:00pm","","","","","","","","","","","","","","",""
"1338861885603706","","1110339029289646","","","monday,tuesday,thursday,friday,saturday,sunday","","","Closed","","","","","","","","","","","","","","","1,2,4,5,6,7",""
"1338861885603708","","1110339029289646","","","wednesday","","","9:30am","11:45am","","","","","","","","","","","","","","",""
"1338861885603714","","690963495070781","","","monday,wednesday,friday","","","9:30am","11:45am","","","","","","","","","","","","","","",""
"1338861885603715","","690963495070781","","","tuesday,thursday,saturday,sunday","","","Closed","","","","","","","","","","","","","","","2,4,6,7",""
"1338861885603790","","1350703837531748","","","monday,tuesday,wednesday,thursday,friday","","","7:00am","7:00pm","","","","","","","","","","","","","","",""
"1338861885603795","","1350703837531748","","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885603892","","1350703837531754","","","monday","","","8:00pm","4:30pm","","","","","","","","","","","","","","",""
"1338861885603894","","1350703837531754","","","wednesday,thursday","","","8:00am","4:30pm","","","","","","","","","","","","","","",""
"1338861885603900","","1350703837531755","","","monday,thursday","","","8:30am","7:30pm","","","","","","","","","","","","","","",""
"1338861885603901","","1350703837531755","","","tuesday","","","8:30am","6:30pm","","","","","","","","","","","","","","",""
"1338861885603902","","1350703837531755","","","wednesday","","","8:30am","5:30pm","","","","","","","","","","","","","","",""
"1338861885603919","","","1333682431246580","","monday,tuesday,wednesday,thursday,friday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885603971","","1350703837531760","","","monday,tuesday,wednesday,thursday,friday","","","9:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885604022","","","1333682431246584","","monday,tuesday,wednesday,thursday","","","9:30am","8:30pm","","","","","","","","","","","","","","",""
"1338861885604074","","","1333682431246587","","monday,tuesday,wednesday,thursday,friday,saturday,sunday","","","Closed","12:00am","","","","","","","","","","","","","","6,7",""
"1338861885604082","","","1333682431246588","","monday,tuesday,wednesday,thursday,friday,saturday,sunday","","","Closed","12:00am","","","","","","","","","","","","","","6,7",""
"1338861885604090","","","1333682431246589","","monday,tuesday,wednesday,thursday,friday,saturday,sunday","","","Closed","12:00am","","","","","","","","","","","","","","6,7",""
"1338861885604098","","","1333682431246590","","monday,tuesday,wednesday,thursday,friday,saturday,sunday","","","Closed","12:00am","","","","","","","","","","","","","","6,7",""
"1338861885604106","","","1333682431246591","","monday,tuesday,wednesday,thursday,friday,saturday,sunday","","","Closed","12:00am","","","","","","","","","","","","","","6,7",""
"1338861885604114","","","1333682431246592","","monday,tuesday,wednesday,thursday,friday","","","8:00am","5:00pm","","","","","","","","","","","","","","",""
"1338861885604119","","","1333682431246592","","saturday,sunday","","","Closed","","","","","","","","","","","","","","","6,7",""
"1338861885604122","","","1333682431246593","","monday,tuesday,wednesday,thursday,friday,saturday,sunday","","","12:00am","12:00am","","","","","","","","","","","","","","",""
