id,phone_recordid,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
517,1149168599826111,,"1115001618582576,1079413184215525",,,,"(202) 939-2400",x922,voice,,"SCC Dental Appointments Line",
518,1158493544476192,1168148392185022,,,,,"(571) 226-8380",,voice,,,
519,1162376477768342,,,922936496993279,,,"(202) 238- 4600",,voice,,,
520,1163868881985071,1191044209171136,,818433220295218,,,"(240) 491-5772",,voice,,Employment,
521,1166477086569448,693037857857932,"1183846216660530,974276139813148,824258346211268",884317159187782,,,"(202) 745-0073",,voice,,,
522,1110793776365198,1250565194691665,998881009851013,,651477640046471,,"(202) 885-9613",,voice,,,
523,1111386297219382,1220403887966540,,,,,"(202) 281-2583",,voice,,,
524,1110274733413246,1044411535350668,"643521097828873,720253176536744",1303478330484169,,,"(202) 234-0707",,voice,,,
525,1112712309802840,877576876041734,,,,,"(202) 673-3212",,voice,,,
526,1124039217062205,903980033462689,,,,,"(202) 673-3214",,voice,,,
527,1130262805064509,,1236034161171034,1265909136483839,,,"(202) 397-7300",,voice,,"East River Family Strengthening Collaborative, Inc. (ERFSC)",
528,1132773036383590,"999180107217935,646112200857058",,,,,"(202) 635-5580",,voice,,,
529,1135869268365723,861950181964621,,1151742654940869,,,"(202) 265-8200",,voice,,,
530,1140118945888036,,1283223847414633,1315578558618439,1124654739408602,,"(202) 597-2895",,voice,,,
531,1151459011026456,,1293934201497994,621917000765528,,,"(202) 715-2658",,voice,,,
532,1150870558073575,870176486464739,,1198399473786797,,,"(202) 797-8806 ext 1311",,voice,,,
533,1157571163600573,834393407905740,"1019809336799909,854557082490435",,,,"(888) 793-4357",,voice,,"Access Line",
534,1158115170488508,1132222085127471,,,,,"(202) 673-3221",,voice,,,
535,1120536412032800,,650113925000399,,,,"(202) 279-1815",,voice,,"Unity Diabetes Prevention Program line",
536,1135810201984804,"1319160943243149,583377819980477",614870969341256,626697805700987,,,"(703) 207-9173",,voice,,,
537,1141131007429621,1327111523498666,,949931067639251,,,"(202) 561-0336",,fax,,,
538,1142308194747714,1319844001361667,640700715075294,818433220295218,,,"(571) 320-1759",,voice,,Membership,
539,1139180973783304,1118558741921381,"1158805154331276,596509168605852,1247441946122537,1189862050430597,842118695599527,1206515011255222,1249421918700941,956316316250592,943690370414778,1237618325820422,1330460837989046,1176914771702299,1248465838378546,822886605211738,609280054378490",1126607081226356,,,"(703) 896-7918",,voice,,"Main line for JSSA in Virginia.",
540,1147096443382603,938559947702992,"1089414876670662,974973185011225,830345150121911,973083960423797",1108475181801971,,,"(202) 678-8060",,voice,,,
541,1156806596272909,1005588549680598,,1172656271433522,,,"(202) 939-2400",,voice,,"DC Spanish Catholic Center Main Line",
542,1168415490122375,634604766992517,,876886021673283,,,"(202) 234-8000",,voice,,,
543,1168652950228732,,1149133594765984,1287549685614240,,,"(202) 302-6669",,voice,,,
544,1179022638898392,1327111523498666,,949931067639251,,,"(202) 561-4178",,voice,,Office,
545,1177666044577543,1153279049261324,"704832527436297,800852356091403,1006868535209989,837150649376459",928333992201735,,,"(202) 248-2877",,voice,,"Intake line for Mamatoto Village",
546,1132446839565795,,803513081069526,,,,"(202) 797-4439",,voice,,"Whitman Walker testing and sexual health appointment line",
547,1129938377899457,1160077532191340,"969104577757425,598047692449891,1231068953747206,874713157662589,977353834463418,659435743428113,565370307901606",1058892834992313,,,"(202) 388-0033",,voice,,,
548,1143005928373128,,1244177955657488,1235669446637932,570995245057158,,"(202) 610-2014",,voice,,,
549,1149894742840771,1133890153315802,772373540242764,,,,"(202) 299-0827",,fax,,,
550,1146425277651391,815051886893035,,,,,"(301) 297-4050",,fax,,,
551,1151399440563980,1115108116176359,,,,,"(202) 673-3230",,voice,,,
552,1151752297667520,1288638701381373,1279930862215019,940973163563518,,,"(202) 722-2280",,voice,,,
553,1160971142352136,754005286138744,852293839945847,864865232678877,,,"(202) 698-8037",,voice,,,
554,1158800870011801,1142441892698286,1226514003731413,619974574898067,,,"(202) 464-9200",,voice,,,
555,1165262433767746,,,1235669446637932,1176498717238569,,"(202) 610-5826",,voice,,,
556,1167803343546664,1089626392255953,783958686086923,1140779289251086,,,"(202) 635-9053",,voice,,,
557,1164110952382008,982525680938497,,1263332778268621,,,"(202) 745-8000 ext 4999",,voice,,,
558,1174026290084055,1199113598082869,,808240584407061,,,"(571) 249-7069",,voice,,,
559,1178661645350236,1200713312530612,,,,,"(202) 541-6255",,voice,,,
560,1181986088272447,885249502385725,,876886021673283,,,"(202) 328-6609",,voice,,,
561,1184578093873610,1078875042301972,,818433220295218,,,"(301) 431-4185",,voice,,Membership,
562,1187982557400502,759315113269853,,1345471385548761,,,"(202) 442-7200",,voice,,"DHCD Main Office",
563,1193175617045499,839573866990556,659284177800711,1206510419155059,639238471633901,,"(202) 587-0530",,voice,,"Bread for the City Women Empowered Program",
564,1142710446777555,623911698639626,"938270944825871,1210054763234429",1275858156254689,,,"(202) 289-5690",,voice,,,
565,1161757633040637,,1196312610753230,,,,"(202) 996-0690",,voice,,"SCC DC Food Pantry registration line",
566,1165271968937872,853629829456714,"768947684418255,1044391885826553,943628495908545,1053662246534838,972287284892047",,,,"(202) 234-9404",,voice,,,
567,1178392713153997,1328529263083601,"844054055268446,1252250942824064",1151822564676160,,,"(202) 543-4200",,voice,,,
568,1203507422974261,,1115773035158894,1235669446637932,806301770553211,,"(202) 238-4605",,voice,,,
569,1211908105317279,,"1316420247965579,851263054981026",,626003337816908,,"(202) 448-1442",,voice,,,
570,1145652621978624,,1310979690934901,558598955804152,,,"(240) 290-3311",,voice,,,
571,1149001768953790,752192406551414,833282615728356,540732570709574,,,"(202) 373-0246",,voice,,"Academy of Hope - Southeast Site (Ward 8)",
572,1153814675264906,,1095621090051578,,,,"(202) 476-5166",,voice,,,
573,1156892343181937,813552424554778,,,,,202-467-2737,,voice,,,
574,1167561956030763,841012551878129,"1038206932789964,634163805498241",,,,"(202) 386-7020",,voice,,"Bread for the City medical clinic",
575,1177311797726755,1117618456680683,,,,,"(202) 673-3207",,voice,,,
576,1178761443643448,1277068906014383,,968658581917911,,,"(202) 724-5622",,voice,,,
577,1179556796046409,1166859805809640,"1185563905796881,1217517912625492",1277014247696961,,,"(202) 462-9280",,fax,,,
578,1185225575410111,957991424832394,,,,,"(202) 939-7627",,voice,,,
579,1184404603277324,1288607908643209,573712074661708,948945946067736,,,"(202) 393-1909",,voice,,,
580,1196738584247168,1293267778021809,1247040460584228,,,,"(202) 644-9854",,voice,,"CAFB Urban Garden",
581,1200503896234036,1185094328556228,,1275858156254689,,,"(202) 244-7400",,voice,,,
582,1204033842091123,,"1096380639922060,626995528078756,1250347715174689,1221858333494471,884845307034551",,,,"(202) 727-5355",,voice,,"DHS Call Center",
583,1207566391603712,,1299123782574590,1203024767725850,,,"(202) 232-9022",,voice,,,
584,1210580535996678,923156776542484,,,,,"(202) 673-3216",,voice,,,
585,1214529215884607,,1200468711293825,,,,"(202) 442-6355",,voice,,"Veteran Affairs Supportive Housing (VASH)",
586,1165380776647481,867088492370349,,,,,"(202) 645-4525",,voice,,,
587,1182686505051799,1021458214239224,,1115745782915962,,,"(202) 537-4000",,voice,,,
588,1190783233284841,1061235909513521,"953571703501099,971959192041438",,,,"(202) 541-3950",,voice,,"Adult Protective Services 24-hour Hotline",
589,1191702661711519,1102714062099449,,1158824400866164,,,"(202) 387-9000",,voice,,,
590,1189488131981611,760606739511356,,,,,"(301) 434-8985",,voice,,"SCC Montgomery County Clinic Main Line",
591,1209320942594598,,937636854587265,997628202730998,1136645905861680,,"(202) 540-1056",,voice,,,
592,1208139778391897,,927357871286669,623807648086762,,,"(202) 525-1426",,voice,,,
593,1206883817519147,636884985267395,,,,,"(202) 673-3222",,voice,,,
594,1223709038163449,,872607427636909,,958351678611528,,"(301) 649-8550",,voice,,,
595,1230985268000782,1129396857159702,,,,,"(202) 282-3139",,voice,,,
596,1232556632719554,1275795457873123,"1118129820102814,1214829481056623,927444702701934",1316999943437051,,,"(202) 373-0336",,fax,,"OIC/DC Training Center",
597,1234491909932732,,,615135989448834,,,"(202) 576-3102",,voice,,,
598,1172177232023251,882293888224112,,,,,"(703) 525-5420",,voice,,,
599,1172138644991750,966006768634994,,,,,"(202) 562-6860",,voice,,,
600,1174506743482431,680369109388099,1223973175827182,1227863720998927,,,"(703) 820-7111",,voice,,,
601,1172848424638721,1205691016832902,"869422229117923,773172814806209",,,,"1 (800) 535-7252",,voice,,"DC’s Emergency Shelter Hotline",
602,1177569752001601,,,1093139785713640,781776108543898,,"(202) 503-1533",,voice,,,
603,1179945779338876,727772454332930,,1160781889033598,,,"(202) 636-2950",,voice,,,
604,1184962032433288,1172909242301924,,650479626662564,,,"(202) 543-3217",,voice,,"NCCF DC HQ Main Line",
605,1189639205230727,1175190163226960,,1287549685614240,,,"(202) 727-0338",,voice,,,
606,1189857685741304,1153279049261324,"704832527436297,800852356091403,1006868535209989,837150649376459",928333992201735,,,"(202) 248-3434",,voice,,"Main line for Mamatoto Village",
607,1209710749230135,655506922521028,,756302075618471,,,"(202) 833-7500",,voice,,,
608,1211441810121636,,962096753025959,,,,"(202) 683-9962",,,,,
609,1218674683375495,895829905770410,,1311337308136967,,,"(202) 713-0475",,voice,,,
610,1223134124049564,841663889311858,,970698645664636,,,"(202) 442-4400",,voice,,,
611,1226705841227914,,788645594475711,,,,"(202) 373-1050",,voice,,"Lydia's House intake for the 202 Assist Program",
612,1226678411668237,1199753303956769,,,,,202-708-1935,,voice,,,
613,1238463739690587,1327111523498666,"690963495070781,1110339029289646",949931067639251,,,"(202) 561-4024",,fax,,"Outreach Center",
614,1237259774965610,,1336040674276309,,,,"(202) 442-4423",,voice,,,
615,1237143401259837,796898419678236,634163805498241,,,,"(202) 253-5712",,voice,,"Mobile Unit",
616,1178796032559187,,928339115255252,1275858156254689,,,"(202) 844-3000",,voice,,,
617,1185887567683597,,1343816429794125,1311337308136967,1288409915588086,,"(202) 424-8697",,voice,,,
618,1184501601994959,840736701093471,,796592710173553,,,"(202) 347-0511",,voice,,,
619,1197141445963888,1175999961148897,1221652904126057,608190497391626,,,"(202) 829-0420",,voice,,,
620,1200804357675895,,"607057383679661,1261952699824933,1232646715498091,765859355729308,958856187058355,1338909579517881,609764906879432,793641507311678,1142869830287216,741287798283565",901970914472025,,,"(202) 232-6700",,voice,,"YMCA Metro DC Main Line",
621,1200466336568415,1239287635408868,"768548905888033,788377494442735",893442799835060,,,"(202) 758-3710",,voice,,,
622,1211490836414345,,616328908124765,,600481004273400,,"(202) 939-2400",x932,voice,,"Green Construction Program line",
623,1218270554854662,,944606179638640,,,,"(202) 231-7903",,voice,,"UPO Tax Prep Line (opens late December)",
624,1218448147974406,573970502850349,761729408560878,1001381268835594,,,"(240) 594-0600",,voice,,"Ayuda MD office",
625,1231521383051622,"819741028296646,759833313909140,826158382123021","1084455155861412,1200983719344738,811112269491730,1114942083297484,1125858260716274,886500049202807,1236006015638372",,,,"(202) 832-6577",,voice,,,
626,1236412898692410,1078276338322764,"949725297401271,763106931954514,936906190018086,678336489867060,1102032278098336,1277554928342075,954270986825825,618510425235763",1012774856380370,,,"(202) 889-1425",,voice,,,
627,1238249490466508,,829979157869352,,,,"(202) 675-9385",,voice,,,
628,1248632634796575,,846935241007006,,,,"(202) 688-5812",,,,,
629,1249506930671270,,"935391639326831,927583086660595,877408991389663,771415038083007,1330210073954058,600311424612877",1287549685614240,,,"(202) 487-9074",,voice,,"After hours line",
630,1255263840665286,,985539150706956,1329764475795847,,,"(202) 442-5925",,voice,,"Children and Youth with Special Health Care Needs (CYSHCN) Program ",
631,1218287181566470,,,769307542856582,,,"(202) 601-9200",,voice,,,
632,1218838438797877,,,1150393600767860,,,"(202) 783-0101",,voice,,Outpatient,
633,1247682248307577,1123778264785628,,,,,"(202) 671-3122",,voice,,,
634,1251476863987863,840683017480302,,,,,"(202) 396-0703",,fax,,,
635,1251808425125087,1274752047885511,,,,,"(202) 727-5012",,voice,,,
636,1257486983899115,,681568772199807,1121342754860910,,,"(202) 476-5000",,voice,,"Hospital operator",
637,1258650829388896,1116757915659329,"1095497824033311,1099208107604478,948838805132982,1281848063989826,952194300736035,841673521697595,1095945124402776,1252999982476801,1171107809657948,770730332028956,1182835937166583,1101657033380655",880448544501253,,,"(202) 667-3706",,fax,,"Main fax number",
638,1212812243608939,,"905112130077089,748538600142879,1210844998367589",940993634917751,,,"(202) 855-1234",,textphone,,,
639,1232851016707551,1076247615804558,833282615728356,540732570709574,,,"(202) 269-6623",,voice,,"Academy of Hope - Northeast Site (Ward 5/Main site)",
640,1232762831983940,839539921735392,1262274366963110,,,,"(202) 524-4344",,voice,,,
641,1256771226850950,970983517110031,,1169767322641878,,,"(202) 462-5305",,fax,,,
642,1252297313603671,,1049343334916651,818433220295218,,,"(240) 270-1318",,voice,7,French,
643,1257181434931228,991046422392107,561831919465625,1287549685614240,,,"(844) 370-6201",,voice,,,
644,1264255295544454,,952972807781785,618821526959273,,,"(240) 997-0176",,voice,,,
645,1263058924924978,783199676002765,1182824915404630,884317159187782,,,"(202) 737-6191",,voice,,,
646,1271584803828941,1132814241177816,576738057093594,973627436997143,,,"(202) 727-9493",,voice,,,
647,1271927775319103,589160218536849,,997370365137611,,,"(202) 561-3000",,voice,,,
648,1272082521328526,891549215171790,,,,,"(202) 289-4595",,fax,,,
649,1207782270775252,,1266899795743681,,,,"(202) 939-2400",x964,voice,,"SCC Family Support Services",
650,1206875724336268,835433332785416,828873851944462,,,,"(240) 764-8274",,voice,,,
651,1216806933209657,1182708981110979,,1329764475795847,,,"(202) 442-5955",,voice,,,
652,1226769545722069,827068480481455,1279930862215019,,,,"(202) 889-7702",,voice,,,
653,1227269834367647,"801824083496989,752194277966513",,,,,"(202) 698-4350",,voice,,,
654,1231443874540010,1085137251641611,"869411193408138,637788539576170",1126607081226356,,,"(301) 587-9666",,voice,,,
655,1231763818775348,785947788193097,,,,,"(202) 673-3217",,voice,,,
656,1236223012315706,767072193495401,1296135146920487,1153150741927521,,,"(202) 296-4455",,voice,,,
657,1239229114627288,,544257595598049,,,,"(301) 740-2523",x972,voice,,"SCC ESOL Program",
658,1238591955779914,"910542962335929,1333682431246522","791536876977084,981268426186337,1297071446315488,919786369196164,1158436268672418",902975658133732,,,"(202) 462-7500",,voice,,,
659,1244051999348200,854967346211154,1243311965925842,619974574898067,,,"(202) 388-4300",,voice,,,
660,1272294293837999,,"933068702398710,789962433738515,1242086127856640,988423991733213,648998547696427,1017935677136641,665291739064632,991942780227581,645620379335062,623011102913209,1263144790142252,660686319121862,960770573404461",558598955804152,,,"(703) 425-0999",,voice,,,
661,1273446325491795,,"930016985181850,740783063728260,888508309645148",997628202730998,,,"(202) 540-1064",,voice,,,
662,1276118664942727,,,984055402205420,,,"(571) 748-2500",,voice,,,
663,1224770645359758,,914082352772982,,,,"(657) 522-0770",,voice,,"NCCF Foster Care Line",
664,1242839866303012,909337693416412,1133566646559856,808240584407061,,,"(703) 765-0909",,voice,,,
665,1244180172987369,,,890960937452506,,,"(202) 444-2000",,voice,,"Medstar Georgetown University Hospital Main Line",
666,1240707187387947,1315539978603581,,824966357062743,,,"(202) 328-1371",,textphone,,,
667,1243475313199035,1077472017140637,1079413184215525,,,,"(301) 740-2523",,voice,,"MD Spanish Catholic Center Main Line",
668,1247225331194827,826158382123021,,,,,"(202) 889-3374",,fax,,,
669,1250388354683607,,"1280595935871142,900958041480936",,,,"(800) 799-7233",,voice,,"National Domestic Violence Hotline",
670,1253458613028760,1154007819992809,658900524855990,,,,"(202) 574-6055",,voice,,"United Medical Center PCC Office",
671,1264076541077279,833804515841086,"1257701331454062,770158427613270,642098651199985",585623863455965,,,"(202) 265-1410",,voice,,,
672,1274423110135566,,846905885724829,558598955804152,,,"(301) 468-6280",,voice,,,
673,1284668993888789,,897612626354041,,1154482166971509,,"(202) 865-4564",,voice,,,
674,1286678020555394,,615102245607234,1287549685614240,,,"(202) 846-8053",,voice,,"Maternal Mental Health program",
675,1287730619502180,1233404465582125,,,,,"(202) 673-7440",,voice,,,
676,1290441749934994,898004780647297,"573712074661708,915604912347301,1185359834982349",1203024767725850,,,"(202) 398-5520",,voice,,,
677,1229125012382256,"1103047411510967,1214902198182923","1287524810502357,1161898129373780,1012823920759090,623995531339898,1118072829940673,1118941099925179,1083170236781208,1257354181828621,914742928477842,1156322445305197,796791181677810,858888948104571,1265678209789686,594606264685919,757989986692540,1128704737609004,1272557250166706,1210250305509510,1217211341955511,1113342189645613,906124615204603,540866542533436","1315578558618439,1148831835061989",,,"(202) 232-6100",,voice,,,
678,1231862036595702,623386708908164,,,,,"(202) 698-1175",,voice,,,
679,1234712878569481,,1219965481612856,,,,"(202) 235-1492",,voice,,"SOME’s Senior Center",
680,1246516779314247,640477199284806,,,,,"(202) 292-4431",,voice,,,
681,1244950937733688,,770578690423338,,,,"(202) 741-7692",,voice,,,
682,1246475069981458,950665445636496,,,,,"(202) 895-3860",,voice,,,
683,1254911425764687,,911914210711611,621917000765528,,,"(202) 715-1288",,voice,,,
684,1256965892026432,1146962447647430,"834804986562892,627561586053944,1297938251275210,1153101336983128",1213518469346648,,,"(202) 518-0456",,voice,,,
685,1256727763545930,,1106228409807836,,,,202-559-5368,,textphone,,"Center for Accessibility videophone",
686,1268374693593038,865540109803591,,,,,"(202) 673-3226",,voice,,,
687,1280513272736158,920613426512187,,,,,"(202) 526-4233",,voice,,,
688,1283716947329592,1190288283777701,,818433220295218,,,"(240) 670-4847",,voice,,Membership,
689,1281750858967159,,838177939625042,,1067219939427992,,"(202) 667-7568",,voice,,,
690,1284130907349474,633948475356537,,,,,"(202) 730-0004",,voice,,"Mazique Parent Child Resource Center",
691,1288279633292554,610843915418170,"1079995367180066,980051444166145,604818206550536,1093343173920146,1257314642932231,1204018684568425,1174738273256108,680562197957511,676934928364883,1178657807139643",863547285733670,,,"(240) 532-7000",,voice,,,
692,1296945786549621,1198692764026642,,,,,"(301) 530-3725",,voice,,,
693,1298811338000200,683981038233399,,1235669446637932,,,"(202) 610-5900",,voice,,,
694,1300680852398273,584215858451001,"605385202624201,991462076076973,739062573866794,1003036537750667,643156433763559,1107276468708862",,,,"(202) 546-0017",,voice,,,
695,1238448877297113,,1259262671692605,,,,"(301) 857- 9144",,voice,,"SCC Montgomery County Clinic Appointment Line",
696,1258144831022858,1089431432526337,,,,,"(301) 262-4342",,voice,,,
697,1265664741921509,,1281873572081806,1287549685614240,,,"(202) 748-2611",,voice,,"DV Support line",
698,1265146554354445,1091227224514735,1126118557955040,,,,"(202) 722-4544",,voice,,,
699,1268767777910385,1114551742239605,"1048984129419777,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524",802638496440415,,,"(202) 803-2340",,voice,,"DC Phone",
700,1275875687653401,"834696315742469,1127198971919902,566932797594098","1200612658418419,1015257402861824",758358330691109,,,"(202) 735-0761",,voice,,,
701,1274224037543590,,1270945763992488,,,,"(202) 643-7030",,,,,
702,1277241392450656,,1098985564159984,558598955804152,,,"(301) 255-4212",,voice,,,
703,1293912126788785,1136470398726733,1279930862215019,,,,"(202) 793-2157",,fax,,,
704,1290607971551229,1048770784971224,"857853579878864,754147676615710,929072757628683,1316670958147366,839695327342121,1096695050630138,1186669715768214,943806798890403,1122934207742346,1286870063123571",1234827091202817,,,"(202) 462-3274",,voice,,,
705,1293778561897850,,1276490106012366,,,,"(202) 701-1238",,voice,,"SOME Homebound Senior Program",
706,1295933387038052,805946412097203,,,,,"(202) 518-6414",,voice,,,
707,1300148679182763,712658990764743,"848785574110592,960664065602895,926618827303169,718763768520855",687390186581235,,,"(202) 544-0631",,voice,,"Everyone Home DC Headquarters",
708,1302923938383278,1125282502738313,1279930862215019,,,,"(703) 271-0938",,voice,,,
709,1309171874179001,849821356417378,,,,,"(202) 673-3233",,voice,,,
710,1308408301701987,1315539978603581,,824966357062743,,,"(202) 723-0480",,fax,,,
711,1308978850099054,810081831183407,"573712074661708,1225681361275050,915604912347301,1107196998383990,564257031952303",1203024767725850,,,"(202) 213- 1622",,voice,,,
712,1310292948668779,1078875042301972,"871369531788799,833348686999567,1049343334916651",818433220295218,,,"(240) 491-5763",,voice,,"Front Desk",
713,1255678509180882,,1066076138766405,,,,"(202) 900-9464",,voice,,"HCS Tenant Rights line",
714,1254564997682888,770924552273178,"992653786137258,911214413937448",,,,"(301) 365-4480",,voice,,"Greentree Admin Center",
715,1276125113964924,733623340463849,,885700392354422,,,"(202) 527-7014",,voice,,,
716,1298721668049434,1056414203994963,"1300315858753679,1105712633636720,660905682344295,572554560594709,745288994645838,856224619170449",618821526959273,,,"(202) 398-3411",,voice,,,
717,1304888869194799,,1215666375374993,1311337308136967,760919352558768,,"(202) 319-0422",,voice,,,
718,1308941416990463,1299568679392516,"1019809336799909,854557082490435",,,,"(202) 234-4863",,fax,,,
719,1311734614958207,"924644263313960,785890152776040,1289696854137570","637799341696955,624670942302096,810322998076695,1161698203083101,685001040442233",1222701888984669,,,"(202) 675-9340",,voice,,,
720,1316447801383721,1210032943864131,"1262768275437970,826724564530855",558598955804152,,,"(202) 735-3464",,voice,,,
721,1320256128235256,852667560851101,,,,,"(202) 292-4401",,voice,,,
722,1267351968914473,1089626392255953,783958686086923,1140779289251086,,,"(202) 269-9647",,fax,,,
723,1275681199014965,601572087337202,"1275679223903759,1331448293255479,910488601528452",976479787219157,,,"(202) 525-3467",,voice,,,
724,1278878139380788,991654914903385,,,,,"(202) 232-6936",,voice,,,
725,1287307967969858,1327146928348308,,883017980786398,,,"(202) 367-1119",,voice,,,
726,1284225932067215,1195204292292590,"1298470590884073,976249584318959,1238104857551012,826183970673949,1138627636801968,1169733605000890,873315756007935",1321593994370513,,,"(301) 735-0121",,voice,,,
727,1291366300573340,1103297850067355,1184021119607946,,,,"(202) 893-6474",,voice,,,
728,1291071949989321,,631582174906714,,,,"(202) 476-2118",,voice,,,
729,1299338469288302,,"824403148838289,1222343403264201",1235669446637932,1342972404043177,,"(202) 610-2796",,voice,,"Youth services center",
730,1303752667411984,,878241423610257,,,,"(202) 829-2773",,voice,,,
731,1304455182692201,638609559652847,,984055402205420,,,"(571) 748-2600",,voice,,,
732,1322090852277647,,914082352772982,,591213489399765,,"(202) 674-3909",,voice,,,
733,1325771402285250,584945568119538,"1118736926815724,1311425782447298,1257941540805584,852528117694344",919694976245435,,,"(202) 338-8301",,voice,,,
734,1286093295268135,898209455512951,1234290234728766,589460886355658,,,"(202) 289-1510",,voice,,,
735,1296251303907751,861950181964621,"969104577757425,598047692449891,1231068953747206,874713157662589,977353834463418,659435743428113,565370307901606",1058892834992313,,,"(202) 280-6899",,voice,,,
736,1301451568803147,,1256701502731901,558598955804152,,,"(240) 283-1522",,voice,,,
737,1329943287198428,1116757915659329,"1095497824033311,1099208107604478,948838805132982,1281848063989826,952194300736035,841673521697595,1095945124402776,1252999982476801,1171107809657948,770730332028956,1182835937166583,1101657033380655",880448544501253,,,"(202) 319-3414",,fax,,"Medical record fax number",
738,1332591964769871,,1066123564126838,,,,"(202) 470-1201",,voice,,,
739,1332964348358325,,1070313721456673,,,,"(877) 672-2174",,voice,,,
740,1337116758023089,,850826199765599,,553139219235658,,"(301) 365-4480",x109,voice,,,
741,1341388008462342,1245500028616073,"628701475151017,1263413956595979,900585535518556,892242290030635,728933894927396,965489949004254,967551901351951,1158592707921959,1162149686222818,1338519459730817,818888507169972",1289207775329081,,,"(202) 518-6737",,voice,,,
742,1278302431266659,,"933068702398710,789962433738515,1242086127856640,988423991733213,648998547696427,1017935677136641,665291739064632,991942780227581,645620379335062,623011102913209,1263144790142252,660686319121862,960770573404461",558598955804152,,,"(301) 255-4200",,voice,,,
743,1278657417622868,"1275795457873123,1197859127148279","1214829481056623,927444702701934",1316999943437051,,,"(202) 839-3076",,voice,,"OIC/DC Headquarters",
744,1280860897671998,1132814241177816,576738057093594,973627436997143,,,"(202) 727-5931",,fax,,,
745,1289524741347851,964800187171150,,997628202730998,,,"(202) 529-5261",,voice,,,
746,1294481153200042,789492083968992,,,,,"(202) 282-3080",,voice,,,
747,1293409383366678,599293678245907,1202173337787980,1280943812182660,,,"(202) 437-5643",,voice,,,
748,1297718429442419,,1268436437227362,,,,"(202) 292-4491",,voice,,"SOME Crisis Stabilization Referral Line",
749,1306296457806791,,1247087473794460,,,,"(202) 675-8371",,voice,,,
750,1310251286171666,990336044058622,,,,,"(202) 673-3205",,voice,,,
751,1308972173464210,1160291369304648,,1180231383105377,,,"(202) 232-0900",,voice,,,
752,1311266624329096,,1259262671692605,,,,"(202) 798- 5546",,voice,,"SCC DC Clinic Appointment Line",
753,1312309228605562,,"1177007501779839,966998420345688,757359275699925,978727751545440",1184125055440866,,,"(202) 882-4600",,voice,,,
754,1315928843228750,891065803273009,"988299332485221,906941638249299,1128952488713927",,,,1-855-532-5465,,voice,,"DC Health Link Customer Service",
755,1321692184504514,829909214250667,,,,,"(202) 673-3227",,voice,,,
756,1330966782942998,"1191500192034471,972271189983680",,,,,"(301) 765-5400",,voice,,,
757,1330603641709413,744169816237550,,,,,"(202) 621-8617",,fax,,,
758,1332460941034647,,616328908124765,,1166564117548461,,"(202) 939-2400",x938,voice,,,
759,1338737483160744,1303501603402692,,1259502496256180,,,"(202) 785-1670",,voice,,,
760,1344427230539366,,1265103663036314,,,,"(202) 830-3517",,voice,,,
761,1352422279870625,,1204094393733512,,,,"(202) 673-6901",,voice,,"CPR Training Department phone",
