ID,id,number,location_id,service_id,organization_id,contact_id,extension,type,language,description,phone_schedule,flag
535,1265266505156213,1-202-423-0480,,920716842267245,1256643221396691,,,voice,,,,
536,1266555970807914,301-765-5469,1283315251842747,,,,,,,,,
537,1210092478249256,"(202) 299-0827",593420875501329,672042329600890,,,,fax,,,,
538,1215962717214630,202-715-7649,,"610489256524292,847598884926148",1180598613249590,,,voice,,,,
539,1217938662012922,1-877-508-6667,1204227139966741,938870799038889,778852197302716,,,voice,,,recbUEKLqVpsT4Bli,
540,1227307482511597,2027350979,867188743739885,,1195870505334629,,,,,,,
541,1228363334230136,"(202) 636-2950",814793229124367,,782302579547834,,,,,,,
542,1230683467022899,301.431.4177,979563581148756,,1140996665222837,,,voice,,Employment,recJd6pGi2VUbCgQr,
543,1234325977097951,202.727.2132,"768639914164498,1052799655566995,956369396938800,956135951962872","1088296624271784,950151604773646,871063337645437,1098665459896297,757455042685009",1091757696945828,,,fax,,,,
544,1230762582745771,202.467.4949,916631371752727,,1097944906840777,,,fax,,,,
545,1248802193472840,202-333-7273,728145736382163,671724061345975,809193297555798,,,voice,,HOTLINE,,
546,1256462778437672,"(301) 738-3252",,"1135905810909481,563588572334023,627760898509669",855094084464049,,,voice,,,,
547,1257614234179117,"(202) 541-6200",814720878521693,"1107889620148311,685530407413205,1179815376168159,750164217924618",1195280864464976,,,voice,,,,
548,1265751663333703,"(202) 601-9200",,,559497771463092,,,,,,,
549,1220504141221415,1-888-884-2327,1282604214927911,775820607481251,,,,voice,,,,
550,1234245230275644,2024763867,,870219187741961,,,,,,,,
551,1260415588272979,202-476-2486,,1195217931217458,,,,,,,,
552,1258098796197884,,,,,,,,,,,
553,1259667859611659,202-610-5900,999755198000719,,761153930697275,,,voice,,,,
554,1278070780621235,"(202) 722-2288",1108000021700211,653858529595915,,,,fax,,,,
555,1281076749443978,"(202) 289-5690",765115819494380,"1052874613014434,1183786146199295",1180598613249590,,,voice,,,,
556,1277945722277968,240.283.1522,,821536701651146,855094084464049,,,,,,,
557,1280668750559036,301-297-4000,847752209986828,,,,,voice,,,,
558,1287736008934844,"(202) 434-2190",,1135875611263139,1093127605400642,,,voice,,"AARP Long-Term Care Helpline",,
559,1239044772095121,"(202) 674-3754",,1300052909750200,,,,,,,,
560,1250531916305458,202-727-0321,,,,,,,,,,
561,1262951146146675,"(202) 434-2094",1199611952924070,662348348100050,1093127605400642,,,voice,,"AARP Legal Counsel for the Elderly's Self Help Office phone line",recMhfa42Sp8hbzct,
562,1278097116269820,"(202) 678-8060",763729877559385,"713046095331473,1082503758750664,1220807689850937,855252238426842",1169351687674186,,,voice,,,recJr59tzq0Saeqef,
563,1279959054833190,240.491.5763,1091435530922324,"1241641820248132,1216690927743518,881475888864647",1140996665222837,,,voice,,"Front Desk",recAMSDeEndniQisA,
564,1288285234857948,"(202) 561-0336",994308933727557,,,,,fax,,,,
565,1291522275841396,"(202) 737-6191",691606849422707,958581554726772,1220107638243156,,,,,,,
566,1294732165044482,202-448-1458,,573931060003252,,rec7bpBVIsIsemlm1,,,,,,
567,1299614523935499,301-765-5400,"856126341619748,1283315251842747",,,,,voice,,,,
568,1303072516221458,"(202) 331-1495",791197553917784,647808349539409,606016520179422,,,voice,,,,
569,1235881686916009,"(202) 328-6608","1262159504249540,947434898715713,812882827630009,643145676043430","1224237784751973,923438177610839,881381167741606,1298968199365502,943841633351922,1134694149755541,1072375211967855,632654541686281,1164006971785156",1279230501938511,,,,,,,
570,1260394353602193,"(202) 939-2076",1186014650404910,"761018228722418,679830596478752,645384002034771,1135056817241313,644648091160119,1224317983369922,1134361757901839,1248931277100420,734280780069484,1088249391392945",1186080684764999,,,voice,,,,
571,1263593198567823,"(202) 483-8196","629348329513757,964869638930274,1282458965799792","1259349665237657,1189947540122655,969095511875672,739078424499970,580520440912412,637113061667348,872823918122712",840733417398800,,,voice,,,,
572,1267100819054999,"(202) 678-1993",,,789345230945555,,,voice,,,,
573,1282196160289513,"(202) 234-0792",875107767611380,,964889233755760,,,fax,,,,
574,1288270700272372,"(202) 889-7900",586004400786711,1277116846663193,1191261150235856,,,voice,,,,
575,1289374770713295,"(202) 628-1161","768639914164498,1052799655566995,956369396938800,956135951962872","1088296624271784,950151604773646,871063337645437,1098665459896297,757455042685009",1091757696945828,,,voice,,,,
576,1309000420353930,"(202) 546-4900",1083708956779513,838392358604924,,,,,,,,
577,1249359518761001,"(202) 289-4480",579382634687033,960051770169079,643565902574203,,,voice,,,,
578,1251133036677676,"(202) 730-1700",665576595246792,,886723337790722,,,,,,,
579,1253724292834687,240-532-7000,1175342324463616,"805800258888513,837954913596387,911320628244521,1252702593988888,942923225062781,867793861079810,860988302609734,801481287749333,931637209705712,955750891211425",584105465886479,,,voice,,,recp46k6VY3wiq5lz,
580,1252883236773788,240-764-8274,574114996921997,1157781613265181,,,,,,,,
581,1255198513514728,"(202) 296-5363",1206937936321537,,1130976795185960,,,,,,,
582,1266100703604119,"(202) 724-5622",1223680649678241,920928473432747,"874266502610128,592260988502497",,,voice,,,,
583,1273003529055471,202.844.4000,,,,,,,,,,
584,1273725796552539,240-997-0176,,974562561948426,1013543362848937,,,voice,,,,
585,1279880844015186,202.540.9857,"1090162375763715,803276717045236","859897161557047,850523592271025,735696343430795,1255893170172420,747822750998769,784304581015971",1195870505334629,,,voice,,"Conway Health and Resource Center - Medical",,
586,1285405208459287,"(202) 678-2341",1315826372203677,"750465787434275,862423770633741,1234340144717096,765387458092097",1287130751059247,,,voice,,,,
587,1309068726775336,202-388-4332,959978038980815,,1326157862705937,,,fax,,,,
588,1306671573537849,"(202) 832-1984",931728525653879,,,,,fax,,,,
589,1307775585573231,"(202) 469-4699",,1086946181218942,,,,,,,,
590,1313473502046025,"(202) 667-8970",1150129069386124,"881403344964972,1162907800070547",908300362827413,,,voice,,"Jubilee Jobs - NW DC Office",,
591,1255731860722472,"(202) 508-0500",,804741531339742,,,,,,,,
592,1313749480020796,"(202) 722-2280",1108000021700211,653858529595915,1341330878033407,,,voice,,,,
593,1316624030382957,301-765-5425,,1176014704120176,,,,,,,,
594,1316305199562702,"(202) 373-0052",635908414118431,,872299181857178,,,fax,,"OIC/DC Headquarters",,
595,1319579849820109,"(202) 399-1385",1268338961312460,,887095601228098,,,,,,,
596,1329462654055472,202.373.0548,794801403576891,,1195870505334629,,,,,,,
597,1270632561621566,"(202) 838-9283",,1238464725740308,,,,,,,,
598,1268373072226461,301.255.4212,,723134469644452,855094084464049,,,voice,,,,
599,1273926928135629,202724-5626,,,592260988502497,,,voice,,"Department of Aging and Community Living",,
600,1281387074856034,"(202) 319-0422",,1140318024724985,1323195974089796,rec5L2s4leWiTXeRU,,voice,,,,
601,1286112501247852,"(202) 269-0487",,767682966554088,840733417398800,,,voice,,,,
602,1299532893666576,"(202) 503-1522",,1267195102722768,801110030219864,rec96wCokn8i44HsC,,voice,,,,
603,1307595059042459,"(202) 232-7777",,"784062651801689,606631780927132,591961230618386",840733417398800,,,,,,,
604,1316821551671081,"(202) 723-3000",1203649171352486,,1182637329109100,,,,,,,
605,1326191823188479,571.748.2600,764854375292129,,682552065545256,,,voice,,,,
606,1328301158468902,"Phone No: (202) 797-8806 Ext: 1041",903707682119815,,775874603891849,,,,,,,
607,1276798845366676,"(301) 587-0190",965470521205325,,1180598613249590,,,voice,,,,
608,1289392147201269,"(301) 587-9666",946508354826345,"869725690004657,748177592722248",970560028876577,,,voice,,,,
609,1301804131597006,844-796-2797,"629348329513757,964869638930274,1282458965799792","1259349665237657,1189947540122655,969095511875672,1147407982912051,754669198968415,1208776169183354,739078424499970,580520440912412,637113061667348,1249176990484846,918238055415108,615988503257217,1300052909750200,1028365853402776,1035362732313948,586062612640149,727116699390008,924435449967844,966657126572943",,,,voice,,"Appointment Line",,
610,1312338385799572,"(202) 386-7616",1228487137683267,888900193677833,,,,,,,,
611,1329231011154165,"(202) 373-0330",644198517647426,"1337570408700851,765864786771732,1161420907803778",872299181857178,,,voice,,"OIC/DC Training Center",,
612,1335409748289651,"(202) 636-4225",556992607571593,,,,,,,,,
613,1337254835856329,202.467.4900,916631371752727,1102556254964153,1097944906840777,,,voice,,,,
614,1346383381421883,"(703) 820-7111",1199654488652628,873611419029370,572890347249315,,,voice,,,,
615,1345728742501995,"(202) 851-3671",,"615988503257217,1280256361717353,1035362732313948",,,,,,,,
616,1346383381421884,1-866-868-8695,,,,,,,,,,
617,1346383381421885,1-866-868-8695,,,,,,,,,,
618,1346383381421886,1-866-868-8610,,,,,,,,,,
619,1346383381421887,1-866-868-8690,,,,,,,,,,
620,1346383381421888,1-866-868-8650,,,,,,,,,,
621,1346383381421889,1-866-868-8628,,,,,,,,,,
622,1346383381421890,1-866-868-8677,,,,,,,,,,
623,1346383381421891,1-866-868-8622,,,,,,,,,,
624,1346383381421892,"(201) 460-1628",,,,,,,,,,
625,1346383381421893,"(201) 460-1600",,,,,,,,,,
626,1346383381421894,"(202) 347-0133",,,,,,,,,,
627,1346383381421895,"(202) 347-0102",,,,,,,,,,
628,1346383381421896,"(210) 347-0133",,,,,,,,,,
629,1346383381421897,"(202) 347-0132",,,,,,,,,,
630,1346383381421898,"(202) 678-2342",,,,,,,,,,
631,1346383381421899,"(202) 678-2343",,,,,,,,,,
632,1346383381421900,"(202) 319-0425",,,,,,,,,,
633,1346383381421901,202-459-4005,,,,,,,,,,
634,1346383381421902,"(202) 347-0105",,,,,,,,,,
635,1346383381421903,"(202) 347-0135",,,,,,,,,,
636,1346383381421904,2125551212,,,,,,,,,,
637,1346383381421905,301-608-3502,,,,,,,,,,
638,1346383381421906,212555121212,,,,,,,,,,
639,1346383381421907,2125551213,,,,,,,,,,
640,1346383381421908,789-564-321,,,,,,,,,,
641,1346383381421909,789-564-333,,,,,,,,,,
642,1346383381421910,123-456-987,,,,,,,,,,
