id,name,alternate_name,description,email,url,tax_status,tax_id,year_incorporated,legal_status
225,"Third Street",,,,http://www.thirdstreet.org,,,,
226,"Ambassador Baptist Church edit",added,,,,,,,
227,"Ambassador Baptist Church edit",added,,,,,,,
228,"Academy of Hope",,"Academy of Hope is an adult public charter school in Washington D.C., offering excellence in adult education since 1985. Our mission is to provide high quality adult education and services that change lives and improve our communities. At Academy of Hope, students become part of a learning community where everyone is valued, adds value and is both a teacher and a learner. Our curriculum is experiential and focuses on life skills, which means that students can immediately begin applying what they&rsquo;re learning to their own lives&mdash;and reap the benefits.",recruitment@aohdc.org,https://aohdc.org/,,,,
229,"CENTER FOR SOCIAL JUSTICE: D.C. READS",,"Employs the services of students from 7 universities to tutor D.C. public school students at 40 learning sites. The program's main focus is reading.",,http://socialjustice.georgetown.edu/students/service/dcreads/about/15129.html,,,,
230,"Nativity Shelter",,"Social services provided: bilingual case managers and social workers and also therapeutic groups. All are welcome.",,http://www.catholiccharitiesdc.org/page.aspx?pid=375,,,,
231,"Jewish Council for the Aging of Greater Washington",,"Senior services center providing a range of support services to the elderly.",Senior.HelpLine@AccessJCA.org,https://accessjca.org/,,,,
232,"City of Praise Family Ministries",,"A local church providing community services ranging from food, college access, and recovery.",office@copfm.org,http://cityofpraisechurch.com,,,,
233,"Hughes Memorial UMC",,"A church offering various community services.",adminasst@hughesmemorial.org,http://www.hughesmemorial.org,,,,
234,"A Wider Circle",,"A Wider Circle&rsquo;s efforts focus on the provision of basic need items, workforce development, wraparound support, and neighborhood revitalization. These four components work in concert to create lasting change in the lives of those we serve. A Wider Circle says no to nobody! Anyone in need of help can find it here. In addition to all of the individuals and families that call us, more than 500 government, social service, and nonprofit agencies regularly contact us for help in serving their clients.",,https://awidercircle.org/,,,,
235,"MBI Health Services",,"A comprehensive health agency offering the following services:
Free Standing Mental Health Clinic & CORE
Home Health Care Services
Day Treatment Program
RSA & Supported Employment Services
Department on Disability Services Division
Transitional Age Youth Division (TAY)
Partnerships
Nurse Staffing Services
Returning Citizens Program
Health Home Services
Assertive Community Treatment (ACT)
Adult Day Health Program (ADHP)
Substance Use Disorder (SUD)
Housing Programs
Children's Program",info@mbihs.com,http://www.mbihs.com/,,,,
236,"National Baptist Memorial Church",,"A local church providing a few services to the community including food, clothing, and a children's ministry.",NBMChurch@msn.com,http://www.nbmchurchdc.org/,,,,
237,"Family Matters of Greater Washington",,"FMGW provides assistance that impacts more than 20,000 children, youth, families and seniors each year in the Greater Washington area. Our spectrum of programs include youth development programs and mental health/counseling services. The Youth Development program is comprised of a &ldquo;Send A Kid To Camp&rdquo; program, designed to send children to sleep-away camps in the region that endeavors to build future leaders.",,http://familymattersdc.org,,,,
238,"WASHINGTON ENGLISH CENTER",,"Provides excellent and affordable English classes and other workforce programs to adult immigrants using volunteer teachers.",,http://www.washingtonenglish.org/,,,,
239,"DC Department of Employment Services (DOES)",,"Provides comprehensive employment, unemployment, resume preparation and training services to residents of the District of Columbia. Provides labor exchange services to employers who are seeking qualified workers and to job seekers.",does@dc.gov,http://does.dc.gov,,,,
240,"Courtney's House",,"Courtney&rsquo;s House is committed to providing trauma informed services for domestic sex trafficked youth between the ages of 12 and 21.

Courtney's House: 
Fearlessly searches for children who are being forced into prostitution on the streets, in brothels, strip clubs, private homes, and hotels.
Embraces the survivors and brings them into a safe environment where they and their families can heal, recover and develop hopeful, dignified and influential lives. 
Trains community officials and creates awareness of the reality of sex trafficking in neighborhoods across America to help stop the crimes from happening. ",,http://www.courtneyshouse.org/,,,,
241,"Goodwill of Greater Washington",,"Provides education, training, and employment services for people with disadvantages and disabilities. Also offers life skills training, computer classes, and a job placement services program. 

Retail thrift store for clothing and home goods. Accepts donations of goods, money, and vehicles. ",,http://www.dcgoodwill.org/,,,,
242,"Pathways to Housing",,"Pathways to Housing DC is a unique agency that provides permanent housing and a range of specialty support services to single adults experiencing chronic homelessness in the District.

We do not accept direct referrals for our Housing First programs. Instead, we participate in the community&rsquo;s Coordinated Assessment and Housing Placement (CAHP) system for prioritizing housing and services.  Most shelters, case management, and outreach providers are conducting housing assessments as part of CAHP. For a listing of participating agencies or to schedule an assessment, please click here.

If you are currently experiencing homelessness and are looking for help, please click here for a list of resources in Washington, DC and Montgomery County, MD.

If you would like to be connected to mental health services, please call the Access HelpLine at 1 (888) 7WE-HELP or 1 (888) 793-4357 provided by the DC Department of Behavioral Health. This 24-hour, seven-day-a-week telephone line is staffed by behavioral health professionals who can refer a caller to immediate help or ongoing care.

To refer someone for outreach who is homeless and in need of assistance in the DowntownDC Business Improvement District, you may contact the DowntownDC BID Dispatch at dispatch@downtowndc.org or 202-624-1550.

To refer someone for outreach who is homeless and need of assistance in the Golden Triangle Business Improvement District, you may contact the Golden Triangle BID Dispatch at BBB1650Dispatch@blockbyblock.com or 202-293-9580.

If you have any others questions about our programs and services, please contact us at info@pathwaysdc.org. ",info@pathwaysdc.org,https://pathwaystohousingdc.org,,,,
243,"United Medical Center",,"United Medical Center offers a wide range of high quality medical services to residents of the Washington, DC area and surrounding communities.",,https://www.unitedmedicaldc.com/,,,,
244,"Rebuilding Together",,"Rebuilding Together helps people and communities in need by bringing together our national network of local Rebuilding Together affiliates, corporate and individual donors, skilled trades individuals and associations and almost 100,000 volunteers each year.

There are numerous affiliates across the United States. Visit their website to find a local affiliate.",,https://rebuildingtogether.org/,,,,
245,"Ambassador Baptist Church",,"A local church offering services to the community.",,http://theambassadorbaptistchurch.org/home.html,,,,
246,"So Others Might Eat (SOME) - Medical Clinic",,"SOME (So Others Might Eat) is an interfaith, community-based organization that exists to help the poor and homeless of our nation's capital. SOME will meet the immediate daily needs of the people we serve with food, clothing, and health care. SOME also helps break the cycle of homelessness by offering services, such as affordable housing, job training, addiction treatment, and counseling, to the poor, the elderly and individuals with mental illness. Each day, SOME is restoring hope and dignity one person at a time.
SOME offers a comprehensive network of healthcare. The clinic is located at 60 'O' Street, NW, and is open Monday - Friday, 8:00 am - 4:00 pm. Patients are accepted on a walk-in and appointment basis. SOME's Health Services includes a comprehensive Medical Clinic, an Eye Clinic and a Dental Clinic.

MEDICAL CLINIC The Medical Clinic offers a full range of services including primary care, podiatry services, lab work and treatment for diabetics. The Medical Clinic treats an average of 26 patients each day.
The Eye Clinic is one of the only free eye clinics in the city and treats approximately 30 patients each month. SOME's part-time ophthalmologist treats those suffering from diabetes, glaucoma, AIDS, and eye injuries, and conducts general eye exams.

DENTAL CLINIC The Dental Clinic provides both emergency and comprehensive oral care to patients, including prevention, basic care, restorations, root canals, extractions and removable prostheses (dentures). We are open five days per week.
To be eligible for dental care in the SOME Dental Clinic, a patient must be homeless in the District and/or low-income and living in the immediate neighborhood of our clinic. In addition to scheduled appointments, the Dental Clinic provides emergency care to the first four walk-in clients Monday - Friday.",,http://www.some.org,,,,
247,Yachad,,"Yachad is an affordable housing and community development non-profit. Throughout the year, we repair single family homes in Washington, DC and parts of Prince George&rsquo;s county. We also have our Ramp It Up! program where high school students build an accessibility ramp for a person with disabilities in Prince George&rsquo;s County. We do our work at no cost to homeowners.",info@yachad-dc.org,http://yachad-dc.org/,,,,
248,"Food for Others",,"Food for Others is a nonprofit 501(c)(3) food bank and food rescue organization, working to help those in Northern Virginia who are food insecure.

We are a part of Northern Virginia&rsquo;s safety net for those who need food when an emergency strikes, and for the growing number of working poor who are unable to make ends meet and need to supplement their inadequate food supplies.",,https://www.foodforothers.org/,,,,
249,"Perry School Community Services Center",,"The Perry Center, Inc. uses a collaborative, comprehensive and integrated approach to social services, economic empowerment, and youth development.

Our human development model follows two tracks: Remedial and Preventative - created to help our clients break the cycle of generational poverty and achieving living wage incomes to support themselves and their family.",,http://perryschool.org,,,,
250,"Transgender Health Empowerment",,,,,,,,
251,"Brighter Day Ministries","Formerly: A.P. Shaw~Congress Heights United Methodist Church","A local church offering a food pantry and clothing closet to the community.",churchoffice@BrighterDayDC.org,https://www.brighterdaydc.org/,,,,
252,"NEWCOMER COMMUNITY SERVICE CENTER: ENGLISH SECOND LANGUAGE",,"Provide free evening English classes in both the D.C. and Virginia offices.",,http://newcomerservice.org,,,,
253,"National Center for Children and Families",,"Current program services include emergency shelters and transitional housing for homeless families, a high-intensity therapeutic group home, therapeutic and traditional foster care and adoption, independent living for youth transitioning to adulthood, teen parent services, and community-based prevention services that promote academic achievement, parental involvement, economic and vocational stability, and healthy families. Our programs have become social service models, redefining both NCCF&rsquo;s reputation and the agency&rsquo;s position in the human service continuum in the Washington Metropolitan Region.",,https://www.nccf-cares.org/,,,,
254,"GRACE AND MERCY HEALTH SERVICES, INC",,"Provides the following services: RW Behavior Support BSP Development & Follow-Up , RW Behavior Support Diagnostic Assessment, RW In-Home Supports, RW Respite Daily (out of the home), RW Respite Hourly (in the home)",,http://dds.dc.gov/service/how-apply-services,,,,
255,"DC OFFICE OF VETERANS' AFFAIRS",,"Provides Veterans Resources services",,http://www.ova.dc.gov,,,,
256,"Everyone Home DC","Previously: Capital Hill Group Ministry","At Everyone Home DC, we believe that when everyone has access to a safe, affordable, and comfortable home, we can all thrive.

All people transitioning out of homelessness need resources beyond decent, affordable housing to thrive. They need access to nutritious foods, education, employment, parenting supports, children&rsquo;s services, transportation, physical and behavioral health care services. So, we approach our services as we approach caring for our own families, with a whole person, whole family, and whole community mindset. We exist to provide a range of housing solutions and supportive services to ensure that individuals and families in our community have what they most need to thrive.",,https://everyonehomedc.org/,,,,
257,"SAMARITAN INNS: INTENSIVE RECOVERY PROGRAM",,"Offers 3 phases of treatment for homelessness and addiction.",,http://samaritaninns.org/,,,,
258,"DC Department of Energy and the Environment (DOEE)",,"Provides a variety of utility assistance programs for people with low-income and seniors.",doee@dc.gov,https://doee.dc.gov,,,,
259,"Catholic Community Services Southeast Family Center",,"We are a multi-service center offering family support, foster care, independent living, substance abuse services, parent education, and financial assistance. We serve ward 8 residents and children who are wards of the District of Columbia.",,http://www.catholiccharitiesdc.org/sefc,,,,
260,"Efforts from Ex-Convicts, Inc.",,"Efforts From Ex-Convicts, Inc (EFEC) was founded in 1966 by a group of ex-convicts committed to lending each other support in the face of society&rsquo;s rejection.  Led by two ex-offenders, Rev. Griffin S. Smith and Ralph &lsquo;Petey&rsquo; Greene, the organization attracted ex-offenders who were desperately seeking a welcoming community upon their release from incarceration.  Recognizing the need to provide tools with which its members could rebuild their lives, EFEC creates Self-Help, Employment Training and Housing programs to equip and enable ex-offenders with the opportunity to begin his or her journey back to a productive life.

While EFEC steadily and faithfully interacts with individuals ex-offenders, the organization feels an abiding obligation to be advocates, to enlighten biased viewpoints regarding the problems which ex-offenders face upon release, and to change society&rsquo;s negative and punishing attitude towards ex-offenders.  EFEC&rsquo;s daily mission is to help ex-offenders receive a second chance to succeed, to be employed at a living wage, and to lead dignified and meaningful lives.",,http://www.efecachieves.org/,,,,
261,"HOUSE OF RUTH: KIDSPACE CHILD AND FAMILY DEVELOPMENT CENTER",,"Provides child-care and developmental services for children. Case management is also provided for parents.",,http://houseofruth.org,,,,
262,HIPS,"Helping Individual Prostitutes Survive","HIPS provides a variety of services, online resources, and referrals to sex workers in the DC area.",,https://www.hips.org/,,,,
263,"PEPCO - SOUTHEAST SERVICE CENTER",,"Provides Pepco services.",,http://www.ddoe.dc.gov,,,,
264,"Miriam's Kitchen",,"When Miriam&rsquo;s Kitchen was founded in October 1983, we served only breakfast. But after seeing the same individuals in our dining room year after year, we recognized that serving meals was not enough. Today, from meals to housing, Miriam&rsquo;s Kitchen plays a critical role in the fight to end chronic homelessness in DC. Our direct services help our guests increase their income, improve their health, and obtain housing. And our advocacy work addresses root causes, as well as pushes forward city-wide resources and solutions to ensure instances of homelessness are rare, brief and non-recurring.",info@miriamskitchen.org,http://miriamskitchen.org,,,,
265,MetroHealth,,"Formally known as the Carl Vogel Center (CVC), Metro Health is a nonprofit community-based organization that provides multidisciplinary and integrated medical healthcare that embodies all aspects of a person's physical, mental, and emotional well-being. CVC helps medically under-served individuals to become full partners and informed advocates in managing their health. The Carl Vogel Center also offers free HIV/AIDS testing.

The Center is accessible off of the Metrorail at McPherson Square or Farragut West and by Metrobus routes 70, X2, S4 and S2.",,https://metrohealthdc.org/,,,,
266,"Contemporary Family Services",,"A community-based comprehensive mental health agency. We offer a myriad of services across our sites to include counseling and psychiatric treatment, case management, and medication management.",,http://contemporaryservices.net/,,,,
267,"Damien Ministries",,"DamienMinistries' programs are designed to build upon each other and the services offered by other providers in order to increase life expectancy and quality of life for People Living with HIV/AIDS (PLWHA).",info@damienministries.org,http://www.damienministries.org/,,,,
268,"Northeastern Presbyterian Church",,"A local church offering a food pantry to those in need.",nacheem@yahoo.com,http://www.nepc-dc.org/,,,,
269,"Psychiatric Institute of Washington",,"Offers crisis intervention and intermediate-term intensive treatment in partial hospitalization and inpatient settings for adults and seniors.",,http://psychinstitute.com,,,,
270,"CFLS: TRANSITIONAL HOUSING PROGRAM AT TRINITY ARMS",,"Offers a two year transitional housing program for homeless families. Families receive 2 years of temporary housing in an apartment unit and social services designed to help them move toward self-sufficiency. Families pay 30% of their net monthly income.",,http://cflsdc.org,,,,
271,"Coalition for the Homeless",,"The Coalition for the Homeless is a non-profit organization in the District of Columbia that provides specialized transitional housing assistance, permanent housing at two locations for individuals and families, emergency shelter and housing.",,http://www.dccfh.org/,,,,
272,"DC Greens",,"An organization using food access, food education, and food policy to advance food justice in the district. ","info@dcgreens.org ",https://www.dcgreens.org/,,,,
273,"Rita Bright Family and Youth Center",,,,https://dpr.dc.gov/page/rita-bright-community-center-01,,,,
274,"Legal Aid Society of the District of Columbia",,"The Legal Aid Society of DC was formed in 1932 to provide civil legal aid to individuals, families and communities in the District who could not otherwise afford to hire a lawyer. Legal Aid staff and volunteers provide a continuum of services from client education to full representation before a court or an administrative tribunal. Preferences are given to the following cases: preserving affordable housing, preserving home ownership, ensuring a safe and decent place to live, securing access to health care, nutrition and public benefits, protecting families against domestic violence, promoting family stability through child support and custody arrangements and automobile ownership.",,http://legalaiddc.org,,,,
275,"Dupont Park SDA",,"Offers a food pantry and clothing closet.",dpc@dupontpark.org,http://dupontpark.org/,,,,
276,"Adventist Community Services of Greater Washington",ACSGW,"Adventist Community Services of Greater Washington (ACSGW) was established in 1983 as the collective health and social welfare arm of several local church congregations. Today, ACSGW is a faith-based, nonprofit organization whose mission is to help those less fortunate in our community. We empower those in need through compassionate emergency care, life education, and community development. ACSGW currently provides case management, food, clothing, emergency financial assistance, health and fitness programs, technology education, and job-training.

Our education/job-training programs include: English as a Second Language (ESOL), General Educational Development (GED), computer basics, advanced computer certification programs, and Job Quest workshops. ACSGW currently serves over 6000 low-income families each year. We take a holistic approach to serving this population by providing and growing programs that encourage participants to attain long-term solutions to their general and economic health and well-being.

ACSGW is a safe and understanding environment that works with families and individuals in the Washington Metropolitan Area who are in need of assistance, regardless of their race, ethnicity, gender, religion, age, or sexual orientation.",,https://www.acsgw.org/,,,,
277,"Housing Up",,"Affordable housing and comprehensive support services to homeless and low-income families. ",info@housingup.org,https://housingup.org/,,,,
278,"IONA SENIOR SERVICES (WARD 3): ADULT DAY HEALTH CARE",,"Provides a safe and caring environment for older residents of the D.C. Metropolitan area who may be suffering from Alzheimer's Disease, other types of dementia, stroke or physical impairment.",,http://iona.org,,,,
279,"AARP Legal Counsel for the Elderly",,"Delivers essential services to Washington, D.C. seniors, 60 and older, providing free legal and social work services to those in need, empowering, defending and protecting. Attorneys represent seniors facing foreclosures, evictions, and consumer fraud. LCE handles Medicaid and Social Security cases, provides benefits checkups to assure that seniors and Veterans are receiving the benefits they are due, prepares Wills and Powers of Attorney, and educates elders in ways to avoid Medicare and Medicaid fraud. LCE also accommodates homebound seniors by providing legal services in their homes",,http://www.aarp.org/lce,,,,
280,"Center for Child Protection and Family Support",,"The Center's Village Family Support Center, located at 2021 Alabama Avenue, in Southeast, offers home visits, crisis intervention counseling, individual/group counseling, life skills training and parent support groups. The focus is on prevention and early intervention.
The center also runs programs in parenting skills and childhood education.",,www.centerchildprotection.org,,,,
281,"United Community","Previously: United Community Ministries","Community support center offering numerous services to children, youth, and families.

Since 1969, United Community Ministries has served our community by empowering adults, children, and families to transform their lives. Founded by several faith-based groups and a handful of dedicated volunteers, the organization evolved from a small grassroots effort to now the only comprehensive human services nonprofit agency in southeastern Fairfax County serving more than 9,000 disadvantaged individuals annually.

We take lessons from the past to strategically amplify how we deliver our mission. In addition to providing human services, United Community Ministries is making purposeful steps toward addressing multigenerational poverty &ndash; inextricably linked to racial equity &ndash; and at the root of the concentration of poverty in our region. We seek and are positioned to serve as the lead change agent for racial equity, both through our community-based programs and on a broader level, creating a collective impact for systemic change within Fairfax County.",info@unitedcommunity.org,http://www.ucmagency.org/,,,,
282,"Vitas Healthcare",,"VITAS provides hospice care services across 14 states and the District of Columbia.",,https://www.vitas.com,,,,
283,"KENNEDY INSTITUTE",,"Provides the following services: RW Behavior Support BSP Development & Follow-Up , RW Behavior Support Diagnostic Assessment, RW Behavior Support Non-Professional (Behavior), RW Behavior Support Non-Professional (Medical), RW Day Hab w/Meals, RW Day Habilitation, RW Day Habilitation One-to-One (Behavior), RW Day Habilitation One-to-One (Medical), RW Employment Readiness, RW Family Training, RW Family Training Assessment, RW Host Home, RW In-Home Supports, RW Residential Habilitation, RW Speech Hearing and Language Therapy, RW Speech Hearing and Language Therapy Assessment, RW Speech Hearing and Language Therapy Assessment, RW Supported Employment GROUP Job Training & Supports , RW Supported Employment GROUP Long Term Follow Along , RW Supported Living, RW Supported Living Periodic, RW Supportive Employment Individually (Long-Term Follow-Along), RW Supportive Employment Individually (Intake and Assessment), RW Supportive Employment Individually (Job Placement), RW Supportive Employment Individually (Job Training & Support), RW Supportive Employment Individually (Long-Term Follow-Along), RW Supportive Employment Individually (Intake and Assessment), RW Supportive Employment Individually (Job Placement), RW Supportive Employment Individually (Long-Term Follow-Along), RW Wellness Nutrition Assessment, RW Wellness Nutrition Ongoing Support",,http://dds.dc.gov/service/how-apply-services,,,,
284,"CATHOLIC CHARITIES: DOWNTOWN FAMILY CENTER",,"Provides emergency assistance, adult education, family support, Parish Support, and crisis resolution. Also provides a computer lab and a number of classes including a Professional Counseling Education Program and Spanish classes.",,http://catholiccharitiesdc.org,,,,
285,"Lorton Community Action Center",,"The Lorton Community Action Center (LCAC) provides numerous services to low-income individuals and
families in southeast Fairfax County.

LCAC provides the following services:
&bull; Food (distribution of food items)
&bull; Clothing and furniture
&bull; Emergency financial assistance for rent and utilities
&bull; Access to pro bono legal assistance (civil cases only)
&bull; Youth services (tutoring, summer and after-school programming)
&bull; English-as-a-Second Language (ESL) classes
&bull; Computer classes and resume workshops
&bull; Nutrition classes for adults and children
&bull; Budgeting classes
&bull; Seasonal programs: Back to School, Thanksgiving, Christmas and Warm Coat",info@lortonaction.org,https://lortonaction.org/,,,,
286,"CASA de Maryland",,"We are a group of passionate, community-conscious people working to organize, advocate for, and expand opportunities for Latino and immigrant people in the state of Maryland, Pennsylvania, and Virginia. We do this by providing employment placement; workforce development and training; health education; citizenship and legal services; and financial, language, and literacy training to Latino and immigrant communities throughout the state. Since our humble beginnings in 1985 assisting Central American refugees fleeing wars and civil strife at home, we have worked tirelessly to bring immigrant communities in Maryland, Virginia, and Pennsylvania out of the shadows and into greater power, dignity, and legitimacy.",,https://wearecasa.org,,,,
287,"N Street Village",,"N Street Village empowers homeless and low-income women in Washington, D.C. to claim their highest quality of life by offering a broad spectrum of services, housing, and advocacy in an atmosphere of dignity and respect. We help women achieve stability and make meaningful gains in their housing, income, employment, mental health, physical health, and addiction recovery.",info@nstreetvillage.org,http://nstreetvillage.org/,,,,
288,"Women's Collective",,"Our case management services are a part of a comprehensive family-centered program that provides peer support, creates connections between careseekers and caregivers, and promotes the participation and empowerment of women, their families, and members of their support network in developing care plans based on their self-defined needs. We accept, as well as provide, referrals for women, women and their children, to/from other programs that provide local primary medical care, support and mental health services for women with HIV/AIDS either currently not in a system of care or who need support to remain in a system of care. We provide services for women and their families that assists them in accessing respite care, childcare, housing, food, transportation services, etc., providing women with opportunities to take care of not only their own primary medical and psychosocial needs but also the needs of their children and other family members.",,https://www.facebook.com/thewomenscollectivedc/,,,,
289,"Elaine Ellis Center of Health",,"Health center in DC and Maryland providing comprehensive medical services.

Elaine Ellis Center of Health (EECH) is a Not-For-Profit Organization dedicated to providing affordable comprehensive, preventive, and primary healthcare services to individuals residing in public housing and the surrounding areas, regardless of their ability to pay. EECH offers a Sliding Fee Scale for those without insurance or high out-of-pocket costs with their insurance. Visit costs will be based on your income and the number of people in your household. In so doing, we are committed to offering said services in a clean, safe environment, appropriate in meeting the healthcare needs of our target population. EECH also demonstrates social responsibility through the just use of resources. The commitment of our staff, physicians, volunteers, community partners and friends to our mission permits us to maintain a quality of presence and tradition of caring, which is a hallmark of EECH.

Our History
The Elaine Ellis Center of Health was founded in 2010 by the relatives of the late Elaine Ellis, who lost her battle with cancer in 1993.
She was the matriarch of her family and a vibrant presence in her community. Her kindness and passion to serve others who were less fortunate extended beyond her family and friends to anyone who was in need of food, shelter, advice, and good conversation. Though she is unable to see the fruit which her character produced, her legacy continues, and is the driving force behind the Center&rsquo;s mission to serve others.",,http://eechealth.com/,,,,
290,"Healthy Babies Project",HBP,"Healthy Babies Project is a private, not-for-profit, community-based support organization for district of columbia pregnant and parenting women and families.",,http://w.healthybabiesproject.org/,,,,
291,"DC Rape Crisis Center",,"DCRCC is the designated State Sexual Assault Coalition for the District of Columbia providing survivor-centered advocacy through therapeutic services, training and technical assistance, community education, public policy initiatives as well as volunteer opportunities. More specifically:

Individual & group counseling (English and Spanish)
A 24-hour crisis hotline (202-333-RAPE)
Community education & outreach
Training & technical assistance
Public policy & legislative Initiatives
Volunteer opportunities
Undergraduate and graduate internship opportunities


DCRCC is the oldest and the first rape crisis center in the country, and the federally designated State Sexual Assault Coalition for the District of Columbia providing survivor-centered, and community led advocacy through therapeutic services, training and technical assistance, community education, public policy initiatives as well as volunteer opportunities.",dcrcc@dcrcc.org,www.dcrcc.org,,,,
292,"Sixth Presbyterian Church",,"A local church offering a food pantry.",office@sixthpresbyterian.org,http://www.sixthpresbyterian.org/,,,,
293,"Quality Trust",,"Quality Trust is an independent, non-profit advocacy organization focused on improving the lives of children and adults with disabilities and their families in the District of Columbia and beyond.  We work with individuals and family members to solve problems, identify opportunities for learning and contribution and find creative ways to minimize &ldquo;differences&rdquo; and make the most of each person&rsquo;s abilities.",info@dcqualitytrust.org,http://www.dcqualitytrust.org/,,,,
294,"LUTHERAN SOCIAL SERVICES: ADOPTION/FOSTER CARE",,"Provides adoption services for couples and individuals in their 20's - 50's who are able to provide a stable, secure and loving home environment for a child. Post-adoption services are also available.",,http://lssnca.org,,,,
295,"McClendon Center",,"All of our clients are diagnosed with severe mental illness &mdash; many represent our most disenfranchised community members. We provide comprehensive, wraparound services addressing primary care needs as well as psychosocial services. These include counseling, community support, housing assistance, art and movement therapy groups, and substance abuse counseling. At McClendon Center, our staff members strive to build mutual partnerships with clients and encourage them to take charge of their own recovery. There are no time limits on services being offered, but our aim is to work with clients so that they achieve their highest degree of mental health recovery and independence.

Our CSA is staffed by Licensed Independent Clinical Social Workers, Team Leaders, a Team of Bachelors-level Community Support Specialists, Registered Nurses, and a number of part-time Psychiatrists, five of whom are third and fourth-year Psychiatry Residents from George Washington University. All the staff work together in Multi-disciplinary teams to Provide Mental Health Rehabilitation Services. We also operate a 24/7 on-call service to meet Clients&rsquo; needs after hours and on weekends.",info@McClendonCenter.org,http://mcclendoncenter.org,,,,
296,"Casa Ruby",,"Support center for women of transgender experience. 

The idea behind the formation of a organization run and led by transgender women of color came almost 30 years ago, when Ruby Corado first arrived to Washington, D.C. There, she found that there were no services to support her needs as a young transgender Latina immigrant. Today, Casa Ruby is the only LGBTQ bilingual and multicultural organization in the metropolitan Washington, D.C. area providing social services and programs catering to the most vulnerable in the city and surrounding areas. We offer a wide variety of programs and services, ranging from emergency housing to non-medical case management.",info@casaruby.com,https://casaruby.org/,,,,
297,"CONGRESS HEIGHTS SERVICE CENTER",,"Provides Commodity Supplemental Food Program (CSFP) services.",,,,,,
298,"Friendship Place",,"Provides street outreach, addiction counseling, referrals, a medical clinic, psychiatric care and case management services all aimed at giving the homeless men and women in Northwest Washington assistance in rebuilding their lives by addressing their basic needs.",info@friendshipplace.org,http://cchfp.org/,,,,
299,"Shabach Ministries",,"A religious community organization providing numerous services including:

- The SHABACH! Emergency Empowerment Center
- Community resources and employment
- Career services
- Youth programs
- Religious programs",info@shabachministries.org,https://smionline.org/,,,,
300,"UNIVERSITY LEGAL SERVICES",,"University Legal Services (ULS) proposes to target the Washington, D.C. Latino community for specific outreach efforts to provide information about homebuying and rental opportunities in wards 7 and 8.",,http://www.uls-dc.org/,,,,
301,"CNCS: AMERICORPS: NCCC",,"More than 1,000 young people, ages 18-24,serve on teams and address environmental projects,diaster preparedness and response,education, public safety, and other unmet human needs.",,http://nationalservice.gov,,,,
302,"YMCA of Metropolitan Washington",,"The YMCA is one of the largest social service agencies serving Washington D.C., suburban Maryland, and northern Virginia. Every year, we provide opportunities in wellness, aquatics, youth sports, summer camp, childcare, and more for over 250,000 people through our 16 branches and program centers.",member.service@ymcadc.org,https://www.ymcadc.org,,,,
303,"John Wall Family Foundation",," The John Wall Family Foundation strives to improve the quality of life for disadvantaged families and to impact the lives of at-risk youth through mentorship, education and physical activity.",,http://housingetc.org/202assist/,,,,
304,"Phyllis Wheatley YWCA",,,,http://www.pwywca.org/,,,,
305,"CONNECT.DC - DIGITAL INCLUSION INITIATIVE: ALL HANDS ON TECH",,"Connect.DC created The All Hands on Tech initiative, in partnership with OCTOHelps, to provide FREE technical support to District of Columbia residents. One of the most important things a person needs to fully access technology is a functioning computer. Unfortunately, the cost of computer repair is often too high for many people. Whether you have a laptop with a virus or you don't understand how to use your smartphone, we are here to help!&not;&dagger;Visit website for current schedule of events.",,http://connect.dc.gov/free-tech-support,,,,
306,"DC Mutual Aid Network",,"The DC Mutual Aid Network and Facebook group is a grassroots, community-led effort looking to take care of each other and keep our city as safe as possible. To locate current efforts across the city, find help, or find out how to plug in here: https://www.facebook.com/photo?fbid=10101778809568532&set=p.10101778809568532
What is mutual aid?
Mutual aid is people working together to meet each other&rsquo;s material needs (food, housing, healthcare, etc). Mutual aid is different from charity and social services-- instead of replicating the hierarchy and control of non-profits and government programs, mutual aid efforts strive to be transparent, collaborative, and powered by the people. Mutual aid is political. Mutual aid projects recognize current systems as a fundamentally unjust, see the connections between our collective problems and various forms of oppression, and understand that building a more survivable society requires more than symbolic acts or pressuring government representatives-- it requires each of us to actively create the world we want to see.
Based on: https://bigdoorbrigade.com/what-is-mutual-aid/",dcmutualaid@gmail.com,https://www.facebook.com/groups/492881801379594/,,,,
307,"Calvary Women's Services",,"Our programs are designed for women who are survivors of violence and trauma, are living with mental illness, or are in recovery from substance abuse. Through personalized services and with peer support, each woman identifies and builds on her own strengths in order to meet her goals for safe housing, good health, and financial independence.",info@calvaryservices.org,https://www.calvaryservices.org/,,,,
308,"Early Stages",,"Early Stages helps assess and identify any developmental delays in children from age 2 years, 8 months to age 5 years, 10 months. This is a program through DC Public Schools and serves any child attending DC Public Schools, being homeschooled, or not yet in school.",info@earlystagesdc.org,http://www.eslearningcenters.com/,,,,
